"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"06/06/2017 12:40'00"	"42892.5277777778"	"  27.5000"	"  25.9000"	""	""	""	""	""	""	
"06/06/2017 12:50'00"	"42892.5347222222"	"  28.7000"	"  25.8000"	""	""	""	""	""	""	
"06/06/2017 13:00'00"	"42892.5416666667"	"  25.9000"	"  25.9000"	""	""	""	""	""	""	
"06/06/2017 13:10'00"	"42892.5486111111"	"  29.5000"	"  25.8000"	""	""	""	""	""	""	
"06/06/2017 13:20'00"	"42892.5555555556"	"  26.9000"	"  25.8000"	""	""	""	""	""	""	
"06/06/2017 13:30'00"	"42892.5625000000"	"  29.0000"	"  25.8000"	""	""	""	""	""	""	
"06/06/2017 13:40'00"	"42892.5694444444"	"  31.8000"	"  25.8000"	""	""	""	""	""	""	
"06/06/2017 13:50'00"	"42892.5763888889"	"  29.7000"	"  25.9000"	""	""	""	""	""	""	
"06/06/2017 14:00'00"	"42892.5833333333"	"  29.9000"	"  25.9000"	""	""	""	""	""	""	
"06/06/2017 14:10'00"	"42892.5902777778"	"  29.1000"	"  26.0000"	""	""	""	""	""	""	
"06/06/2017 14:20'00"	"42892.5972222222"	"  27.4000"	"  25.9000"	""	""	""	""	""	""	
"06/06/2017 14:30'00"	"42892.6041666667"	"  28.3000"	"  25.9000"	""	""	""	""	""	""	
"06/06/2017 14:40'00"	"42892.6111111111"	"  26.3000"	"  25.8000"	""	""	""	""	""	""	
"06/06/2017 14:50'00"	"42892.6180555556"	"  26.3000"	"  25.7000"	""	""	""	""	""	""	
"06/06/2017 15:00'00"	"42892.6250000000"	"  26.3000"	"  25.5000"	""	""	""	""	""	""	
"06/06/2017 15:10'00"	"42892.6319444444"	"  24.5000"	"  25.4000"	""	""	""	""	""	""	
"06/06/2017 15:20'00"	"42892.6388888889"	"  26.9000"	"  25.3000"	""	""	""	""	""	""	
"06/06/2017 15:30'00"	"42892.6458333333"	"  25.1000"	"  25.3000"	""	""	""	""	""	""	
"06/06/2017 15:40'00"	"42892.6527777778"	"  25.5000"	"  25.2000"	""	""	""	""	""	""	
"06/06/2017 15:50'00"	"42892.6597222222"	"  25.7000"	"  25.2000"	""	""	""	""	""	""	
"06/06/2017 16:00'00"	"42892.6666666667"	"  25.9000"	"  25.2000"	""	""	""	""	""	""	
"06/06/2017 16:10'00"	"42892.6736111111"	"  24.4000"	"  25.1000"	""	""	""	""	""	""	
"06/06/2017 16:20'00"	"42892.6805555556"	"  25.5000"	"  25.1000"	""	""	""	""	""	""	
"06/06/2017 16:30'00"	"42892.6875000000"	"  25.3000"	"  25.0000"	""	""	""	""	""	""	
"06/06/2017 16:40'00"	"42892.6944444444"	"  24.1000"	"  25.0000"	""	""	""	""	""	""	
"06/06/2017 16:50'00"	"42892.7013888889"	"  24.9000"	"  24.9000"	""	""	""	""	""	""	
"06/06/2017 17:00'00"	"42892.7083333333"	"  23.8000"	"  24.9000"	""	""	""	""	""	""	
"06/06/2017 17:10'00"	"42892.7152777778"	"  24.1000"	"  24.8000"	""	""	""	""	""	""	
"06/06/2017 17:20'00"	"42892.7222222222"	"  23.4000"	"  24.8000"	""	""	""	""	""	""	
"06/06/2017 17:30'00"	"42892.7291666667"	"  23.1000"	"  24.6000"	""	""	""	""	""	""	
"06/06/2017 17:40'00"	"42892.7361111111"	"  24.2000"	"  24.5000"	""	""	""	""	""	""	
"06/06/2017 17:50'00"	"42892.7430555556"	"  22.9000"	"  24.5000"	""	""	""	""	""	""	
"06/06/2017 18:00'00"	"42892.7500000000"	"  22.9000"	"  24.4000"	""	""	""	""	""	""	
"06/06/2017 18:10'00"	"42892.7569444444"	"  23.0000"	"  24.3000"	""	""	""	""	""	""	
"06/06/2017 18:20'00"	"42892.7638888889"	"  22.4000"	"  24.2000"	""	""	""	""	""	""	
"06/06/2017 18:30'00"	"42892.7708333333"	"  21.8000"	"  24.2000"	""	""	""	""	""	""	
"06/06/2017 18:40'00"	"42892.7777777778"	"  21.4000"	"  24.1000"	""	""	""	""	""	""	
"06/06/2017 18:50'00"	"42892.7847222222"	"  20.9000"	"  24.0000"	""	""	""	""	""	""	
"06/06/2017 19:00'00"	"42892.7916666667"	"  20.8000"	"  23.9000"	""	""	""	""	""	""	
"06/06/2017 19:10'00"	"42892.7986111111"	"  20.6000"	"  23.8000"	""	""	""	""	""	""	
"06/06/2017 19:20'00"	"42892.8055555556"	"  20.5000"	"  23.7000"	""	""	""	""	""	""	
"06/06/2017 19:30'00"	"42892.8125000000"	"  20.3000"	"  23.6000"	""	""	""	""	""	""	
"06/06/2017 19:40'00"	"42892.8194444444"	"  20.0000"	"  23.5000"	""	""	""	""	""	""	
"06/06/2017 19:50'00"	"42892.8263888889"	"  20.0000"	"  23.5000"	""	""	""	""	""	""	
"06/06/2017 20:00'00"	"42892.8333333333"	"  19.9000"	"  23.4000"	""	""	""	""	""	""	
"06/06/2017 20:10'00"	"42892.8402777778"	"  19.7000"	"  23.3000"	""	""	""	""	""	""	
"06/06/2017 20:20'00"	"42892.8472222222"	"  19.8000"	"  23.2000"	""	""	""	""	""	""	
"06/06/2017 20:30'00"	"42892.8541666667"	"  19.7000"	"  23.1000"	""	""	""	""	""	""	
"06/06/2017 20:40'00"	"42892.8611111111"	"  20.0000"	"  23.1000"	""	""	""	""	""	""	
"06/06/2017 20:50'00"	"42892.8680555556"	"  19.9000"	"  23.0000"	""	""	""	""	""	""	
"06/06/2017 21:00'00"	"42892.8750000000"	"  19.6000"	"  22.9000"	""	""	""	""	""	""	
"06/06/2017 21:10'00"	"42892.8819444444"	"  19.9000"	"  22.9000"	""	""	""	""	""	""	
"06/06/2017 21:20'00"	"42892.8888888889"	"  19.6000"	"  22.8000"	""	""	""	""	""	""	
"06/06/2017 21:30'00"	"42892.8958333333"	"  19.0000"	"  22.8000"	""	""	""	""	""	""	
"06/06/2017 21:40'00"	"42892.9027777778"	"  19.1000"	"  22.7000"	""	""	""	""	""	""	
"06/06/2017 21:50'00"	"42892.9097222222"	"  18.8000"	"  22.6000"	""	""	""	""	""	""	
"06/06/2017 22:00'00"	"42892.9166666667"	"  18.8000"	"  22.6000"	""	""	""	""	""	""	
"06/06/2017 22:10'00"	"42892.9236111111"	"  18.7000"	"  22.5000"	""	""	""	""	""	""	
"06/06/2017 22:20'00"	"42892.9305555556"	"  19.0000"	"  22.5000"	""	""	""	""	""	""	
"06/06/2017 22:30'00"	"42892.9375000000"	"  19.2000"	"  22.4000"	""	""	""	""	""	""	
"06/06/2017 22:40'00"	"42892.9444444444"	"  19.2000"	"  22.5000"	""	""	""	""	""	""	
"06/06/2017 22:50'00"	"42892.9513888889"	"  19.2000"	"  22.4000"	""	""	""	""	""	""	
"06/06/2017 23:00'00"	"42892.9583333333"	"  19.3000"	"  22.3000"	""	""	""	""	""	""	
"06/06/2017 23:10'00"	"42892.9652777778"	"  19.0000"	"  22.3000"	""	""	""	""	""	""	
"06/06/2017 23:20'00"	"42892.9722222222"	"  19.1000"	"  22.2000"	""	""	""	""	""	""	
"06/06/2017 23:30'00"	"42892.9791666667"	"  19.0000"	"  22.2000"	""	""	""	""	""	""	
"06/06/2017 23:40'00"	"42892.9861111111"	"  18.9000"	"  22.2000"	""	""	""	""	""	""	
"06/06/2017 23:50'00"	"42892.9930555556"	"  19.0000"	"  22.2000"	""	""	""	""	""	""	
"06/07/2017 00:00'00"	"42893.0000000000"	"  18.9000"	"  22.1000"	""	""	""	""	""	""	
"06/07/2017 00:10'00"	"42893.0069444444"	"  18.8000"	"  22.1000"	""	""	""	""	""	""	
"06/07/2017 00:20'00"	"42893.0138888889"	"  18.9000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 00:30'00"	"42893.0208333333"	"  18.8000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 00:40'00"	"42893.0277777778"	"  19.0000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 00:50'00"	"42893.0347222222"	"  18.8000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 01:00'00"	"42893.0416666667"	"  18.8000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 01:10'00"	"42893.0486111111"	"  18.7000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 01:20'00"	"42893.0555555556"	"  18.7000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 01:30'00"	"42893.0625000000"	"  18.8000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 01:40'00"	"42893.0694444444"	"  18.7000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 01:50'00"	"42893.0763888889"	"  18.7000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 02:00'00"	"42893.0833333333"	"  18.5000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 02:10'00"	"42893.0902777778"	"  18.5000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 02:20'00"	"42893.0972222222"	"  18.5000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 02:30'00"	"42893.1041666667"	"  18.4000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 02:40'00"	"42893.1111111111"	"  18.4000"	"  21.6000"	""	""	""	""	""	""	
"06/07/2017 02:50'00"	"42893.1180555556"	"  18.4000"	"  21.6000"	""	""	""	""	""	""	
"06/07/2017 03:00'00"	"42893.1250000000"	"  18.3000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 03:10'00"	"42893.1319444444"	"  18.4000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 03:20'00"	"42893.1388888889"	"  18.3000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 03:30'00"	"42893.1458333333"	"  18.3000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 03:40'00"	"42893.1527777778"	"  18.1000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 03:50'00"	"42893.1597222222"	"  18.1000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 04:00'00"	"42893.1666666667"	"  18.0000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 04:10'00"	"42893.1736111111"	"  18.0000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 04:20'00"	"42893.1805555556"	"  18.3000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 04:30'00"	"42893.1875000000"	"  18.2000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 04:40'00"	"42893.1944444444"	"  18.3000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 04:50'00"	"42893.2013888889"	"  18.5000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 05:00'00"	"42893.2083333333"	"  18.5000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 05:10'00"	"42893.2152777778"	"  18.6000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 05:20'00"	"42893.2222222222"	"  18.7000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 05:30'00"	"42893.2291666667"	"  19.0000"	"  21.2000"	""	""	""	""	""	""	
"06/07/2017 05:40'00"	"42893.2361111111"	"  19.3000"	"  21.2000"	""	""	""	""	""	""	
"06/07/2017 05:50'00"	"42893.2430555556"	"  19.6000"	"  21.2000"	""	""	""	""	""	""	
"06/07/2017 06:00'00"	"42893.2500000000"	"  19.6000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 06:10'00"	"42893.2569444444"	"  19.6000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 06:20'00"	"42893.2638888889"	"  19.7000"	"  21.3000"	""	""	""	""	""	""	
"06/07/2017 06:30'00"	"42893.2708333333"	"  20.4000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 06:40'00"	"42893.2777777778"	"  20.8000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 06:50'00"	"42893.2847222222"	"  20.9000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 07:00'00"	"42893.2916666667"	"  21.4000"	"  21.4000"	""	""	""	""	""	""	
"06/07/2017 07:10'00"	"42893.2986111111"	"  22.0000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 07:20'00"	"42893.3055555556"	"  22.0000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 07:30'00"	"42893.3125000000"	"  22.4000"	"  21.6000"	""	""	""	""	""	""	
"06/07/2017 07:40'00"	"42893.3194444444"	"  23.0000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 07:50'00"	"42893.3263888889"	"  23.5000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 08:00'00"	"42893.3333333333"	"  24.0000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 08:10'00"	"42893.3402777778"	"  24.1000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 08:20'00"	"42893.3472222222"	"  24.0000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 08:30'00"	"42893.3541666667"	"  24.3000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 08:40'00"	"42893.3611111111"	"  24.5000"	"  22.1000"	""	""	""	""	""	""	
"06/07/2017 08:50'00"	"42893.3680555556"	"  24.4000"	"  22.2000"	""	""	""	""	""	""	
"06/07/2017 09:00'00"	"42893.3750000000"	"  25.0000"	"  22.3000"	""	""	""	""	""	""	
"06/07/2017 09:10'00"	"42893.3819444444"	"  25.3000"	"  22.4000"	""	""	""	""	""	""	
"06/07/2017 09:20'00"	"42893.3888888889"	"  25.1000"	"  22.5000"	""	""	""	""	""	""	
"06/07/2017 09:30'00"	"42893.3958333333"	"  25.1000"	"  22.5000"	""	""	""	""	""	""	
"06/07/2017 09:40'00"	"42893.4027777778"	"  25.3000"	"  22.6000"	""	""	""	""	""	""	
"06/07/2017 09:50'00"	"42893.4097222222"	"  26.0000"	"  22.7000"	""	""	""	""	""	""	
"06/07/2017 10:00'00"	"42893.4166666667"	"  26.4000"	"  22.8000"	""	""	""	""	""	""	
"06/07/2017 10:10'00"	"42893.4236111111"	"  26.8000"	"  22.9000"	""	""	""	""	""	""	
"06/07/2017 10:20'00"	"42893.4305555556"	"  26.6000"	"  23.0000"	""	""	""	""	""	""	
"06/07/2017 10:30'00"	"42893.4375000000"	"  26.1000"	"  23.2000"	""	""	""	""	""	""	
"06/07/2017 10:40'00"	"42893.4444444444"	"  26.1000"	"  23.2000"	""	""	""	""	""	""	
"06/07/2017 10:50'00"	"42893.4513888889"	"  28.4000"	"  23.3000"	""	""	""	""	""	""	
"06/07/2017 11:00'00"	"42893.4583333333"	"  26.9000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 11:10'00"	"42893.4652777778"	"  25.1000"	"  23.6000"	""	""	""	""	""	""	
"06/07/2017 11:20'00"	"42893.4722222222"	"  25.0000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 11:30'00"	"42893.4791666667"	"  24.5000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 11:40'00"	"42893.4861111111"	"  24.0000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 11:50'00"	"42893.4930555556"	"  24.7000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 12:00'00"	"42893.5000000000"	"  24.4000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 12:10'00"	"42893.5069444444"	"  24.0000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 12:20'00"	"42893.5138888889"	"  25.1000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 12:30'00"	"42893.5208333333"	"  25.6000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 12:40'00"	"42893.5277777778"	"  25.1000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 12:50'00"	"42893.5347222222"	"  24.7000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 13:00'00"	"42893.5416666667"	"  24.4000"	"  23.8000"	""	""	""	""	""	""	
"06/07/2017 13:10'00"	"42893.5486111111"	"  23.7000"	"  23.8000"	""	""	""	""	""	""	
"06/07/2017 13:20'00"	"42893.5555555556"	"  23.0000"	"  23.8000"	""	""	""	""	""	""	
"06/07/2017 13:30'00"	"42893.5625000000"	"  22.6000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 13:40'00"	"42893.5694444444"	"  22.6000"	"  23.7000"	""	""	""	""	""	""	
"06/07/2017 13:50'00"	"42893.5763888889"	"  23.1000"	"  23.6000"	""	""	""	""	""	""	
"06/07/2017 14:00'00"	"42893.5833333333"	"  22.6000"	"  23.6000"	""	""	""	""	""	""	
"06/07/2017 14:10'00"	"42893.5902777778"	"  22.9000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 14:20'00"	"42893.5972222222"	"  23.4000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 14:30'00"	"42893.6041666667"	"  23.5000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 14:40'00"	"42893.6111111111"	"  23.8000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 14:50'00"	"42893.6180555556"	"  23.0000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 15:00'00"	"42893.6250000000"	"  22.4000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 15:10'00"	"42893.6319444444"	"  22.4000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 15:20'00"	"42893.6388888889"	"  22.3000"	"  23.5000"	""	""	""	""	""	""	
"06/07/2017 15:30'00"	"42893.6458333333"	"  21.9000"	"  23.4000"	""	""	""	""	""	""	
"06/07/2017 15:40'00"	"42893.6527777778"	"  22.1000"	"  23.4000"	""	""	""	""	""	""	
"06/07/2017 15:50'00"	"42893.6597222222"	"  21.5000"	"  23.3000"	""	""	""	""	""	""	
"06/07/2017 16:00'00"	"42893.6666666667"	"  21.5000"	"  23.3000"	""	""	""	""	""	""	
"06/07/2017 16:10'00"	"42893.6736111111"	"  21.3000"	"  23.2000"	""	""	""	""	""	""	
"06/07/2017 16:20'00"	"42893.6805555556"	"  21.2000"	"  23.2000"	""	""	""	""	""	""	
"06/07/2017 16:30'00"	"42893.6875000000"	"  21.2000"	"  23.2000"	""	""	""	""	""	""	
"06/07/2017 16:40'00"	"42893.6944444444"	"  21.3000"	"  23.1000"	""	""	""	""	""	""	
"06/07/2017 16:50'00"	"42893.7013888889"	"  20.8000"	"  23.1000"	""	""	""	""	""	""	
"06/07/2017 17:00'00"	"42893.7083333333"	"  20.5000"	"  23.1000"	""	""	""	""	""	""	
"06/07/2017 17:10'00"	"42893.7152777778"	"  20.4000"	"  23.0000"	""	""	""	""	""	""	
"06/07/2017 17:20'00"	"42893.7222222222"	"  20.3000"	"  22.9000"	""	""	""	""	""	""	
"06/07/2017 17:30'00"	"42893.7291666667"	"  20.4000"	"  22.9000"	""	""	""	""	""	""	
"06/07/2017 17:40'00"	"42893.7361111111"	"  20.1000"	"  22.8000"	""	""	""	""	""	""	
"06/07/2017 17:50'00"	"42893.7430555556"	"  19.9000"	"  22.8000"	""	""	""	""	""	""	
"06/07/2017 18:00'00"	"42893.7500000000"	"  19.8000"	"  22.8000"	""	""	""	""	""	""	
"06/07/2017 18:10'00"	"42893.7569444444"	"  19.7000"	"  22.7000"	""	""	""	""	""	""	
"06/07/2017 18:20'00"	"42893.7638888889"	"  19.4000"	"  22.7000"	""	""	""	""	""	""	
"06/07/2017 18:30'00"	"42893.7708333333"	"  19.3000"	"  22.6000"	""	""	""	""	""	""	
"06/07/2017 18:40'00"	"42893.7777777778"	"  19.2000"	"  22.5000"	""	""	""	""	""	""	
"06/07/2017 18:50'00"	"42893.7847222222"	"  18.9000"	"  22.5000"	""	""	""	""	""	""	
"06/07/2017 19:00'00"	"42893.7916666667"	"  18.9000"	"  22.5000"	""	""	""	""	""	""	
"06/07/2017 19:10'00"	"42893.7986111111"	"  18.9000"	"  22.4000"	""	""	""	""	""	""	
"06/07/2017 19:20'00"	"42893.8055555556"	"  18.7000"	"  22.4000"	""	""	""	""	""	""	
"06/07/2017 19:30'00"	"42893.8125000000"	"  18.7000"	"  22.3000"	""	""	""	""	""	""	
"06/07/2017 19:40'00"	"42893.8194444444"	"  18.7000"	"  22.3000"	""	""	""	""	""	""	
"06/07/2017 19:50'00"	"42893.8263888889"	"  18.7000"	"  22.2000"	""	""	""	""	""	""	
"06/07/2017 20:00'00"	"42893.8333333333"	"  18.8000"	"  22.2000"	""	""	""	""	""	""	
"06/07/2017 20:10'00"	"42893.8402777778"	"  18.6000"	"  22.1000"	""	""	""	""	""	""	
"06/07/2017 20:20'00"	"42893.8472222222"	"  18.5000"	"  22.1000"	""	""	""	""	""	""	
"06/07/2017 20:30'00"	"42893.8541666667"	"  18.4000"	"  22.1000"	""	""	""	""	""	""	
"06/07/2017 20:40'00"	"42893.8611111111"	"  18.4000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 20:50'00"	"42893.8680555556"	"  18.4000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 21:00'00"	"42893.8750000000"	"  18.2000"	"  22.0000"	""	""	""	""	""	""	
"06/07/2017 21:10'00"	"42893.8819444444"	"  18.3000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 21:20'00"	"42893.8888888889"	"  18.2000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 21:30'00"	"42893.8958333333"	"  18.1000"	"  21.9000"	""	""	""	""	""	""	
"06/07/2017 21:40'00"	"42893.9027777778"	"  18.1000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 21:50'00"	"42893.9097222222"	"  18.0000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 22:00'00"	"42893.9166666667"	"  17.8000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 22:10'00"	"42893.9236111111"	"  17.8000"	"  21.8000"	""	""	""	""	""	""	
"06/07/2017 22:20'00"	"42893.9305555556"	"  17.6000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 22:30'00"	"42893.9375000000"	"  17.5000"	"  21.7000"	""	""	""	""	""	""	
"06/07/2017 22:40'00"	"42893.9444444444"	"  17.4000"	"  21.6000"	""	""	""	""	""	""	
"06/07/2017 22:50'00"	"42893.9513888889"	"  17.5000"	"  21.6000"	""	""	""	""	""	""	
"06/07/2017 23:00'00"	"42893.9583333333"	"  17.3000"	"  21.6000"	""	""	""	""	""	""	
"06/07/2017 23:10'00"	"42893.9652777778"	"  17.6000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 23:20'00"	"42893.9722222222"	"  17.6000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 23:30'00"	"42893.9791666667"	"  17.5000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 23:40'00"	"42893.9861111111"	"  17.6000"	"  21.5000"	""	""	""	""	""	""	
"06/07/2017 23:50'00"	"42893.9930555556"	"  17.7000"	"  21.4000"	""	""	""	""	""	""	
"06/08/2017 00:00'00"	"42894.0000000000"	"  17.5000"	"  21.4000"	""	""	""	""	""	""	
"06/08/2017 00:10'00"	"42894.0069444444"	"  17.5000"	"  21.3000"	""	""	""	""	""	""	
"06/08/2017 00:20'00"	"42894.0138888889"	"  17.5000"	"  21.3000"	""	""	""	""	""	""	
"06/08/2017 00:30'00"	"42894.0208333333"	"  17.6000"	"  21.3000"	""	""	""	""	""	""	
"06/08/2017 00:40'00"	"42894.0277777778"	"  17.6000"	"  21.2000"	""	""	""	""	""	""	
"06/08/2017 00:50'00"	"42894.0347222222"	"  17.6000"	"  21.2000"	""	""	""	""	""	""	
"06/08/2017 01:00'00"	"42894.0416666667"	"  17.6000"	"  21.2000"	""	""	""	""	""	""	
"06/08/2017 01:10'00"	"42894.0486111111"	"  17.7000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 01:20'00"	"42894.0555555556"	"  17.6000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 01:30'00"	"42894.0625000000"	"  17.4000"	"  21.2000"	""	""	""	""	""	""	
"06/08/2017 01:40'00"	"42894.0694444444"	"  17.3000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 01:50'00"	"42894.0763888889"	"  17.3000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 02:00'00"	"42894.0833333333"	"  17.2000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 02:10'00"	"42894.0902777778"	"  17.3000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 02:20'00"	"42894.0972222222"	"  17.3000"	"  21.0000"	""	""	""	""	""	""	
"06/08/2017 02:30'00"	"42894.1041666667"	"  17.3000"	"  21.1000"	""	""	""	""	""	""	
"06/08/2017 02:40'00"	"42894.1111111111"	"  17.2000"	"  21.0000"	""	""	""	""	""	""	
"06/08/2017 02:50'00"	"42894.1180555556"	"  17.4000"	"  21.0000"	""	""	""	""	""	""	
"06/08/2017 03:00'00"	"42894.1250000000"	"  17.2000"	"  21.0000"	""	""	""	""	""	""	
"06/08/2017 03:10'00"	"42894.1319444444"	"  17.3000"	"  20.9000"	""	""	""	""	""	""	
"06/08/2017 03:20'00"	"42894.1388888889"	"  17.3000"	"  20.9000"	""	""	""	""	""	""	
"06/08/2017 03:30'00"	"42894.1458333333"	"  17.3000"	"  20.9000"	""	""	""	""	""	""	
"06/08/2017 03:40'00"	"42894.1527777778"	"  17.3000"	"  20.9000"	""	""	""	""	""	""	
"06/08/2017 03:50'00"	"42894.1597222222"	"  17.0000"	"  20.8000"	""	""	""	""	""	""	
"06/08/2017 04:00'00"	"42894.1666666667"	"  17.1000"	"  20.8000"	""	""	""	""	""	""	
"06/08/2017 04:10'00"	"42894.1736111111"	"  17.2000"	"  20.8000"	""	""	""	""	""	""	
"06/08/2017 04:20'00"	"42894.1805555556"	"  17.1000"	"  20.8000"	""	""	""	""	""	""	
"06/08/2017 04:30'00"	"42894.1875000000"	"  17.2000"	"  20.8000"	""	""	""	""	""	""	
"06/08/2017 04:40'00"	"42894.1944444444"	"  17.2000"	"  20.8000"	""	""	""	""	""	""	
"06/08/2017 04:50'00"	"42894.2013888889"	"  17.2000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 05:00'00"	"42894.2083333333"	"  17.2000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 05:10'00"	"42894.2152777778"	"  17.2000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 05:20'00"	"42894.2222222222"	"  17.0000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 05:30'00"	"42894.2291666667"	"  17.1000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 05:40'00"	"42894.2361111111"	"  17.1000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 05:50'00"	"42894.2430555556"	"  17.2000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 06:00'00"	"42894.2500000000"	"  17.3000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 06:10'00"	"42894.2569444444"	"  17.3000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 06:20'00"	"42894.2638888889"	"  17.2000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 06:30'00"	"42894.2708333333"	"  17.3000"	"  20.6000"	""	""	""	""	""	""	
"06/08/2017 06:40'00"	"42894.2777777778"	"  17.5000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 06:50'00"	"42894.2847222222"	"  17.4000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 07:00'00"	"42894.2916666667"	"  17.9000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 07:10'00"	"42894.2986111111"	"  17.7000"	"  20.7000"	""	""	""	""	""	""	
"06/08/2017 07:20'00"	"42894.3055555556"	"  17.6000"	"  20.7000"	""	""	""	""	""	""	
