"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"05/13/2017 17:20'00"	"42868.7222222222"	"  19.2000"	"  20.3000"	""	""	""	""	""	""	
"05/13/2017 17:30'00"	"42868.7291666667"	"  19.1000"	"  20.4000"	""	""	""	""	""	""	
"05/13/2017 17:40'00"	"42868.7361111111"	"  19.1000"	"  20.4000"	""	""	""	""	""	""	
"05/13/2017 17:50'00"	"42868.7430555556"	"  18.4000"	"  20.3000"	""	""	""	""	""	""	
"05/13/2017 18:00'00"	"42868.7500000000"	"  18.3000"	"  20.2000"	""	""	""	""	""	""	
"05/13/2017 18:10'00"	"42868.7569444444"	"  18.3000"	"  20.2000"	""	""	""	""	""	""	
"05/13/2017 18:20'00"	"42868.7638888889"	"  18.2000"	"  20.1000"	""	""	""	""	""	""	
"05/13/2017 18:30'00"	"42868.7708333333"	"  18.1000"	"  20.0000"	""	""	""	""	""	""	
"05/13/2017 18:40'00"	"42868.7777777778"	"  17.9000"	"  20.0000"	""	""	""	""	""	""	
"05/13/2017 18:50'00"	"42868.7847222222"	"  17.6000"	"  19.9000"	""	""	""	""	""	""	
"05/13/2017 19:00'00"	"42868.7916666667"	"  17.4000"	"  19.8000"	""	""	""	""	""	""	
"05/13/2017 19:10'00"	"42868.7986111111"	"  17.4000"	"  19.8000"	""	""	""	""	""	""	
"05/13/2017 19:20'00"	"42868.8055555556"	"  17.2000"	"  19.7000"	""	""	""	""	""	""	
"05/13/2017 19:30'00"	"42868.8125000000"	"  17.2000"	"  19.6000"	""	""	""	""	""	""	
"05/13/2017 19:40'00"	"42868.8194444444"	"  16.7000"	"  19.5000"	""	""	""	""	""	""	
"05/13/2017 19:50'00"	"42868.8263888889"	"  16.6000"	"  19.4000"	""	""	""	""	""	""	
"05/13/2017 20:00'00"	"42868.8333333333"	"  16.4000"	"  19.4000"	""	""	""	""	""	""	
"05/13/2017 20:10'00"	"42868.8402777778"	"  16.4000"	"  19.3000"	""	""	""	""	""	""	
"05/13/2017 20:20'00"	"42868.8472222222"	"  16.1000"	"  19.2000"	""	""	""	""	""	""	
"05/13/2017 20:30'00"	"42868.8541666667"	"  16.3000"	"  19.2000"	""	""	""	""	""	""	
"05/13/2017 20:40'00"	"42868.8611111111"	"  16.4000"	"  19.1000"	""	""	""	""	""	""	
"05/13/2017 20:50'00"	"42868.8680555556"	"  16.5000"	"  19.0000"	""	""	""	""	""	""	
"05/13/2017 21:00'00"	"42868.8750000000"	"  16.5000"	"  19.0000"	""	""	""	""	""	""	
"05/13/2017 21:10'00"	"42868.8819444444"	"  16.6000"	"  18.9000"	""	""	""	""	""	""	
"05/13/2017 21:20'00"	"42868.8888888889"	"  16.7000"	"  18.9000"	""	""	""	""	""	""	
"05/13/2017 21:30'00"	"42868.8958333333"	"  16.7000"	"  18.8000"	""	""	""	""	""	""	
"05/13/2017 21:40'00"	"42868.9027777778"	"  16.5000"	"  18.8000"	""	""	""	""	""	""	
"05/13/2017 21:50'00"	"42868.9097222222"	"  16.3000"	"  18.8000"	""	""	""	""	""	""	
"05/13/2017 22:00'00"	"42868.9166666667"	"  16.4000"	"  18.7000"	""	""	""	""	""	""	
"05/13/2017 22:10'00"	"42868.9236111111"	"  16.5000"	"  18.7000"	""	""	""	""	""	""	
"05/13/2017 22:20'00"	"42868.9305555556"	"  16.8000"	"  18.7000"	""	""	""	""	""	""	
"05/13/2017 22:30'00"	"42868.9375000000"	"  16.7000"	"  18.6000"	""	""	""	""	""	""	
"05/13/2017 22:40'00"	"42868.9444444444"	"  16.5000"	"  18.6000"	""	""	""	""	""	""	
"05/13/2017 22:50'00"	"42868.9513888889"	"  16.6000"	"  18.6000"	""	""	""	""	""	""	
"05/13/2017 23:00'00"	"42868.9583333333"	"  16.7000"	"  18.6000"	""	""	""	""	""	""	
"05/13/2017 23:10'00"	"42868.9652777778"	"  16.7000"	"  18.5000"	""	""	""	""	""	""	
"05/13/2017 23:20'00"	"42868.9722222222"	"  16.6000"	"  18.5000"	""	""	""	""	""	""	
"05/13/2017 23:30'00"	"42868.9791666667"	"  16.5000"	"  18.5000"	""	""	""	""	""	""	
"05/13/2017 23:40'00"	"42868.9861111111"	"  16.3000"	"  18.5000"	""	""	""	""	""	""	
"05/13/2017 23:50'00"	"42868.9930555556"	"  16.2000"	"  18.4000"	""	""	""	""	""	""	
"05/14/2017 00:00'00"	"42869.0000000000"	"  16.1000"	"  18.4000"	""	""	""	""	""	""	
"05/14/2017 00:10'00"	"42869.0069444444"	"  16.0000"	"  18.3000"	""	""	""	""	""	""	
"05/14/2017 00:20'00"	"42869.0138888889"	"  15.9000"	"  18.3000"	""	""	""	""	""	""	
"05/14/2017 00:30'00"	"42869.0208333333"	"  15.7000"	"  18.3000"	""	""	""	""	""	""	
"05/14/2017 00:40'00"	"42869.0277777778"	"  15.4000"	"  18.2000"	""	""	""	""	""	""	
"05/14/2017 00:50'00"	"42869.0347222222"	"  15.4000"	"  18.2000"	""	""	""	""	""	""	
"05/14/2017 01:00'00"	"42869.0416666667"	"  15.6000"	"  18.1000"	""	""	""	""	""	""	
"05/14/2017 01:10'00"	"42869.0486111111"	"  15.9000"	"  18.1000"	""	""	""	""	""	""	
"05/14/2017 01:20'00"	"42869.0555555556"	"  15.8000"	"  18.1000"	""	""	""	""	""	""	
"05/14/2017 01:30'00"	"42869.0625000000"	"  16.0000"	"  18.1000"	""	""	""	""	""	""	
"05/14/2017 01:40'00"	"42869.0694444444"	"  15.6000"	"  18.0000"	""	""	""	""	""	""	
"05/14/2017 01:50'00"	"42869.0763888889"	"  15.3000"	"  18.0000"	""	""	""	""	""	""	
"05/14/2017 02:00'00"	"42869.0833333333"	"  15.4000"	"  18.0000"	""	""	""	""	""	""	
"05/14/2017 02:10'00"	"42869.0902777778"	"  15.0000"	"  17.9000"	""	""	""	""	""	""	
"05/14/2017 02:20'00"	"42869.0972222222"	"  14.8000"	"  17.9000"	""	""	""	""	""	""	
"05/14/2017 02:30'00"	"42869.1041666667"	"  15.1000"	"  17.8000"	""	""	""	""	""	""	
"05/14/2017 02:40'00"	"42869.1111111111"	"  14.9000"	"  17.8000"	""	""	""	""	""	""	
"05/14/2017 02:50'00"	"42869.1180555556"	"  14.8000"	"  17.7000"	""	""	""	""	""	""	
"05/14/2017 03:00'00"	"42869.1250000000"	"  14.7000"	"  17.6000"	""	""	""	""	""	""	
"05/14/2017 03:10'00"	"42869.1319444444"	"  14.8000"	"  17.6000"	""	""	""	""	""	""	
"05/14/2017 03:20'00"	"42869.1388888889"	"  14.5000"	"  17.5000"	""	""	""	""	""	""	
"05/14/2017 03:30'00"	"42869.1458333333"	"  14.4000"	"  17.5000"	""	""	""	""	""	""	
"05/14/2017 03:40'00"	"42869.1527777778"	"  14.5000"	"  17.4000"	""	""	""	""	""	""	
"05/14/2017 03:50'00"	"42869.1597222222"	"  14.7000"	"  17.4000"	""	""	""	""	""	""	
"05/14/2017 04:00'00"	"42869.1666666667"	"  15.3000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 04:10'00"	"42869.1736111111"	"  15.7000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 04:20'00"	"42869.1805555556"	"  15.7000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 04:30'00"	"42869.1875000000"	"  15.7000"	"  17.4000"	""	""	""	""	""	""	
"05/14/2017 04:40'00"	"42869.1944444444"	"  15.7000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 04:50'00"	"42869.2013888889"	"  15.7000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 05:00'00"	"42869.2083333333"	"  15.4000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 05:10'00"	"42869.2152777778"	"  15.6000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 05:20'00"	"42869.2222222222"	"  15.9000"	"  17.3000"	""	""	""	""	""	""	
"05/14/2017 05:30'00"	"42869.2291666667"	"  15.7000"	"  17.4000"	""	""	""	""	""	""	
"05/14/2017 05:40'00"	"42869.2361111111"	"  15.8000"	"  17.4000"	""	""	""	""	""	""	
"05/14/2017 05:50'00"	"42869.2430555556"	"  16.1000"	"  17.4000"	""	""	""	""	""	""	
"05/14/2017 06:00'00"	"42869.2500000000"	"  16.6000"	"  17.5000"	""	""	""	""	""	""	
"05/14/2017 06:10'00"	"42869.2569444444"	"  16.8000"	"  17.6000"	""	""	""	""	""	""	
"05/14/2017 06:20'00"	"42869.2638888889"	"  17.1000"	"  17.7000"	""	""	""	""	""	""	
"05/14/2017 06:30'00"	"42869.2708333333"	"  17.4000"	"  17.9000"	""	""	""	""	""	""	
"05/14/2017 06:40'00"	"42869.2777777778"	"  17.7000"	"  18.0000"	""	""	""	""	""	""	
"05/14/2017 06:50'00"	"42869.2847222222"	"  18.3000"	"  18.1000"	""	""	""	""	""	""	
"05/14/2017 07:00'00"	"42869.2916666667"	"  18.5000"	"  18.4000"	""	""	""	""	""	""	
"05/14/2017 07:10'00"	"42869.2986111111"	"  19.7000"	"  18.6000"	""	""	""	""	""	""	
"05/14/2017 07:20'00"	"42869.3055555556"	"  20.9000"	"  18.8000"	""	""	""	""	""	""	
"05/14/2017 07:30'00"	"42869.3125000000"	"  21.7000"	"  19.2000"	""	""	""	""	""	""	
"05/14/2017 07:40'00"	"42869.3194444444"	"  21.7000"	"  19.5000"	""	""	""	""	""	""	
"05/14/2017 07:50'00"	"42869.3263888889"	"  22.7000"	"  20.0000"	""	""	""	""	""	""	
"05/14/2017 08:00'00"	"42869.3333333333"	"  24.3000"	"  20.4000"	""	""	""	""	""	""	
"05/14/2017 08:10'00"	"42869.3402777778"	"  23.7000"	"  20.9000"	""	""	""	""	""	""	
"05/14/2017 08:20'00"	"42869.3472222222"	"  23.2000"	"  21.4000"	""	""	""	""	""	""	
"05/14/2017 08:30'00"	"42869.3541666667"	"  23.1000"	"  21.9000"	""	""	""	""	""	""	
"05/14/2017 08:40'00"	"42869.3611111111"	"  23.9000"	"  22.2000"	""	""	""	""	""	""	
"05/14/2017 08:50'00"	"42869.3680555556"	"  24.0000"	"  22.5000"	""	""	""	""	""	""	
"05/14/2017 09:00'00"	"42869.3750000000"	"  24.4000"	"  22.9000"	""	""	""	""	""	""	
"05/14/2017 09:10'00"	"42869.3819444444"	"  24.4000"	"  23.2000"	""	""	""	""	""	""	
"05/14/2017 09:20'00"	"42869.3888888889"	"  27.0000"	"  23.6000"	""	""	""	""	""	""	
"05/14/2017 09:30'00"	"42869.3958333333"	"  26.3000"	"  24.0000"	""	""	""	""	""	""	
"05/14/2017 09:40'00"	"42869.4027777778"	"  25.0000"	"  24.4000"	""	""	""	""	""	""	
"05/14/2017 09:50'00"	"42869.4097222222"	"  25.3000"	"  24.6000"	""	""	""	""	""	""	
"05/14/2017 10:00'00"	"42869.4166666667"	"  26.4000"	"  24.9000"	""	""	""	""	""	""	
"05/14/2017 10:10'00"	"42869.4236111111"	"  27.1000"	"  25.5000"	""	""	""	""	""	""	
"05/14/2017 10:20'00"	"42869.4305555556"	"  28.2000"	"  26.0000"	""	""	""	""	""	""	
"05/14/2017 10:30'00"	"42869.4375000000"	"  27.0000"	"  26.6000"	""	""	""	""	""	""	
"05/14/2017 10:40'00"	"42869.4444444444"	"  27.4000"	"  27.0000"	""	""	""	""	""	""	
"05/14/2017 10:50'00"	"42869.4513888889"	"  26.4000"	"  27.2000"	""	""	""	""	""	""	
"05/14/2017 11:00'00"	"42869.4583333333"	"  27.6000"	"  27.2000"	""	""	""	""	""	""	
"05/14/2017 11:10'00"	"42869.4652777778"	"  25.4000"	"  27.5000"	""	""	""	""	""	""	
"05/14/2017 11:20'00"	"42869.4722222222"	"  25.1000"	"  26.5000"	""	""	""	""	""	""	
"05/14/2017 11:30'00"	"42869.4791666667"	"  27.5000"	"  26.8000"	""	""	""	""	""	""	
"05/14/2017 11:40'00"	"42869.4861111111"	"  25.1000"	"  27.0000"	""	""	""	""	""	""	
"05/14/2017 11:50'00"	"42869.4930555556"	"  25.8000"	"  27.2000"	""	""	""	""	""	""	
"05/14/2017 12:00'00"	"42869.5000000000"	"  27.1000"	"  27.3000"	""	""	""	""	""	""	
"05/14/2017 12:10'00"	"42869.5069444444"	"  29.4000"	"  27.4000"	""	""	""	""	""	""	
"05/14/2017 12:20'00"	"42869.5138888889"	"  27.5000"	"  27.7000"	""	""	""	""	""	""	
"05/14/2017 12:30'00"	"42869.5208333333"	"  27.7000"	"  28.0000"	""	""	""	""	""	""	
"05/14/2017 12:40'00"	"42869.5277777778"	"  26.0000"	"  28.2000"	""	""	""	""	""	""	
"05/14/2017 12:50'00"	"42869.5347222222"	"  27.4000"	"  28.2000"	""	""	""	""	""	""	
"05/14/2017 13:00'00"	"42869.5416666667"	"  27.6000"	"  28.2000"	""	""	""	""	""	""	
"05/14/2017 13:10'00"	"42869.5486111111"	"  27.8000"	"  28.3000"	""	""	""	""	""	""	
"05/14/2017 13:20'00"	"42869.5555555556"	"  29.4000"	"  28.4000"	""	""	""	""	""	""	
"05/14/2017 13:30'00"	"42869.5625000000"	"  31.4000"	"  28.6000"	""	""	""	""	""	""	
"05/14/2017 13:40'00"	"42869.5694444444"	"  29.6000"	"  28.6000"	""	""	""	""	""	""	
"05/14/2017 13:50'00"	"42869.5763888889"	"  27.4000"	"  28.6000"	""	""	""	""	""	""	
"05/14/2017 14:00'00"	"42869.5833333333"	"  30.5000"	"  28.5000"	""	""	""	""	""	""	
"05/14/2017 14:10'00"	"42869.5902777778"	"  27.7000"	"  28.5000"	""	""	""	""	""	""	
"05/14/2017 14:20'00"	"42869.5972222222"	"  27.6000"	"  28.4000"	""	""	""	""	""	""	
"05/14/2017 14:30'00"	"42869.6041666667"	"  27.5000"	"  28.3000"	""	""	""	""	""	""	
"05/14/2017 14:40'00"	"42869.6111111111"	"  27.3000"	"  28.1000"	""	""	""	""	""	""	
"05/14/2017 14:50'00"	"42869.6180555556"	"  26.6000"	"  28.0000"	""	""	""	""	""	""	
"05/14/2017 15:00'00"	"42869.6250000000"	"  26.4000"	"  27.8000"	""	""	""	""	""	""	
"05/14/2017 15:10'00"	"42869.6319444444"	"  25.6000"	"  27.8000"	""	""	""	""	""	""	
"05/14/2017 15:20'00"	"42869.6388888889"	"  26.5000"	"  27.9000"	""	""	""	""	""	""	
"05/14/2017 15:30'00"	"42869.6458333333"	"  27.1000"	"  27.9000"	""	""	""	""	""	""	
"05/14/2017 15:40'00"	"42869.6527777778"	"  27.0000"	"  28.0000"	""	""	""	""	""	""	
"05/14/2017 15:50'00"	"42869.6597222222"	"  25.9000"	"  28.1000"	""	""	""	""	""	""	
"05/14/2017 16:00'00"	"42869.6666666667"	"  26.9000"	"  28.1000"	""	""	""	""	""	""	
"05/14/2017 16:10'00"	"42869.6736111111"	"  26.6000"	"  28.0000"	""	""	""	""	""	""	
"05/14/2017 16:20'00"	"42869.6805555556"	"  25.3000"	"  27.9000"	""	""	""	""	""	""	
"05/14/2017 16:30'00"	"42869.6875000000"	"  24.8000"	"  27.7000"	""	""	""	""	""	""	
"05/14/2017 16:40'00"	"42869.6944444444"	"  25.2000"	"  27.5000"	""	""	""	""	""	""	
"05/14/2017 16:50'00"	"42869.7013888889"	"  24.0000"	"  27.3000"	""	""	""	""	""	""	
"05/14/2017 17:00'00"	"42869.7083333333"	"  23.8000"	"  27.1000"	""	""	""	""	""	""	
"05/14/2017 17:10'00"	"42869.7152777778"	"  23.4000"	"  26.7000"	""	""	""	""	""	""	
"05/14/2017 17:20'00"	"42869.7222222222"	"  22.7000"	"  26.4000"	""	""	""	""	""	""	
"05/14/2017 17:30'00"	"42869.7291666667"	"  21.7000"	"  26.1000"	""	""	""	""	""	""	
"05/14/2017 17:40'00"	"42869.7361111111"	"  22.1000"	"  25.8000"	""	""	""	""	""	""	
"05/14/2017 17:50'00"	"42869.7430555556"	"  21.2000"	"  25.5000"	""	""	""	""	""	""	
"05/14/2017 18:00'00"	"42869.7500000000"	"  21.1000"	"  25.3000"	""	""	""	""	""	""	
"05/14/2017 18:10'00"	"42869.7569444444"	"  20.4000"	"  24.9000"	""	""	""	""	""	""	
"05/14/2017 18:20'00"	"42869.7638888889"	"  20.1000"	"  24.6000"	""	""	""	""	""	""	
"05/14/2017 18:30'00"	"42869.7708333333"	"  19.9000"	"  24.3000"	""	""	""	""	""	""	
"05/14/2017 18:40'00"	"42869.7777777778"	"  19.9000"	"  24.1000"	""	""	""	""	""	""	
"05/14/2017 18:50'00"	"42869.7847222222"	"  19.9000"	"  23.9000"	""	""	""	""	""	""	
"05/14/2017 19:00'00"	"42869.7916666667"	"  19.6000"	"  23.6000"	""	""	""	""	""	""	
"05/14/2017 19:10'00"	"42869.7986111111"	"  19.5000"	"  23.4000"	""	""	""	""	""	""	
"05/14/2017 19:20'00"	"42869.8055555556"	"  19.6000"	"  23.2000"	""	""	""	""	""	""	
"05/14/2017 19:30'00"	"42869.8125000000"	"  19.7000"	"  23.0000"	""	""	""	""	""	""	
"05/14/2017 19:40'00"	"42869.8194444444"	"  19.7000"	"  22.9000"	""	""	""	""	""	""	
"05/14/2017 19:50'00"	"42869.8263888889"	"  19.7000"	"  22.7000"	""	""	""	""	""	""	
"05/14/2017 20:00'00"	"42869.8333333333"	"  19.7000"	"  22.6000"	""	""	""	""	""	""	
"05/14/2017 20:10'00"	"42869.8402777778"	"  19.7000"	"  22.5000"	""	""	""	""	""	""	
"05/14/2017 20:20'00"	"42869.8472222222"	"  19.6000"	"  22.3000"	""	""	""	""	""	""	
"05/14/2017 20:30'00"	"42869.8541666667"	"  19.6000"	"  22.2000"	""	""	""	""	""	""	
"05/14/2017 20:40'00"	"42869.8611111111"	"  19.5000"	"  22.2000"	""	""	""	""	""	""	
"05/14/2017 20:50'00"	"42869.8680555556"	"  19.5000"	"  22.1000"	""	""	""	""	""	""	
"05/14/2017 21:00'00"	"42869.8750000000"	"  19.5000"	"  22.0000"	""	""	""	""	""	""	
"05/14/2017 21:10'00"	"42869.8819444444"	"  19.4000"	"  21.9000"	""	""	""	""	""	""	
"05/14/2017 21:20'00"	"42869.8888888889"	"  19.4000"	"  21.8000"	""	""	""	""	""	""	
"05/14/2017 21:30'00"	"42869.8958333333"	"  19.3000"	"  21.7000"	""	""	""	""	""	""	
"05/14/2017 21:40'00"	"42869.9027777778"	"  19.4000"	"  21.6000"	""	""	""	""	""	""	
"05/14/2017 21:50'00"	"42869.9097222222"	"  19.4000"	"  21.5000"	""	""	""	""	""	""	
"05/14/2017 22:00'00"	"42869.9166666667"	"  19.3000"	"  21.5000"	""	""	""	""	""	""	
"05/14/2017 22:10'00"	"42869.9236111111"	"  19.3000"	"  21.4000"	""	""	""	""	""	""	
"05/14/2017 22:20'00"	"42869.9305555556"	"  19.2000"	"  21.4000"	""	""	""	""	""	""	
"05/14/2017 22:30'00"	"42869.9375000000"	"  19.1000"	"  21.3000"	""	""	""	""	""	""	
"05/14/2017 22:40'00"	"42869.9444444444"	"  19.1000"	"  21.2000"	""	""	""	""	""	""	
"05/14/2017 22:50'00"	"42869.9513888889"	"  19.0000"	"  21.2000"	""	""	""	""	""	""	
"05/14/2017 23:00'00"	"42869.9583333333"	"  18.6000"	"  21.1000"	""	""	""	""	""	""	
"05/14/2017 23:10'00"	"42869.9652777778"	"  18.7000"	"  21.0000"	""	""	""	""	""	""	
"05/14/2017 23:20'00"	"42869.9722222222"	"  19.0000"	"  20.9000"	""	""	""	""	""	""	
"05/14/2017 23:30'00"	"42869.9791666667"	"  19.2000"	"  20.9000"	""	""	""	""	""	""	
"05/14/2017 23:40'00"	"42869.9861111111"	"  19.0000"	"  20.9000"	""	""	""	""	""	""	
"05/14/2017 23:50'00"	"42869.9930555556"	"  19.0000"	"  20.8000"	""	""	""	""	""	""	
"05/15/2017 00:00'00"	"42870.0000000000"	"  19.0000"	"  20.8000"	""	""	""	""	""	""	
"05/15/2017 00:10'00"	"42870.0069444444"	"  18.9000"	"  20.7000"	""	""	""	""	""	""	
"05/15/2017 00:20'00"	"42870.0138888889"	"  19.0000"	"  20.7000"	""	""	""	""	""	""	
"05/15/2017 00:30'00"	"42870.0208333333"	"  18.9000"	"  20.6000"	""	""	""	""	""	""	
"05/15/2017 00:40'00"	"42870.0277777778"	"  18.9000"	"  20.5000"	""	""	""	""	""	""	
"05/15/2017 00:50'00"	"42870.0347222222"	"  18.8000"	"  20.5000"	""	""	""	""	""	""	
"05/15/2017 01:00'00"	"42870.0416666667"	"  18.8000"	"  20.5000"	""	""	""	""	""	""	
"05/15/2017 01:10'00"	"42870.0486111111"	"  18.8000"	"  20.4000"	""	""	""	""	""	""	
"05/15/2017 01:20'00"	"42870.0555555556"	"  18.7000"	"  20.4000"	""	""	""	""	""	""	
"05/15/2017 01:30'00"	"42870.0625000000"	"  18.6000"	"  20.4000"	""	""	""	""	""	""	
"05/15/2017 01:40'00"	"42870.0694444444"	"  18.4000"	"  20.4000"	""	""	""	""	""	""	
"05/15/2017 01:50'00"	"42870.0763888889"	"  18.4000"	"  20.3000"	""	""	""	""	""	""	
"05/15/2017 02:00'00"	"42870.0833333333"	"  18.3000"	"  20.3000"	""	""	""	""	""	""	
"05/15/2017 02:10'00"	"42870.0902777778"	"  18.0000"	"  20.2000"	""	""	""	""	""	""	
"05/15/2017 02:20'00"	"42870.0972222222"	"  18.1000"	"  20.2000"	""	""	""	""	""	""	
"05/15/2017 02:30'00"	"42870.1041666667"	"  18.2000"	"  20.1000"	""	""	""	""	""	""	
"05/15/2017 02:40'00"	"42870.1111111111"	"  18.3000"	"  20.1000"	""	""	""	""	""	""	
"05/15/2017 02:50'00"	"42870.1180555556"	"  18.2000"	"  20.1000"	""	""	""	""	""	""	
"05/15/2017 03:00'00"	"42870.1250000000"	"  18.2000"	"  20.0000"	""	""	""	""	""	""	
"05/15/2017 03:10'00"	"42870.1319444444"	"  18.1000"	"  19.9000"	""	""	""	""	""	""	
"05/15/2017 03:20'00"	"42870.1388888889"	"  18.1000"	"  19.9000"	""	""	""	""	""	""	
"05/15/2017 03:30'00"	"42870.1458333333"	"  18.1000"	"  19.9000"	""	""	""	""	""	""	
"05/15/2017 03:40'00"	"42870.1527777778"	"  18.1000"	"  19.8000"	""	""	""	""	""	""	
"05/15/2017 03:50'00"	"42870.1597222222"	"  18.1000"	"  19.8000"	""	""	""	""	""	""	
"05/15/2017 04:00'00"	"42870.1666666667"	"  18.1000"	"  19.8000"	""	""	""	""	""	""	
"05/15/2017 04:10'00"	"42870.1736111111"	"  18.1000"	"  19.8000"	""	""	""	""	""	""	
"05/15/2017 04:20'00"	"42870.1805555556"	"  18.0000"	"  19.7000"	""	""	""	""	""	""	
"05/15/2017 04:30'00"	"42870.1875000000"	"  18.1000"	"  19.7000"	""	""	""	""	""	""	
"05/15/2017 04:40'00"	"42870.1944444444"	"  18.0000"	"  19.7000"	""	""	""	""	""	""	
"05/15/2017 04:50'00"	"42870.2013888889"	"  18.0000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 05:00'00"	"42870.2083333333"	"  18.1000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 05:10'00"	"42870.2152777778"	"  18.2000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 05:20'00"	"42870.2222222222"	"  18.3000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 05:30'00"	"42870.2291666667"	"  18.4000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 05:40'00"	"42870.2361111111"	"  18.6000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 05:50'00"	"42870.2430555556"	"  18.6000"	"  19.6000"	""	""	""	""	""	""	
"05/15/2017 06:00'00"	"42870.2500000000"	"  18.9000"	"  19.7000"	""	""	""	""	""	""	
"05/15/2017 06:10'00"	"42870.2569444444"	"  19.0000"	"  19.7000"	""	""	""	""	""	""	
"05/15/2017 06:20'00"	"42870.2638888889"	"  19.0000"	"  19.8000"	""	""	""	""	""	""	
"05/15/2017 06:30'00"	"42870.2708333333"	"  19.0000"	"  19.8000"	""	""	""	""	""	""	
"05/15/2017 06:40'00"	"42870.2777777778"	"  19.5000"	"  19.9000"	""	""	""	""	""	""	
"05/15/2017 06:50'00"	"42870.2847222222"	"  19.6000"	"  19.9000"	""	""	""	""	""	""	
"05/15/2017 07:00'00"	"42870.2916666667"	"  20.0000"	"  20.0000"	""	""	""	""	""	""	
"05/15/2017 07:10'00"	"42870.2986111111"	"  20.2000"	"  20.1000"	""	""	""	""	""	""	
"05/15/2017 07:20'00"	"42870.3055555556"	"  20.2000"	"  20.2000"	""	""	""	""	""	""	
"05/15/2017 07:30'00"	"42870.3125000000"	"  19.9000"	"  20.3000"	""	""	""	""	""	""	
"05/15/2017 07:40'00"	"42870.3194444444"	"  20.3000"	"  20.4000"	""	""	""	""	""	""	
"05/15/2017 07:50'00"	"42870.3263888889"	"  20.1000"	"  20.5000"	""	""	""	""	""	""	
"05/15/2017 08:00'00"	"42870.3333333333"	"  22.9000"	"  20.6000"	""	""	""	""	""	""	
"05/15/2017 08:10'00"	"42870.3402777778"	"  21.8000"	"  20.9000"	""	""	""	""	""	""	
"05/15/2017 08:20'00"	"42870.3472222222"	"  22.6000"	"  21.0000"	""	""	""	""	""	""	
"05/15/2017 08:30'00"	"42870.3541666667"	"  25.8000"	"  21.3000"	""	""	""	""	""	""	
"05/15/2017 08:40'00"	"42870.3611111111"	"  24.1000"	"  21.7000"	""	""	""	""	""	""	
"05/15/2017 08:50'00"	"42870.3680555556"	"  22.2000"	"  22.1000"	""	""	""	""	""	""	
"05/15/2017 09:00'00"	"42870.3750000000"	"  22.7000"	"  22.3000"	""	""	""	""	""	""	
"05/15/2017 09:10'00"	"42870.3819444444"	"  21.8000"	"  22.5000"	""	""	""	""	""	""	
"05/15/2017 09:20'00"	"42870.3888888889"	"  22.0000"	"  22.7000"	""	""	""	""	""	""	
"05/15/2017 09:30'00"	"42870.3958333333"	"  21.7000"	"  22.8000"	""	""	""	""	""	""	
"05/15/2017 09:40'00"	"42870.4027777778"	"  20.7000"	"  22.8000"	""	""	""	""	""	""	
"05/15/2017 09:50'00"	"42870.4097222222"	"  20.4000"	"  22.8000"	""	""	""	""	""	""	
"05/15/2017 10:00'00"	"42870.4166666667"	"  19.7000"	"  22.5000"	""	""	""	""	""	""	
"05/15/2017 10:10'00"	"42870.4236111111"	"  19.9000"	"  22.4000"	""	""	""	""	""	""	
"05/15/2017 10:20'00"	"42870.4305555556"	"  20.0000"	"  22.3000"	""	""	""	""	""	""	
"05/15/2017 10:30'00"	"42870.4375000000"	"  22.3000"	"  22.3000"	""	""	""	""	""	""	
"05/15/2017 10:40'00"	"42870.4444444444"	"  23.8000"	"  22.3000"	""	""	""	""	""	""	
"05/15/2017 10:50'00"	"42870.4513888889"	"  23.9000"	"  22.5000"	""	""	""	""	""	""	
"05/15/2017 11:00'00"	"42870.4583333333"	"  24.3000"	"  22.8000"	""	""	""	""	""	""	
"05/15/2017 11:10'00"	"42870.4652777778"	"  28.6000"	"  23.0000"	""	""	""	""	""	""	
"05/15/2017 11:20'00"	"42870.4722222222"	"  28.1000"	"  23.4000"	""	""	""	""	""	""	
"05/15/2017 11:30'00"	"42870.4791666667"	"  23.9000"	"  23.9000"	""	""	""	""	""	""	
"05/15/2017 11:40'00"	"42870.4861111111"	"  23.2000"	"  24.2000"	""	""	""	""	""	""	
"05/15/2017 11:50'00"	"42870.4930555556"	"  22.6000"	"  24.4000"	""	""	""	""	""	""	
"05/15/2017 12:00'00"	"42870.5000000000"	"  22.2000"	"  24.4000"	""	""	""	""	""	""	
