< Measurement Data Text Output >									
									
Date/Time	@date()	T60		ch.3	ch.4	ch.5	ch.6	ch.7	ch.8
		°C	°C						
09/24/2019 16:20'00	43732.68056	24.5	24						
09/24/2019 16:40'00	43732.69444	24.4	24						
09/24/2019 17:00'00	43732.70833	24.3	24						
09/24/2019 17:20'00	43732.72222	24.1	24						
09/24/2019 17:40'00	43732.73611	24	24						
09/24/2019 18:00'00	43732.75	23.8	24						
09/24/2019 18:20'00	43732.76389	23.5	23.9						
09/24/2019 18:40'00	43732.77778	23.3	23.9						
09/24/2019 19:00'00	43732.79167	23.1	23.8						
09/24/2019 19:20'00	43732.80556	23.1	23.8						
09/24/2019 19:40'00	43732.81944	22.9	23.7						
09/24/2019 20:00'00	43732.83333	22.6	23.7						
09/24/2019 20:20'00	43732.84722	22.4	23.6						
09/24/2019 20:40'00	43732.86111	22.1	23.5						
09/24/2019 21:00'00	43732.875	22	23.5						
09/24/2019 21:20'00	43732.88889	21.8	23.3						
09/24/2019 21:40'00	43732.90278	22	23.3						
09/24/2019 22:00'00	43732.91667	22.1	23.3						
09/24/2019 22:20'00	43732.93056	22	23.3						
09/24/2019 22:40'00	43732.94444	21.8	23.2						
09/24/2019 23:00'00	43732.95833	21.5	23.1						
09/24/2019 23:20'00	43732.97222	21.6	23.1						
09/24/2019 23:40'00	43732.98611	21.4	23						
09/25/2019 00:00'00	43733	21.2	23						
09/25/2019 00:20'00	43733.01389	21	22.9						
09/25/2019 00:40'00	43733.02778	21	22.8						
09/25/2019 01:00'00	43733.04167	21.2	22.8						
09/25/2019 01:20'00	43733.05556	20.9	22.8						
09/25/2019 01:40'00	43733.06944	20.9	22.7						
09/25/2019 02:00'00	43733.08333	20.7	22.7						
09/25/2019 02:20'00	43733.09722	20.4	22.7						
09/25/2019 02:40'00	43733.11111	20.4	22.6						
09/25/2019 03:00'00	43733.125	20.5	22.5						
09/25/2019 03:20'00	43733.13889	20.5	22.5						
09/25/2019 03:40'00	43733.15278	20.5	22.5						
09/25/2019 04:00'00	43733.16667	20.4	22.4						
09/25/2019 04:20'00	43733.18056	21	22.3						
09/25/2019 04:40'00	43733.19444	20.9	22.3						
09/25/2019 05:00'00	43733.20833	20.4	22.3						
09/25/2019 05:20'00	43733.22222	19.6	22.3						
09/25/2019 05:40'00	43733.23611	19.2	22.2						
09/25/2019 06:00'00	43733.25	19.4	22.1						
09/25/2019 06:20'00	43733.26389	19.9	22.1						
09/25/2019 06:40'00	43733.27778	20.2	22						
09/25/2019 07:00'00	43733.29167	21.4	22.1						
09/25/2019 07:20'00	43733.30556	22.1	22.1						
09/25/2019 07:40'00	43733.31944	22.7	22.2						
09/25/2019 08:00'00	43733.33333	23.8	22.3						
09/25/2019 08:20'00	43733.34722	24.3	22.4						
09/25/2019 08:40'00	43733.36111	25.1	22.6						
09/25/2019 09:00'00	43733.375	25.5	22.7						
09/25/2019 09:20'00	43733.38889	25.8	22.9						
09/25/2019 09:40'00	43733.40278	25.9	23.1						
09/25/2019 10:00'00	43733.41667	26.1	23.2						
09/25/2019 10:20'00	43733.43056	26.4	23.3						
09/25/2019 10:40'00	43733.44444	26.8	23.4						
09/25/2019 11:00'00	43733.45833	27.2	23.5						
09/25/2019 11:20'00	43733.47222	27.3	23.6						
09/25/2019 11:40'00	43733.48611	30.1	23.9						
09/25/2019 12:00'00	43733.5	30	24.1						
09/25/2019 12:20'00	43733.51389	30.6	24.3						
09/25/2019 12:40'00	43733.52778	29.4	24.4						
09/25/2019 13:00'00	43733.54167	30.3	24.5						
09/25/2019 13:20'00	43733.55556	30.1	24.6						
09/25/2019 13:40'00	43733.56944	28.1	24.7						
09/25/2019 14:00'00	43733.58333	26.2	24.6						
09/25/2019 14:20'00	43733.59722	28.7	24.6						
09/25/2019 14:40'00	43733.61111	29.5	24.8						
09/25/2019 15:00'00	43733.625	29.6	24.9						
09/25/2019 15:20'00	43733.63889	29.6	25						
09/25/2019 15:40'00	43733.65278	29.1	25.1						
09/25/2019 16:00'00	43733.66667	28.5	25.1						
09/25/2019 16:20'00	43733.68056	28.5	25.1						
09/25/2019 16:40'00	43733.69444	27.2	25.1						
09/25/2019 17:00'00	43733.70833	26.8	25.1						
09/25/2019 17:20'00	43733.72222	26.6	25						
09/25/2019 17:40'00	43733.73611	25.5	24.9						
09/25/2019 18:00'00	43733.75	24.6	24.8						
09/25/2019 18:20'00	43733.76389	24	24.7						
09/25/2019 18:40'00	43733.77778	23.4	24.6						
09/25/2019 19:00'00	43733.79167	23.2	24.5						
09/25/2019 19:20'00	43733.80556	23.1	24.4						
09/25/2019 19:40'00	43733.81944	22.9	24.3						
09/25/2019 20:00'00	43733.83333	22.7	24.2						
09/25/2019 20:20'00	43733.84722	22.7	24.2						
09/25/2019 20:40'00	43733.86111	22.5	24.1						
09/25/2019 21:00'00	43733.875	22.5	24						
09/25/2019 21:20'00	43733.88889	22.4	23.9						
09/25/2019 21:40'00	43733.90278	22.1	23.9						
09/25/2019 22:00'00	43733.91667	21.9	23.8						
09/25/2019 22:20'00	43733.93056	21.9	23.8						
09/25/2019 22:40'00	43733.94444	22	23.7						
09/25/2019 23:00'00	43733.95833	21.6	23.6						
09/25/2019 23:20'00	43733.97222	21.7	23.6						
09/25/2019 23:40'00	43733.98611	21.9	23.5						
09/26/2019 00:00'00	43734	21.8	23.5						
09/26/2019 00:20'00	43734.01389	21.6	23.4						
09/26/2019 00:40'00	43734.02778	21.7	23.3						
09/26/2019 01:00'00	43734.04167	21.7	23.3						
09/26/2019 01:20'00	43734.05556	21.4	23.3						
09/26/2019 01:40'00	43734.06944	21.2	23.2						
09/26/2019 02:00'00	43734.08333	21.2	23.1						
09/26/2019 02:20'00	43734.09722	21.2	23.1						
09/26/2019 02:40'00	43734.11111	21	23.1						
09/26/2019 03:00'00	43734.125	21.1	23						
09/26/2019 03:20'00	43734.13889	21.1	22.9						
09/26/2019 03:40'00	43734.15278	21	22.9						
09/26/2019 04:00'00	43734.16667	20.9	22.8						
09/26/2019 04:20'00	43734.18056	20.7	22.8						
09/26/2019 04:40'00	43734.19444	20.4	22.7						
09/26/2019 05:00'00	43734.20833	20.2	22.6						
09/26/2019 05:20'00	43734.22222	20.1	22.5						
09/26/2019 05:40'00	43734.23611	20.1	22.4						
09/26/2019 06:00'00	43734.25	20.2	22.3						
09/26/2019 06:20'00	43734.26389	20.3	22.3						
09/26/2019 06:40'00	43734.27778	20.6	22.3						
09/26/2019 07:00'00	43734.29167	21.6	22.3						
09/26/2019 07:20'00	43734.30556	21.4	22.3						
09/26/2019 07:40'00	43734.31944	23.1	22.3						
09/26/2019 08:00'00	43734.33333	24.3	22.5						
09/26/2019 08:20'00	43734.34722	25.2	22.7						
09/26/2019 08:40'00	43734.36111	26.3	22.9						
09/26/2019 09:00'00	43734.375	27.2	23.2						
09/26/2019 09:20'00	43734.38889	28	23.5						
09/26/2019 09:40'00	43734.40278	28.8	23.7						
09/26/2019 10:00'00	43734.41667	29.5	23.9						
09/26/2019 10:20'00	43734.43056	29.8	24.2						
09/26/2019 10:40'00	43734.44444	28.7	24.4						
09/26/2019 11:00'00	43734.45833	28.5	24.5						
09/26/2019 11:20'00	43734.47222	28.6	24.6						
09/26/2019 11:40'00	43734.48611	28.8	24.7						
09/26/2019 12:00'00	43734.5	27.8	24.7						
09/26/2019 12:20'00	43734.51389	30.3	24.9						
09/26/2019 12:40'00	43734.52778	28.4	25						
09/26/2019 13:00'00	43734.54167	30.1	25.1						
09/26/2019 13:20'00	43734.55556	31.3	25.2						
09/26/2019 13:40'00	43734.56944	30.8	25.4						
09/26/2019 14:00'00	43734.58333	28.6	25.4						
09/26/2019 14:20'00	43734.59722	29.7	25.5						
09/26/2019 14:40'00	43734.61111	29.3	25.5						
09/26/2019 15:00'00	43734.625	27.9	25.6						
09/26/2019 15:20'00	43734.63889	27.8	25.5						
09/26/2019 15:40'00	43734.65278	26.2	25.4						
09/26/2019 16:00'00	43734.66667	26.6	25.3						
09/26/2019 16:20'00	43734.68056	26.3	25.2						
09/26/2019 16:40'00	43734.69444	25.8	25.1						
09/26/2019 17:00'00	43734.70833	25.6	25.1						
09/26/2019 17:20'00	43734.72222	25.2	25						
09/26/2019 17:40'00	43734.73611	24.9	24.9						
09/26/2019 18:00'00	43734.75	24.2	24.8						
09/26/2019 18:20'00	43734.76389	23.9	24.8						
09/26/2019 18:40'00	43734.77778	23.7	24.6						
09/26/2019 19:00'00	43734.79167	23.6	24.6						
09/26/2019 19:20'00	43734.80556	23.5	24.5						
09/26/2019 19:40'00	43734.81944	23.5	24.4						
09/26/2019 20:00'00	43734.83333	23.4	24.4						
09/26/2019 20:20'00	43734.84722	23.3	24.3						
09/26/2019 20:40'00	43734.86111	23.1	24.3						
09/26/2019 21:00'00	43734.875	23	24.2						
09/26/2019 21:20'00	43734.88889	23.1	24.1						
09/26/2019 21:40'00	43734.90278	22.8	24.1						
09/26/2019 22:00'00	43734.91667	22.8	24						
09/26/2019 22:20'00	43734.93056	22.9	24						
09/26/2019 22:40'00	43734.94444	22.6	23.9						
09/26/2019 23:00'00	43734.95833	22.5	23.9						
09/26/2019 23:20'00	43734.97222	22.5	23.9						
09/26/2019 23:40'00	43734.98611	22.4	23.8						
09/27/2019 00:00'00	43735	22.5	23.7						
09/27/2019 00:20'00	43735.01389	22.3	23.7						
09/27/2019 00:40'00	43735.02778	22	23.7						
09/27/2019 01:00'00	43735.04167	22.3	23.7						
09/27/2019 01:20'00	43735.05556	22.3	23.6						
09/27/2019 01:40'00	43735.06944	22.1	23.5						
09/27/2019 02:00'00	43735.08333	22.1	23.5						
09/27/2019 02:20'00	43735.09722	22.2	23.5						
09/27/2019 02:40'00	43735.11111	22.1	23.5						
09/27/2019 03:00'00	43735.125	22.1	23.4						
09/27/2019 03:20'00	43735.13889	22.1	23.4						
09/27/2019 03:40'00	43735.15278	22.1	23.4						
09/27/2019 04:00'00	43735.16667	22	23.3						
09/27/2019 04:20'00	43735.18056	21.7	23.3						
09/27/2019 04:40'00	43735.19444	21.7	23.2						
09/27/2019 05:00'00	43735.20833	21.4	23.2						
09/27/2019 05:20'00	43735.22222	21.4	23.2						
09/27/2019 05:40'00	43735.23611	21.4	23.1						
09/27/2019 06:00'00	43735.25	21.2	23.1						
09/27/2019 06:20'00	43735.26389	21.6	23.1						
09/27/2019 06:40'00	43735.27778	22.3	23.1						
09/27/2019 07:00'00	43735.29167	23.1	23						
09/27/2019 07:20'00	43735.30556	23.3	23.1						
09/27/2019 07:40'00	43735.31944	23.8	23.2						
09/27/2019 08:00'00	43735.33333	24.5	23.3						
09/27/2019 08:20'00	43735.34722	26.7	23.5						
09/27/2019 08:40'00	43735.36111	26.7	23.6						
09/27/2019 09:00'00	43735.375	27.7	23.8						
09/27/2019 09:20'00	43735.38889	29	24						
09/27/2019 09:40'00	43735.40278	28.5	24.3						
09/27/2019 10:00'00	43735.41667	28.8	24.5						
09/27/2019 10:20'00	43735.43056	28	24.6						
09/27/2019 10:40'00	43735.44444	29.6	24.7						
09/27/2019 11:00'00	43735.45833	30.4	24.9						
09/27/2019 11:20'00	43735.47222	31.4	25.2						
09/27/2019 11:40'00	43735.48611	29	25.3						
09/27/2019 12:00'00	43735.5	27	25.2						
09/27/2019 12:20'00	43735.51389	27.4	25.2						
09/27/2019 12:40'00	43735.52778	27.2	25.1						
09/27/2019 13:00'00	43735.54167	27.6	25.1						
09/27/2019 13:20'00	43735.55556	26.4	25.1						
09/27/2019 13:40'00	43735.56944	26.8	25						
09/27/2019 14:00'00	43735.58333	27.3	25						
09/27/2019 14:20'00	43735.59722	27	25						
09/27/2019 14:40'00	43735.61111	27	25						
09/27/2019 15:00'00	43735.625	26.8	25						
09/27/2019 15:20'00	43735.63889	27.3	25.1						
09/27/2019 15:40'00	43735.65278	27.5	25.1						
09/27/2019 16:00'00	43735.66667	26.5	25.1						
09/27/2019 16:20'00	43735.68056	26	25						
09/27/2019 16:40'00	43735.69444	25.6	25						
09/27/2019 17:00'00	43735.70833	25.3	24.9						
09/27/2019 17:20'00	43735.72222	25.1	24.8						
09/27/2019 17:40'00	43735.73611	24.6	24.7						
09/27/2019 18:00'00	43735.75	24.4	24.6						
09/27/2019 18:20'00	43735.76389	24.1	24.5						
09/27/2019 18:40'00	43735.77778	23.9	24.5						
09/27/2019 19:00'00	43735.79167	23.7	24.4						
09/27/2019 19:20'00	43735.80556	23.7	24.3						
09/27/2019 19:40'00	43735.81944	23.6	24.3						
09/27/2019 20:00'00	43735.83333	23.4	24.3						
09/27/2019 20:20'00	43735.84722	23.4	24.2						
09/27/2019 20:40'00	43735.86111	23.6	24.2						
09/27/2019 21:00'00	43735.875	23.7	24.1						
09/27/2019 21:20'00	43735.88889	23.6	24						
09/27/2019 21:40'00	43735.90278	23.5	24						
09/27/2019 22:00'00	43735.91667	23.6	24						
09/27/2019 22:20'00	43735.93056	23.4	24						
09/27/2019 22:40'00	43735.94444	23.2	24						
09/27/2019 23:00'00	43735.95833	23.1	24						
09/27/2019 23:20'00	43735.97222	23	23.9						
09/27/2019 23:40'00	43735.98611	22.7	23.9						
09/28/2019 00:00'00	43736	22.4	23.9						
09/28/2019 00:20'00	43736.01389	22.3	23.7						
09/28/2019 00:40'00	43736.02778	22.3	23.7						
09/28/2019 01:00'00	43736.04167	22.4	23.7						
09/28/2019 01:20'00	43736.05556	22.2	23.6						
09/28/2019 01:40'00	43736.06944	21.8	23.6						
09/28/2019 02:00'00	43736.08333	21.6	23.5						
09/28/2019 02:20'00	43736.09722	21.4	23.5						
09/28/2019 02:40'00	43736.11111	21.6	23.4						
09/28/2019 03:00'00	43736.125	21.7	23.4						
09/28/2019 03:20'00	43736.13889	21.7	23.3						
09/28/2019 03:40'00	43736.15278	21.4	23.3						
09/28/2019 04:00'00	43736.16667	21.4	23.2						
09/28/2019 04:20'00	43736.18056	21.3	23.1						
09/28/2019 04:40'00	43736.19444	21.5	23.1						
09/28/2019 05:00'00	43736.20833	21.7	23.2						
09/28/2019 05:20'00	43736.22222	21.7	23.1						
09/28/2019 05:40'00	43736.23611	21.7	23.1						
09/28/2019 06:00'00	43736.25	21.8	23.1						
09/28/2019 06:20'00	43736.26389	21.9	23.1						
09/28/2019 06:40'00	43736.27778	22.3	23.2						
09/28/2019 07:00'00	43736.29167	22.5	23.2						
09/28/2019 07:20'00	43736.30556	22.7	23.2						
09/28/2019 07:40'00	43736.31944	22.8	23.2						
09/28/2019 08:00'00	43736.33333	23.3	23.3						
09/28/2019 08:20'00	43736.34722	23.7	23.3						
09/28/2019 08:40'00	43736.36111	24.3	23.3						
09/28/2019 09:00'00	43736.375	24.8	23.5						
09/28/2019 09:20'00	43736.38889	25.3	23.6						
09/28/2019 09:40'00	43736.40278	25.8	23.7						
09/28/2019 10:00'00	43736.41667	26.4	23.8						
09/28/2019 10:20'00	43736.43056	26.6	24						
09/28/2019 10:40'00	43736.44444	26.5	24.2						
09/28/2019 11:00'00	43736.45833	27.7	24.3						
09/28/2019 11:20'00	43736.47222	28.4	24.5						
09/28/2019 11:40'00	43736.48611	28.7	24.6						
09/28/2019 12:00'00	43736.5	27.7	24.8						
09/28/2019 12:20'00	43736.51389	27.2	24.8						
09/28/2019 12:40'00	43736.52778	26.2	24.8						
09/28/2019 13:00'00	43736.54167	26.2	24.7						
09/28/2019 13:20'00	43736.55556	26.5	24.7						
09/28/2019 13:40'00	43736.56944	28.4	24.8						
09/28/2019 14:00'00	43736.58333	27	24.9						
09/28/2019 14:20'00	43736.59722	25.8	24.9						
09/28/2019 14:40'00	43736.61111	26.2	24.8						
09/28/2019 15:00'00	43736.625	27.1	24.8						
09/28/2019 15:20'00	43736.63889	26.4	24.8						
09/28/2019 15:40'00	43736.65278	26.3	24.8						
09/28/2019 16:00'00	43736.66667	25.8	24.8						
09/28/2019 16:20'00	43736.68056	25.6	24.7						
09/28/2019 16:40'00	43736.69444	25.8	24.7						
09/28/2019 17:00'00	43736.70833	25.1	24.6						
09/28/2019 17:20'00	43736.72222	24.6	24.6						
09/28/2019 17:40'00	43736.73611	24.2	24.5						
09/28/2019 18:00'00	43736.75	23.8	24.4						
09/28/2019 18:20'00	43736.76389	23.5	24.3						
09/28/2019 18:40'00	43736.77778	23.3	24.2						
09/28/2019 19:00'00	43736.79167	23.1	24.1						
09/28/2019 19:20'00	43736.80556	23	24						
09/28/2019 19:40'00	43736.81944	23	24						
09/28/2019 20:00'00	43736.83333	22.8	23.9						
09/28/2019 20:20'00	43736.84722	22.7	23.8						
09/28/2019 20:40'00	43736.86111	22.7	23.8						
09/28/2019 21:00'00	43736.875	22.8	23.7						
09/28/2019 21:20'00	43736.88889	22.7	23.7						
09/28/2019 21:40'00	43736.90278	22.8	23.7						
09/28/2019 22:00'00	43736.91667	22.6	23.6						
09/28/2019 22:20'00	43736.93056	22.4	23.6						
09/28/2019 22:40'00	43736.94444	22.4	23.6						
09/28/2019 23:00'00	43736.95833	22.6	23.5						
09/28/2019 23:20'00	43736.97222	22.7	23.4						
09/28/2019 23:40'00	43736.98611	22.7	23.5						
09/29/2019 00:00'00	43737	22.6	23.4						
09/29/2019 00:20'00	43737.01389	22.3	23.4						
09/29/2019 00:40'00	43737.02778	22.2	23.3						
09/29/2019 01:00'00	43737.04167	22	23.3						
09/29/2019 01:20'00	43737.05556	21.9	23.3						
09/29/2019 01:40'00	43737.06944	21.9	23.2						
09/29/2019 02:00'00	43737.08333	21.8	23.1						
09/29/2019 02:20'00	43737.09722	21.7	23						
09/29/2019 02:40'00	43737.11111	21.7	23						
09/29/2019 03:00'00	43737.125	21.8	23						
09/29/2019 03:20'00	43737.13889	21.4	23						
09/29/2019 03:40'00	43737.15278	21.3	22.9						
09/29/2019 04:00'00	43737.16667	21.3	22.9						
09/29/2019 04:20'00	43737.18056	21.2	22.8						
09/29/2019 04:40'00	43737.19444	21.2	22.8						
09/29/2019 05:00'00	43737.20833	21	22.7						
09/29/2019 05:20'00	43737.22222	21	22.7						
09/29/2019 05:40'00	43737.23611	21.2	22.7						
09/29/2019 06:00'00	43737.25	21.1	22.7						
09/29/2019 06:20'00	43737.26389	21.2	22.6						
09/29/2019 06:40'00	43737.27778	21.5	22.6						
09/29/2019 07:00'00	43737.29167	22	22.6						
09/29/2019 07:20'00	43737.30556	22.5	22.6						
09/29/2019 07:40'00	43737.31944	22.3	22.7						
09/29/2019 08:00'00	43737.33333	23.9	22.7						
09/29/2019 08:20'00	43737.34722	26.1	22.9						
09/29/2019 08:40'00	43737.36111	27.8	23.3						
09/29/2019 09:00'00	43737.375	26.5	23.4						
09/29/2019 09:20'00	43737.38889	28.2	23.7						
09/29/2019 09:40'00	43737.40278	29.6	23.9						
09/29/2019 10:00'00	43737.41667	29.2	24.2						
09/29/2019 10:20'00	43737.43056	30.5	24.4						
09/29/2019 10:40'00	43737.44444	28.4	24.5						
09/29/2019 11:00'00	43737.45833	27.7	24.6						
09/29/2019 11:20'00	43737.47222	28.1	24.6						
09/29/2019 11:40'00	43737.48611	27.7	24.6						
09/29/2019 12:00'00	43737.5	28.4	24.7						
09/29/2019 12:20'00	43737.51389	28.6	24.8						
09/29/2019 12:40'00	43737.52778	28	24.8						
09/29/2019 13:00'00	43737.54167	27.7	24.8						
09/29/2019 13:20'00	43737.55556	29.4	24.9						
09/29/2019 13:40'00	43737.56944	29.4	25.1						
09/29/2019 14:00'00	43737.58333	29.5	25.1						
09/29/2019 14:20'00	43737.59722	29.3	25.2						
09/29/2019 14:40'00	43737.61111	29.6	25.4						
09/29/2019 15:00'00	43737.625	28.4	25.4						
09/29/2019 15:20'00	43737.63889	29.1	25.4						
09/29/2019 15:40'00	43737.65278	28.3	25.4						
09/29/2019 16:00'00	43737.66667	27.6	25.3						
09/29/2019 16:20'00	43737.68056	27	25.2						
09/29/2019 16:40'00	43737.69444	26.7	25.2						
09/29/2019 17:00'00	43737.70833	26	25.2						
09/29/2019 17:20'00	43737.72222	25.5	25.1						
09/29/2019 17:40'00	43737.73611	25	25						
09/29/2019 18:00'00	43737.75	24.6	24.9						
09/29/2019 18:20'00	43737.76389	24.5	24.9						
09/29/2019 18:40'00	43737.77778	24.3	24.8						
09/29/2019 19:00'00	43737.79167	24.1	24.8						
09/29/2019 19:20'00	43737.80556	23.9	24.7						
09/29/2019 19:40'00	43737.81944	23.9	24.6						
09/29/2019 20:00'00	43737.83333	23.7	24.6						
09/29/2019 20:20'00	43737.84722	23.5	24.5						
09/29/2019 20:40'00	43737.86111	23.3	24.5						
09/29/2019 21:00'00	43737.875	23.5	24.4						
09/29/2019 21:20'00	43737.88889	23.3	24.4						
09/29/2019 21:40'00	43737.90278	23.3	24.4						
09/29/2019 22:00'00	43737.91667	23.2	24.3						
09/29/2019 22:20'00	43737.93056	23.1	24.2						
09/29/2019 22:40'00	43737.94444	23.2	24.3						
09/29/2019 23:00'00	43737.95833	23.2	24.2						
09/29/2019 23:20'00	43737.97222	23.1	24.2						
09/29/2019 23:40'00	43737.98611	23.1	24.2						
09/30/2019 00:00'00	43738	23	24.1						
09/30/2019 00:20'00	43738.01389	23	24.1						
09/30/2019 00:40'00	43738.02778	22.9	24.1						
09/30/2019 01:00'00	43738.04167	22.8	24						
09/30/2019 01:20'00	43738.05556	22.9	24						
09/30/2019 01:40'00	43738.06944	22.7	24						
09/30/2019 02:00'00	43738.08333	22.7	23.9						
09/30/2019 02:20'00	43738.09722	22.7	23.9						
09/30/2019 02:40'00	43738.11111	22.6	23.8						
09/30/2019 03:00'00	43738.125	22.5	23.8						
09/30/2019 03:20'00	43738.13889	22.2	23.8						
09/30/2019 03:40'00	43738.15278	22.2	23.7						
09/30/2019 04:00'00	43738.16667	22.2	23.7						
09/30/2019 04:20'00	43738.18056	21.9	23.6						
09/30/2019 04:40'00	43738.19444	22.2	23.6						
09/30/2019 05:00'00	43738.20833	22.3	23.6						
09/30/2019 05:20'00	43738.22222	21.9	23.5						
09/30/2019 05:40'00	43738.23611	22	23.5						
09/30/2019 06:00'00	43738.25	22	23.5						
09/30/2019 06:20'00	43738.26389	22.3	23.5						
09/30/2019 06:40'00	43738.27778	22.8	23.5						
09/30/2019 07:00'00	43738.29167	23.1	23.6						
09/30/2019 07:20'00	43738.30556	24	23.6						
09/30/2019 07:40'00	43738.31944	24.3	23.7						
09/30/2019 08:00'00	43738.33333	24.3	23.8						
09/30/2019 08:20'00	43738.34722	25.3	23.8						
09/30/2019 08:40'00	43738.36111	25.8	23.9						
09/30/2019 09:00'00	43738.375	25.9	24						
09/30/2019 09:20'00	43738.38889	26.6	24						
09/30/2019 09:40'00	43738.40278	26.4	24.2						
09/30/2019 10:00'00	43738.41667	26.5	24.2						
09/30/2019 10:20'00	43738.43056	27.6	24.3						
09/30/2019 10:40'00	43738.44444	28.6	24.6						
09/30/2019 11:00'00	43738.45833	30	24.7						
09/30/2019 11:20'00	43738.47222	30.4	25						
09/30/2019 11:40'00	43738.48611	30.3	25.1						
09/30/2019 12:00'00	43738.5	27.8	25.2						
09/30/2019 12:20'00	43738.51389	28.3	25.3						
09/30/2019 12:40'00	43738.52778	29.3	25.4						
09/30/2019 13:00'00	43738.54167	29.9	25.5						
09/30/2019 13:20'00	43738.55556	30.4	25.7						
09/30/2019 13:40'00	43738.56944	30.7	25.8						
09/30/2019 14:00'00	43738.58333	29.8	25.9						
09/30/2019 14:20'00	43738.59722	30.7	26						
09/30/2019 14:40'00	43738.61111	29	26						
09/30/2019 15:00'00	43738.625	30	26.1						
09/30/2019 15:20'00	43738.63889	29.8	26.1						
09/30/2019 15:40'00	43738.65278	29.5	26.1						
09/30/2019 16:00'00	43738.66667	29	26.2						
09/30/2019 16:20'00	43738.68056	28.4	26.1						
09/30/2019 16:40'00	43738.69444	27.8	26.1						
09/30/2019 17:00'00	43738.70833	27.2	26						
09/30/2019 17:20'00	43738.72222	26.3	25.8						
09/30/2019 17:40'00	43738.73611	25.7	25.8						
09/30/2019 18:00'00	43738.75	25.2	25.7						
09/30/2019 18:20'00	43738.76389	24.9	25.5						
09/30/2019 18:40'00	43738.77778	24.5	25.5						
09/30/2019 19:00'00	43738.79167	24.4	25.4						
09/30/2019 19:20'00	43738.80556	24.2	25.2						
09/30/2019 19:40'00	43738.81944	24.2	25.2						
09/30/2019 20:00'00	43738.83333	24	25.1						
09/30/2019 20:20'00	43738.84722	23.8	25.1						
09/30/2019 20:40'00	43738.86111	23.8	25						
