< Measurement Data Text Output >									
									
Date/Time	@date()	T60		ch.3	ch.4	ch.5	ch.6	ch.7	ch.8
		°C	°C						
09/17/2019 15:00'00	43725.625	29.2	26.6						
09/17/2019 15:20'00	43725.63889	28.6	26.6						
09/17/2019 15:40'00	43725.65278	28.4	26.5						
09/17/2019 16:00'00	43725.66667	28.7	26.6						
09/17/2019 16:20'00	43725.68056	28.5	26.5						
09/17/2019 16:40'00	43725.69444	28.6	26.5						
09/17/2019 17:00'00	43725.70833	27.6	26.5						
09/17/2019 17:20'00	43725.72222	27.1	26.4						
09/17/2019 17:40'00	43725.73611	26.7	26.3						
09/17/2019 18:00'00	43725.75	26.4	26.2						
09/17/2019 18:20'00	43725.76389	26.4	26.2						
09/17/2019 18:40'00	43725.77778	26.1	26.1						
09/17/2019 19:00'00	43725.79167	26.1	26.1						
09/17/2019 19:20'00	43725.80556	26.1	26.1						
09/17/2019 19:40'00	43725.81944	26.1	26.1						
09/17/2019 20:00'00	43725.83333	26.1	26						
09/17/2019 20:20'00	43725.84722	26	26						
09/17/2019 20:40'00	43725.86111	26.1	26						
09/17/2019 21:00'00	43725.875	26	26						
09/17/2019 21:20'00	43725.88889	26	26.1						
09/17/2019 21:40'00	43725.90278	25.9	26						
09/17/2019 22:00'00	43725.91667	25.9	26						
09/17/2019 22:20'00	43725.93056	25.8	26						
09/17/2019 22:40'00	43725.94444	25.7	26						
09/17/2019 23:00'00	43725.95833	25.6	25.9						
09/17/2019 23:20'00	43725.97222	25.6	26						
09/17/2019 23:40'00	43725.98611	25.6	25.9						
09/18/2019 00:00'00	43726	25.4	25.9						
09/18/2019 00:20'00	43726.01389	25.2	25.9						
09/18/2019 00:40'00	43726.02778	24.8	25.7						
09/18/2019 01:00'00	43726.04167	24.9	25.5						
09/18/2019 01:20'00	43726.05556	24.8	25.4						
09/18/2019 01:40'00	43726.06944	24.6	25.4						
09/18/2019 02:00'00	43726.08333	24.6	25.4						
09/18/2019 02:20'00	43726.09722	24.5	25.2						
09/18/2019 02:40'00	43726.11111	24.4	25.2						
09/18/2019 03:00'00	43726.125	24.3	25.2						
09/18/2019 03:20'00	43726.13889	24.3	25.2						
09/18/2019 03:40'00	43726.15278	24.1	25.1						
09/18/2019 04:00'00	43726.16667	24.2	25.1						
09/18/2019 04:20'00	43726.18056	24	25						
09/18/2019 04:40'00	43726.19444	24	24.9						
09/18/2019 05:00'00	43726.20833	23.9	24.8						
09/18/2019 05:20'00	43726.22222	23.8	24.9						
09/18/2019 05:40'00	43726.23611	23.6	24.8						
09/18/2019 06:00'00	43726.25	23.6	24.8						
09/18/2019 06:20'00	43726.26389	23.9	24.8						
09/18/2019 06:40'00	43726.27778	24.1	24.9						
09/18/2019 07:00'00	43726.29167	24.2	24.8						
09/18/2019 07:20'00	43726.30556	24.8	24.9						
09/18/2019 07:40'00	43726.31944	25.2	25						
09/18/2019 08:00'00	43726.33333	25.2	24.9						
09/18/2019 08:20'00	43726.34722	25.3	25.1						
09/18/2019 08:40'00	43726.36111	24.8	25						
09/18/2019 09:00'00	43726.375	24.2	25						
09/18/2019 09:20'00	43726.38889	23.8	25						
09/18/2019 09:40'00	43726.40278	23.2	24.9						
09/18/2019 10:00'00	43726.41667	23.1	24.8						
09/18/2019 10:20'00	43726.43056	23	24.7						
09/18/2019 10:40'00	43726.44444	22.8	24.6						
09/18/2019 11:00'00	43726.45833	23.3	24.6						
09/18/2019 11:20'00	43726.47222	24.3	24.6						
09/18/2019 11:40'00	43726.48611	24.4	24.7						
09/18/2019 12:00'00	43726.5	24.3	24.7						
09/18/2019 12:20'00	43726.51389	24.2	24.7						
09/18/2019 12:40'00	43726.52778	24.9	24.7						
09/18/2019 13:00'00	43726.54167	24.9	24.8						
09/18/2019 13:20'00	43726.55556	25.2	24.9						
09/18/2019 13:40'00	43726.56944	25.7	24.9						
09/18/2019 14:00'00	43726.58333	25.3	24.9						
09/18/2019 14:20'00	43726.59722	23.9	24.9						
09/18/2019 14:40'00	43726.61111	22.8	24.8						
09/18/2019 15:00'00	43726.625	22.5	24.6						
09/18/2019 15:20'00	43726.63889	23.7	24.6						
09/18/2019 15:40'00	43726.65278	23.5	24.5						
09/18/2019 16:00'00	43726.66667	23.5	24.5						
09/18/2019 16:20'00	43726.68056	24.2	24.5						
09/18/2019 16:40'00	43726.69444	24.4	24.6						
09/18/2019 17:00'00	43726.70833	24.6	24.6						
09/18/2019 17:20'00	43726.72222	24	24.6						
09/18/2019 17:40'00	43726.73611	23.5	24.5						
09/18/2019 18:00'00	43726.75	23	24.5						
09/18/2019 18:20'00	43726.76389	22.9	24.4						
09/18/2019 18:40'00	43726.77778	22.5	24.4						
09/18/2019 19:00'00	43726.79167	22.1	24.3						
09/18/2019 19:20'00	43726.80556	22.3	24.2						
09/18/2019 19:40'00	43726.81944	22.2	24.2						
09/18/2019 20:00'00	43726.83333	22.1	24.1						
09/18/2019 20:20'00	43726.84722	22.1	24.1						
09/18/2019 20:40'00	43726.86111	22	24						
09/18/2019 21:00'00	43726.875	21.9	23.9						
09/18/2019 21:20'00	43726.88889	22.1	23.9						
09/18/2019 21:40'00	43726.90278	21.8	23.8						
09/18/2019 22:00'00	43726.91667	22	23.8						
09/18/2019 22:20'00	43726.93056	21.8	23.8						
09/18/2019 22:40'00	43726.94444	21.6	23.7						
09/18/2019 23:00'00	43726.95833	21.4	23.7						
09/18/2019 23:20'00	43726.97222	21.2	23.6						
09/18/2019 23:40'00	43726.98611	21	23.5						
09/19/2019 00:00'00	43727	21.4	23.5						
09/19/2019 00:20'00	43727.01389	21.7	23.5						
09/19/2019 00:40'00	43727.02778	21.9	23.5						
09/19/2019 01:00'00	43727.04167	21.7	23.5						
09/19/2019 01:20'00	43727.05556	21.6	23.5						
09/19/2019 01:40'00	43727.06944	21.1	23.4						
09/19/2019 02:00'00	43727.08333	20.8	23.3						
09/19/2019 02:20'00	43727.09722	20.7	23.3						
09/19/2019 02:40'00	43727.11111	20.6	23.2						
09/19/2019 03:00'00	43727.125	20.6	23.2						
09/19/2019 03:20'00	43727.13889	20.7	23.1						
09/19/2019 03:40'00	43727.15278	20.7	23						
09/19/2019 04:00'00	43727.16667	20.5	23						
09/19/2019 04:20'00	43727.18056	20.7	22.9						
09/19/2019 04:40'00	43727.19444	20.3	22.9						
09/19/2019 05:00'00	43727.20833	20.1	22.8						
09/19/2019 05:20'00	43727.22222	20.1	22.7						
09/19/2019 05:40'00	43727.23611	20.3	22.7						
09/19/2019 06:00'00	43727.25	20.6	22.7						
09/19/2019 06:20'00	43727.26389	20.9	22.7						
09/19/2019 06:40'00	43727.27778	21.2	22.7						
09/19/2019 07:00'00	43727.29167	21.5	22.8						
09/19/2019 07:20'00	43727.30556	21.9	22.9						
09/19/2019 07:40'00	43727.31944	22.8	22.9						
09/19/2019 08:00'00	43727.33333	22.6	22.9						
09/19/2019 08:20'00	43727.34722	22.7	22.9						
09/19/2019 08:40'00	43727.36111	23.5	23.1						
09/19/2019 09:00'00	43727.375	23.2	23.2						
09/19/2019 09:20'00	43727.38889	23	23.1						
09/19/2019 09:40'00	43727.40278	24.7	23.3						
09/19/2019 10:00'00	43727.41667	26.4	23.5						
09/19/2019 10:20'00	43727.43056	25.6	23.6						
09/19/2019 10:40'00	43727.44444	25.5	23.7						
09/19/2019 11:00'00	43727.45833	24.9	23.7						
09/19/2019 11:20'00	43727.47222	24.8	23.7						
09/19/2019 11:40'00	43727.48611	29.5	23.9						
09/19/2019 12:00'00	43727.5	30.5	24.3						
09/19/2019 12:20'00	43727.51389	29.5	24.5						
09/19/2019 12:40'00	43727.52778	30.1	24.7						
09/19/2019 13:00'00	43727.54167	30.5	24.9						
09/19/2019 13:20'00	43727.55556	29.9	24.9						
09/19/2019 13:40'00	43727.56944	29.5	25						
09/19/2019 14:00'00	43727.58333	29.5	25.2						
09/19/2019 14:20'00	43727.59722	28.5	25.1						
09/19/2019 14:40'00	43727.61111	28.5	25.2						
09/19/2019 15:00'00	43727.625	28.5	25.2						
09/19/2019 15:20'00	43727.63889	28.6	25.2						
09/19/2019 15:40'00	43727.65278	28.4	25.1						
09/19/2019 16:00'00	43727.66667	27.8	25.1						
09/19/2019 16:20'00	43727.68056	27.1	25						
09/19/2019 16:40'00	43727.69444	26.6	24.9						
09/19/2019 17:00'00	43727.70833	26	24.8						
09/19/2019 17:20'00	43727.72222	25.4	24.7						
09/19/2019 17:40'00	43727.73611	24.7	24.5						
09/19/2019 18:00'00	43727.75	23.8	24.3						
09/19/2019 18:20'00	43727.76389	22.9	24.2						
09/19/2019 18:40'00	43727.77778	22.4	24						
09/19/2019 19:00'00	43727.79167	22.1	23.8						
09/19/2019 19:20'00	43727.80556	22	23.7						
09/19/2019 19:40'00	43727.81944	22.1	23.6						
09/19/2019 20:00'00	43727.83333	21.9	23.6						
09/19/2019 20:20'00	43727.84722	21.5	23.6						
09/19/2019 20:40'00	43727.86111	21	23.5						
09/19/2019 21:00'00	43727.875	21.2	23.4						
09/19/2019 21:20'00	43727.88889	21.3	23.4						
09/19/2019 21:40'00	43727.90278	21.3	23.3						
09/19/2019 22:00'00	43727.91667	21.2	23.3						
09/19/2019 22:20'00	43727.93056	21	23.2						
09/19/2019 22:40'00	43727.94444	20.7	23.2						
09/19/2019 23:00'00	43727.95833	20.5	23.1						
09/19/2019 23:20'00	43727.97222	20.2	23						
09/19/2019 23:40'00	43727.98611	19.9	22.9						
09/20/2019 00:00'00	43728	20.7	22.9						
09/20/2019 00:20'00	43728.01389	20.6	22.9						
09/20/2019 00:40'00	43728.02778	20.8	22.9						
09/20/2019 01:00'00	43728.04167	21.1	22.9						
09/20/2019 01:20'00	43728.05556	20.8	22.8						
09/20/2019 01:40'00	43728.06944	20.4	22.7						
09/20/2019 02:00'00	43728.08333	20.2	22.6						
09/20/2019 02:20'00	43728.09722	20.1	22.4						
09/20/2019 02:40'00	43728.11111	20	22.3						
09/20/2019 03:00'00	43728.125	19.6	22.3						
09/20/2019 03:20'00	43728.13889	19.2	22.2						
09/20/2019 03:40'00	43728.15278	19.3	22.1						
09/20/2019 04:00'00	43728.16667	19.5	22.1						
09/20/2019 04:20'00	43728.18056	19.9	22.1						
09/20/2019 04:40'00	43728.19444	19.6	22.1						
09/20/2019 05:00'00	43728.20833	19.5	22.1						
09/20/2019 05:20'00	43728.22222	19.2	22						
09/20/2019 05:40'00	43728.23611	19.3	22						
09/20/2019 06:00'00	43728.25	19.2	21.9						
09/20/2019 06:20'00	43728.26389	19.4	21.9						
09/20/2019 06:40'00	43728.27778	20.4	21.9						
09/20/2019 07:00'00	43728.29167	21.1	21.9						
09/20/2019 07:20'00	43728.30556	21.7	22						
09/20/2019 07:40'00	43728.31944	22.7	22.1						
09/20/2019 08:00'00	43728.33333	24	22.3						
09/20/2019 08:20'00	43728.34722	24.9	22.5						
09/20/2019 08:40'00	43728.36111	25.8	22.7						
09/20/2019 09:00'00	43728.375	27	23						
09/20/2019 09:20'00	43728.38889	27.7	23.3						
09/20/2019 09:40'00	43728.40278	28.5	23.7						
09/20/2019 10:00'00	43728.41667	28.8	23.8						
09/20/2019 10:20'00	43728.43056	28.2	24						
09/20/2019 10:40'00	43728.44444	29	24.2						
09/20/2019 11:00'00	43728.45833	29.1	24.3						
09/20/2019 11:20'00	43728.47222	27	24.3						
09/20/2019 11:40'00	43728.48611	27.2	24.3						
09/20/2019 12:00'00	43728.5	27.6	24.3						
09/20/2019 12:20'00	43728.51389	27.5	24.4						
09/20/2019 12:40'00	43728.52778	27.5	24.4						
09/20/2019 13:00'00	43728.54167	28	24.5						
09/20/2019 13:20'00	43728.55556	27.4	24.5						
09/20/2019 13:40'00	43728.56944	27	24.5						
09/20/2019 14:00'00	43728.58333	25.8	24.4						
09/20/2019 14:20'00	43728.59722	27.1	24.4						
09/20/2019 14:40'00	43728.61111	25.6	24.4						
09/20/2019 15:00'00	43728.625	24.9	24.3						
09/20/2019 15:20'00	43728.63889	25.2	24.3						
09/20/2019 15:40'00	43728.65278	25.1	24.2						
09/20/2019 16:00'00	43728.66667	25	24.2						
09/20/2019 16:20'00	43728.68056	25.5	24.3						
09/20/2019 16:40'00	43728.69444	24.5	24.2						
09/20/2019 17:00'00	43728.70833	24.4	24.1						
09/20/2019 17:20'00	43728.72222	24	24.1						
09/20/2019 17:40'00	43728.73611	23.7	24						
09/20/2019 18:00'00	43728.75	23.5	23.9						
09/20/2019 18:20'00	43728.76389	23.3	23.8						
09/20/2019 18:40'00	43728.77778	23.2	23.7						
09/20/2019 19:00'00	43728.79167	22.9	23.8						
09/20/2019 19:20'00	43728.80556	23	23.7						
09/20/2019 19:40'00	43728.81944	23	23.7						
09/20/2019 20:00'00	43728.83333	22.7	23.7						
09/20/2019 20:20'00	43728.84722	22.3	23.6						
09/20/2019 20:40'00	43728.86111	22.2	23.5						
09/20/2019 21:00'00	43728.875	22.4	23.5						
09/20/2019 21:20'00	43728.88889	22.3	23.5						
09/20/2019 21:40'00	43728.90278	22.4	23.5						
09/20/2019 22:00'00	43728.91667	22.2	23.5						
09/20/2019 22:20'00	43728.93056	22.2	23.5						
09/20/2019 22:40'00	43728.94444	22.2	23.4						
09/20/2019 23:00'00	43728.95833	22	23.5						
09/20/2019 23:20'00	43728.97222	22	23.4						
09/20/2019 23:40'00	43728.98611	21.6	23.3						
09/21/2019 00:00'00	43729	21.6	23.3						
09/21/2019 00:20'00	43729.01389	21.6	23.3						
09/21/2019 00:40'00	43729.02778	21.7	23.2						
09/21/2019 01:00'00	43729.04167	21.8	23.2						
09/21/2019 01:20'00	43729.05556	21.7	23.2						
09/21/2019 01:40'00	43729.06944	21.7	23.2						
09/21/2019 02:00'00	43729.08333	21.4	23.1						
09/21/2019 02:20'00	43729.09722	21.4	23.1						
09/21/2019 02:40'00	43729.11111	21.6	23.1						
09/21/2019 03:00'00	43729.125	21.4	23						
09/21/2019 03:20'00	43729.13889	21.3	23						
09/21/2019 03:40'00	43729.15278	21.3	22.9						
09/21/2019 04:00'00	43729.16667	21.2	22.9						
09/21/2019 04:20'00	43729.18056	21.2	22.9						
09/21/2019 04:40'00	43729.19444	21.3	22.9						
09/21/2019 05:00'00	43729.20833	21	22.8						
09/21/2019 05:20'00	43729.22222	21.2	22.8						
09/21/2019 05:40'00	43729.23611	21.4	22.8						
09/21/2019 06:00'00	43729.25	21.2	22.8						
09/21/2019 06:20'00	43729.26389	21.4	22.8						
09/21/2019 06:40'00	43729.27778	21.6	22.8						
09/21/2019 07:00'00	43729.29167	21.6	22.8						
09/21/2019 07:20'00	43729.30556	21.8	22.7						
09/21/2019 07:40'00	43729.31944	22.4	22.8						
09/21/2019 08:00'00	43729.33333	23.1	22.8						
09/21/2019 08:20'00	43729.34722	24.2	22.9						
09/21/2019 08:40'00	43729.36111	24.9	23.1						
09/21/2019 09:00'00	43729.375	26.1	23.2						
09/21/2019 09:20'00	43729.38889	24.9	23.3						
09/21/2019 09:40'00	43729.40278	25.7	23.5						
09/21/2019 10:00'00	43729.41667	25.1	23.5						
09/21/2019 10:20'00	43729.43056	24.2	23.5						
09/21/2019 10:40'00	43729.44444	24.8	23.6						
09/21/2019 11:00'00	43729.45833	25.7	23.6						
09/21/2019 11:20'00	43729.47222	26.3	23.8						
09/21/2019 11:40'00	43729.48611	26.8	23.8						
09/21/2019 12:00'00	43729.5	26.9	24						
09/21/2019 12:20'00	43729.51389	27.3	24						
09/21/2019 12:40'00	43729.52778	27.5	24.3						
09/21/2019 13:00'00	43729.54167	25.8	24.2						
09/21/2019 13:20'00	43729.55556	24.6	24.2						
09/21/2019 13:40'00	43729.56944	24.6	24.1						
09/21/2019 14:00'00	43729.58333	24.5	24						
09/21/2019 14:20'00	43729.59722	24.2	24						
09/21/2019 14:40'00	43729.61111	24.7	23.9						
09/21/2019 15:00'00	43729.625	25.3	24						
09/21/2019 15:20'00	43729.63889	25.5	24						
09/21/2019 15:40'00	43729.65278	25	24						
09/21/2019 16:00'00	43729.66667	25.2	24						
09/21/2019 16:20'00	43729.68056	25.2	24						
09/21/2019 16:40'00	43729.69444	24.8	24						
09/21/2019 17:00'00	43729.70833	24.1	23.9						
09/21/2019 17:20'00	43729.72222	23.9	23.8						
09/21/2019 17:40'00	43729.73611	23.7	23.7						
09/21/2019 18:00'00	43729.75	23.4	23.6						
09/21/2019 18:20'00	43729.76389	23.1	23.5						
09/21/2019 18:40'00	43729.77778	23	23.4						
09/21/2019 19:00'00	43729.79167	22.8	23.3						
09/21/2019 19:20'00	43729.80556	22.9	23.3						
09/21/2019 19:40'00	43729.81944	22.8	23.2						
09/21/2019 20:00'00	43729.83333	22.8	23.1						
09/21/2019 20:20'00	43729.84722	22.7	23.1						
09/21/2019 20:40'00	43729.86111	22.7	23.1						
09/21/2019 21:00'00	43729.875	22.6	23						
09/21/2019 21:20'00	43729.88889	22.5	22.9						
09/21/2019 21:40'00	43729.90278	22.5	22.9						
09/21/2019 22:00'00	43729.91667	22.4	22.9						
09/21/2019 22:20'00	43729.93056	22.2	22.9						
09/21/2019 22:40'00	43729.94444	22.1	22.9						
09/21/2019 23:00'00	43729.95833	22	22.7						
09/21/2019 23:20'00	43729.97222	22.1	22.7						
09/21/2019 23:40'00	43729.98611	22.3	22.7						
09/22/2019 00:00'00	43730	22.4	22.7						
09/22/2019 00:20'00	43730.01389	22.2	22.7						
09/22/2019 00:40'00	43730.02778	22.3	22.7						
09/22/2019 01:00'00	43730.04167	21.8	22.7						
09/22/2019 01:20'00	43730.05556	21.8	22.7						
09/22/2019 01:40'00	43730.06944	21.7	22.6						
09/22/2019 02:00'00	43730.08333	21.6	22.5						
09/22/2019 02:20'00	43730.09722	21.5	22.5						
09/22/2019 02:40'00	43730.11111	21.2	22.5						
09/22/2019 03:00'00	43730.125	21.2	22.4						
09/22/2019 03:20'00	43730.13889	21.6	22.5						
09/22/2019 03:40'00	43730.15278	21.3	22.5						
09/22/2019 04:00'00	43730.16667	21.1	22.4						
09/22/2019 04:20'00	43730.18056	21.1	22.4						
09/22/2019 04:40'00	43730.19444	21.2	22.4						
09/22/2019 05:00'00	43730.20833	21.2	22.4						
09/22/2019 05:20'00	43730.22222	21.1	22.4						
09/22/2019 05:40'00	43730.23611	21	22.3						
09/22/2019 06:00'00	43730.25	21.1	22.3						
09/22/2019 06:20'00	43730.26389	21.2	22.3						
09/22/2019 06:40'00	43730.27778	21.4	22.3						
09/22/2019 07:00'00	43730.29167	22	22.4						
09/22/2019 07:20'00	43730.30556	22.4	22.5						
09/22/2019 07:40'00	43730.31944	23.3	22.5						
09/22/2019 08:00'00	43730.33333	25.2	22.6						
09/22/2019 08:20'00	43730.34722	25.8	22.8						
09/22/2019 08:40'00	43730.36111	26.3	23						
09/22/2019 09:00'00	43730.375	26.8	23.3						
09/22/2019 09:20'00	43730.38889	25.9	23.4						
09/22/2019 09:40'00	43730.40278	26.7	23.5						
09/22/2019 10:00'00	43730.41667	26.8	23.7						
09/22/2019 10:20'00	43730.43056	26	23.7						
09/22/2019 10:40'00	43730.44444	27.2	23.8						
09/22/2019 11:00'00	43730.45833	26.8	23.9						
09/22/2019 11:20'00	43730.47222	26.7	24						
09/22/2019 11:40'00	43730.48611	27.1	24						
09/22/2019 12:00'00	43730.5	26.7	24.1						
09/22/2019 12:20'00	43730.51389	26.9	24.2						
09/22/2019 12:40'00	43730.52778	26.4	24.2						
09/22/2019 13:00'00	43730.54167	27.1	24.3						
09/22/2019 13:20'00	43730.55556	26.9	24.3						
09/22/2019 13:40'00	43730.56944	28.4	24.5						
09/22/2019 14:00'00	43730.58333	29.2	24.6						
09/22/2019 14:20'00	43730.59722	28	24.7						
09/22/2019 14:40'00	43730.61111	27.1	24.8						
09/22/2019 15:00'00	43730.625	27.5	24.7						
09/22/2019 15:20'00	43730.63889	27	24.8						
09/22/2019 15:40'00	43730.65278	26.3	24.8						
09/22/2019 16:00'00	43730.66667	26.6	24.7						
09/22/2019 16:20'00	43730.68056	26	24.7						
09/22/2019 16:40'00	43730.69444	26.6	24.6						
09/22/2019 17:00'00	43730.70833	25.8	24.6						
09/22/2019 17:20'00	43730.72222	25.5	24.5						
09/22/2019 17:40'00	43730.73611	25	24.5						
09/22/2019 18:00'00	43730.75	24.8	24.5						
09/22/2019 18:20'00	43730.76389	24.5	24.4						
09/22/2019 18:40'00	43730.77778	23.9	24.3						
09/22/2019 19:00'00	43730.79167	24	24.3						
09/22/2019 19:20'00	43730.80556	24.1	24.2						
09/22/2019 19:40'00	43730.81944	24.1	24.2						
09/22/2019 20:00'00	43730.83333	24.2	24.2						
09/22/2019 20:20'00	43730.84722	24.1	24.1						
09/22/2019 20:40'00	43730.86111	23.9	24.1						
09/22/2019 21:00'00	43730.875	23.8	24.1						
09/22/2019 21:20'00	43730.88889	23.7	24.1						
09/22/2019 21:40'00	43730.90278	23.8	24.1						
09/22/2019 22:00'00	43730.91667	23.7	24.1						
09/22/2019 22:20'00	43730.93056	23.7	24.1						
09/22/2019 22:40'00	43730.94444	23.6	24.1						
09/22/2019 23:00'00	43730.95833	23.6	24						
09/22/2019 23:20'00	43730.97222	23.6	24						
09/22/2019 23:40'00	43730.98611	23.6	24						
09/23/2019 00:00'00	43731	23.6	24						
09/23/2019 00:20'00	43731.01389	23.6	24						
09/23/2019 00:40'00	43731.02778	23.7	24						
09/23/2019 01:00'00	43731.04167	23.7	24						
09/23/2019 01:20'00	43731.05556	23.5	24						
09/23/2019 01:40'00	43731.06944	23.6	24						
09/23/2019 02:00'00	43731.08333	23.7	24.1						
09/23/2019 02:20'00	43731.09722	23.8	24.1						
09/23/2019 02:40'00	43731.11111	23.9	24.1						
09/23/2019 03:00'00	43731.125	24.3	24.2						
09/23/2019 03:20'00	43731.13889	24.5	24.2						
09/23/2019 03:40'00	43731.15278	24.9	24.2						
09/23/2019 04:00'00	43731.16667	25.6	24.3						
09/23/2019 04:20'00	43731.18056	25.7	24.4						
09/23/2019 04:40'00	43731.19444	25.7	24.5						
09/23/2019 05:00'00	43731.20833	25.8	24.6						
09/23/2019 05:20'00	43731.22222	25.8	24.6						
09/23/2019 05:40'00	43731.23611	25.8	24.6						
09/23/2019 06:00'00	43731.25	25.9	24.7						
09/23/2019 06:20'00	43731.26389	26	24.7						
09/23/2019 06:40'00	43731.27778	26.4	24.8						
09/23/2019 07:00'00	43731.29167	26.7	24.8						
09/23/2019 07:20'00	43731.30556	26.9	24.9						
09/23/2019 07:40'00	43731.31944	27	25						
09/23/2019 08:00'00	43731.33333	26.6	25.1						
09/23/2019 08:20'00	43731.34722	27.5	25.1						
09/23/2019 08:40'00	43731.36111	27	25.2						
09/23/2019 09:00'00	43731.375	26.7	25.2						
09/23/2019 09:20'00	43731.38889	26.7	25.2						
09/23/2019 09:40'00	43731.40278	26.6	25.2						
09/23/2019 10:00'00	43731.41667	27.6	25.3						
09/23/2019 10:20'00	43731.43056	27	25.4						
09/23/2019 10:40'00	43731.44444	28.6	25.4						
09/23/2019 11:00'00	43731.45833	29.1	25.6						
09/23/2019 11:20'00	43731.47222	29.4	25.7						
09/23/2019 11:40'00	43731.48611	30.3	25.8						
09/23/2019 12:00'00	43731.5	32.1	26.1						
09/23/2019 12:20'00	43731.51389	31.6	26.4						
09/23/2019 12:40'00	43731.52778	29.5	26.6						
09/23/2019 13:00'00	43731.54167	31.1	26.6						
09/23/2019 13:20'00	43731.55556	31.2	26.7						
09/23/2019 13:40'00	43731.56944	30.9	26.7						
09/23/2019 14:00'00	43731.58333	31.2	26.8						
09/23/2019 14:20'00	43731.59722	29.6	26.8						
09/23/2019 14:40'00	43731.61111	29.4	26.8						
09/23/2019 15:00'00	43731.625	29.1	26.8						
09/23/2019 15:20'00	43731.63889	28.8	26.7						
09/23/2019 15:40'00	43731.65278	29.7	26.7						
09/23/2019 16:00'00	43731.66667	28.6	26.7						
09/23/2019 16:20'00	43731.68056	28.3	26.5						
09/23/2019 16:40'00	43731.69444	27.9	26.5						
09/23/2019 17:00'00	43731.70833	26.8	26.3						
09/23/2019 17:20'00	43731.72222	23.7	26.2						
09/23/2019 17:40'00	43731.73611	23.7	26						
09/23/2019 18:00'00	43731.75	23.8	25.7						
09/23/2019 18:20'00	43731.76389	24.1	25.7						
09/23/2019 18:40'00	43731.77778	24.5	25.6						
09/23/2019 19:00'00	43731.79167	24.5	25.5						
09/23/2019 19:20'00	43731.80556	24.2	25.4						
09/23/2019 19:40'00	43731.81944	24.8	25.3						
09/23/2019 20:00'00	43731.83333	24.4	25.2						
09/23/2019 20:20'00	43731.84722	24.1	25.1						
09/23/2019 20:40'00	43731.86111	23.9	25						
09/23/2019 21:00'00	43731.875	23.5	24.9						
09/23/2019 21:20'00	43731.88889	23.4	24.7						
09/23/2019 21:40'00	43731.90278	23.1	24.6						
09/23/2019 22:00'00	43731.91667	23	24.5						
09/23/2019 22:20'00	43731.93056	22.9	24.4						
09/23/2019 22:40'00	43731.94444	22.7	24.3						
09/23/2019 23:00'00	43731.95833	22.4	24.2						
09/23/2019 23:20'00	43731.97222	22.4	24.1						
09/23/2019 23:40'00	43731.98611	22.4	24						
09/24/2019 00:00'00	43732	22.1	24						
09/24/2019 00:20'00	43732.01389	22	23.9						
09/24/2019 00:40'00	43732.02778	21.8	23.8						
09/24/2019 01:00'00	43732.04167	21.7	23.7						
09/24/2019 01:20'00	43732.05556	21.5	23.7						
09/24/2019 01:40'00	43732.06944	21.5	23.5						
09/24/2019 02:00'00	43732.08333	21.2	23.5						
09/24/2019 02:20'00	43732.09722	21.2	23.4						
09/24/2019 02:40'00	43732.11111	21.2	23.4						
09/24/2019 03:00'00	43732.125	21.5	23.3						
09/24/2019 03:20'00	43732.13889	21.4	23.3						
09/24/2019 03:40'00	43732.15278	21.2	23.2						
09/24/2019 04:00'00	43732.16667	21.2	23.1						
09/24/2019 04:20'00	43732.18056	21	23.1						
09/24/2019 04:40'00	43732.19444	21	23.1						
09/24/2019 05:00'00	43732.20833	20.9	23						
09/24/2019 05:20'00	43732.22222	20.9	23						
09/24/2019 05:40'00	43732.23611	20.9	22.9						
09/24/2019 06:00'00	43732.25	20.8	22.9						
09/24/2019 06:20'00	43732.26389	21.1	22.9						
09/24/2019 06:40'00	43732.27778	21.5	22.9						
09/24/2019 07:00'00	43732.29167	22.3	22.9						
09/24/2019 07:20'00	43732.30556	23.1	23.1						
09/24/2019 07:40'00	43732.31944	24.1	23.1						
09/24/2019 08:00'00	43732.33333	24.8	23.2						
09/24/2019 08:20'00	43732.34722	24.9	23.3						
09/24/2019 08:40'00	43732.36111	26.2	23.6						
09/24/2019 09:00'00	43732.375	25.2	23.7						
09/24/2019 09:20'00	43732.38889	24.9	23.8						
09/24/2019 09:40'00	43732.40278	24.8	23.8						
09/24/2019 10:00'00	43732.41667	25.2	23.8						
09/24/2019 10:20'00	43732.43056	25.4	23.8						
09/24/2019 10:40'00	43732.44444	26.4	24.1						
09/24/2019 11:00'00	43732.45833	25.5	24.1						
09/24/2019 11:20'00	43732.47222	25	24.1						
09/24/2019 11:40'00	43732.48611	24.8	24.1						
09/24/2019 12:00'00	43732.5	24	24.1						
09/24/2019 12:20'00	43732.51389	23.5	24						
09/24/2019 12:40'00	43732.52778	23.9	24						
09/24/2019 13:00'00	43732.54167	24.3	24						
09/24/2019 13:20'00	43732.55556	24.3	24						
09/24/2019 13:40'00	43732.56944	24.2	24						
09/24/2019 14:00'00	43732.58333	24.9	24						
09/24/2019 14:20'00	43732.59722	24.9	24.1						
09/24/2019 14:40'00	43732.61111	24.5	24						
09/24/2019 15:00'00	43732.625	24.4	24.1						
09/24/2019 15:20'00	43732.63889	24.1	24						
09/24/2019 15:40'00	43732.65278	24.2	24						
09/24/2019 16:00'00	43732.66667	24.3	24						
