"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"08/15/2017 15:10'00"	"42962.6319444444"	"  29.0000"	"  75.0000"	""	""	""	""	""	""	
"08/15/2017 15:20'00"	"42962.6388888889"	"  28.8000"	"  74.0000"	""	""	""	""	""	""	
"08/15/2017 15:30'00"	"42962.6458333333"	"  28.6000"	"  75.0000"	""	""	""	""	""	""	
"08/15/2017 15:40'00"	"42962.6527777778"	"  28.5000"	"  76.0000"	""	""	""	""	""	""	
"08/15/2017 15:50'00"	"42962.6597222222"	"  28.2000"	"  78.0000"	""	""	""	""	""	""	
"08/15/2017 16:00'00"	"42962.6666666667"	"  27.8000"	"  78.0000"	""	""	""	""	""	""	
"08/15/2017 16:10'00"	"42962.6736111111"	"  27.3000"	"  81.0000"	""	""	""	""	""	""	
"08/15/2017 16:20'00"	"42962.6805555556"	"  27.1000"	"  83.0000"	""	""	""	""	""	""	
"08/15/2017 16:30'00"	"42962.6875000000"	"  27.0000"	"  83.0000"	""	""	""	""	""	""	
"08/15/2017 16:40'00"	"42962.6944444444"	"  27.1000"	"  83.0000"	""	""	""	""	""	""	
"08/15/2017 16:50'00"	"42962.7013888889"	"  26.9000"	"  83.0000"	""	""	""	""	""	""	
"08/15/2017 17:00'00"	"42962.7083333333"	"  26.9000"	"  85.0000"	""	""	""	""	""	""	
"08/15/2017 17:10'00"	"42962.7152777778"	"  26.9000"	"  87.0000"	""	""	""	""	""	""	
"08/15/2017 17:20'00"	"42962.7222222222"	"  26.8000"	"  89.0000"	""	""	""	""	""	""	
"08/15/2017 17:30'00"	"42962.7291666667"	"  26.6000"	"  89.0000"	""	""	""	""	""	""	
"08/15/2017 17:40'00"	"42962.7361111111"	"  26.6000"	"  91.0000"	""	""	""	""	""	""	
"08/15/2017 17:50'00"	"42962.7430555556"	"  26.5000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 18:00'00"	"42962.7500000000"	"  26.3000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 18:10'00"	"42962.7569444444"	"  26.3000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 18:20'00"	"42962.7638888889"	"  26.2000"	"  93.0000"	""	""	""	""	""	""	
"08/15/2017 18:30'00"	"42962.7708333333"	"  26.1000"	"  93.0000"	""	""	""	""	""	""	
"08/15/2017 18:40'00"	"42962.7777777778"	"  26.1000"	"  93.0000"	""	""	""	""	""	""	
"08/15/2017 18:50'00"	"42962.7847222222"	"  26.0000"	"  94.0000"	""	""	""	""	""	""	
"08/15/2017 19:00'00"	"42962.7916666667"	"  26.0000"	"  94.0000"	""	""	""	""	""	""	
"08/15/2017 19:10'00"	"42962.7986111111"	"  25.8000"	"  95.0000"	""	""	""	""	""	""	
"08/15/2017 19:20'00"	"42962.8055555556"	"  25.7000"	"  95.0000"	""	""	""	""	""	""	
"08/15/2017 19:30'00"	"42962.8125000000"	"  25.7000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 19:40'00"	"42962.8194444444"	"  25.7000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 19:50'00"	"42962.8263888889"	"  25.6000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 20:00'00"	"42962.8333333333"	"  25.6000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 20:10'00"	"42962.8402777778"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 20:20'00"	"42962.8472222222"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 20:30'00"	"42962.8541666667"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 20:40'00"	"42962.8611111111"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 20:50'00"	"42962.8680555556"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 21:00'00"	"42962.8750000000"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 21:10'00"	"42962.8819444444"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 21:20'00"	"42962.8888888889"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 21:30'00"	"42962.8958333333"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/15/2017 21:40'00"	"42962.9027777778"	"  25.5000"	"  95.0000"	""	""	""	""	""	""	
"08/15/2017 21:50'00"	"42962.9097222222"	"  25.5000"	"  95.0000"	""	""	""	""	""	""	
"08/15/2017 22:00'00"	"42962.9166666667"	"  25.5000"	"  93.0000"	""	""	""	""	""	""	
"08/15/2017 22:10'00"	"42962.9236111111"	"  25.5000"	"  93.0000"	""	""	""	""	""	""	
"08/15/2017 22:20'00"	"42962.9305555556"	"  25.5000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 22:30'00"	"42962.9375000000"	"  25.6000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 22:40'00"	"42962.9444444444"	"  25.4000"	"  91.0000"	""	""	""	""	""	""	
"08/15/2017 22:50'00"	"42962.9513888889"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 23:00'00"	"42962.9583333333"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/15/2017 23:10'00"	"42962.9652777778"	"  25.5000"	"  92.0000"	""	""	""	""	""	""	
"08/15/2017 23:20'00"	"42962.9722222222"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/15/2017 23:30'00"	"42962.9791666667"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/15/2017 23:40'00"	"42962.9861111111"	"  25.4000"	"  91.0000"	""	""	""	""	""	""	
"08/15/2017 23:50'00"	"42962.9930555556"	"  25.2000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 00:00'00"	"42963.0000000000"	"  25.1000"	"  93.0000"	""	""	""	""	""	""	
"08/16/2017 00:10'00"	"42963.0069444444"	"  25.0000"	"  94.0000"	""	""	""	""	""	""	
"08/16/2017 00:20'00"	"42963.0138888889"	"  24.9000"	"  94.0000"	""	""	""	""	""	""	
"08/16/2017 00:30'00"	"42963.0208333333"	"  24.9000"	"  94.0000"	""	""	""	""	""	""	
"08/16/2017 00:40'00"	"42963.0277777778"	"  24.9000"	"  94.0000"	""	""	""	""	""	""	
"08/16/2017 00:50'00"	"42963.0347222222"	"  24.9000"	"  95.0000"	""	""	""	""	""	""	
"08/16/2017 01:00'00"	"42963.0416666667"	"  24.9000"	"  95.0000"	""	""	""	""	""	""	
"08/16/2017 01:10'00"	"42963.0486111111"	"  24.8000"	"  93.0000"	""	""	""	""	""	""	
"08/16/2017 01:20'00"	"42963.0555555556"	"  24.8000"	"  93.0000"	""	""	""	""	""	""	
"08/16/2017 01:30'00"	"42963.0625000000"	"  24.7000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 01:40'00"	"42963.0694444444"	"  24.7000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 01:50'00"	"42963.0763888889"	"  24.7000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 02:00'00"	"42963.0833333333"	"  24.8000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 02:10'00"	"42963.0902777778"	"  24.9000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 02:20'00"	"42963.0972222222"	"  24.9000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 02:30'00"	"42963.1041666667"	"  24.9000"	"  89.0000"	""	""	""	""	""	""	
"08/16/2017 02:40'00"	"42963.1111111111"	"  24.8000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 02:50'00"	"42963.1180555556"	"  24.7000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 03:00'00"	"42963.1250000000"	"  24.7000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 03:10'00"	"42963.1319444444"	"  24.8000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 03:20'00"	"42963.1388888889"	"  24.8000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 03:30'00"	"42963.1458333333"	"  24.7000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 03:40'00"	"42963.1527777778"	"  24.4000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 03:50'00"	"42963.1597222222"	"  24.2000"	"  94.0000"	""	""	""	""	""	""	
"08/16/2017 04:00'00"	"42963.1666666667"	"  24.1000"	"  95.0000"	""	""	""	""	""	""	
"08/16/2017 04:10'00"	"42963.1736111111"	"  24.0000"	"  96.0000"	""	""	""	""	""	""	
"08/16/2017 04:20'00"	"42963.1805555556"	"  24.0000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 04:30'00"	"42963.1875000000"	"  24.0000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 04:40'00"	"42963.1944444444"	"  24.0000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 04:50'00"	"42963.2013888889"	"  23.9000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 05:00'00"	"42963.2083333333"	"  23.9000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 05:10'00"	"42963.2152777778"	"  24.0000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 05:20'00"	"42963.2222222222"	"  24.0000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 05:30'00"	"42963.2291666667"	"  23.9000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 05:40'00"	"42963.2361111111"	"  23.8000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 05:50'00"	"42963.2430555556"	"  23.9000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 06:00'00"	"42963.2500000000"	"  23.9000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 06:10'00"	"42963.2569444444"	"  24.0000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 06:20'00"	"42963.2638888889"	"  24.3000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 06:30'00"	"42963.2708333333"	"  24.3000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 06:40'00"	"42963.2777777778"	"  24.3000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 06:50'00"	"42963.2847222222"	"  24.2000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 07:00'00"	"42963.2916666667"	"  24.1000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 07:10'00"	"42963.2986111111"	"  24.2000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 07:20'00"	"42963.3055555556"	"  24.2000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 07:30'00"	"42963.3125000000"	"  24.4000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 07:40'00"	"42963.3194444444"	"  24.5000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 07:50'00"	"42963.3263888889"	"  24.6000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 08:00'00"	"42963.3333333333"	"  24.6000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 08:10'00"	"42963.3402777778"	"  24.8000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 08:20'00"	"42963.3472222222"	"  24.8000"	"  97.0000"	""	""	""	""	""	""	
"08/16/2017 08:30'00"	"42963.3541666667"	"  25.2000"	"  96.0000"	""	""	""	""	""	""	
"08/16/2017 08:40'00"	"42963.3611111111"	"  25.2000"	"  98.0000"	""	""	""	""	""	""	
"08/16/2017 08:50'00"	"42963.3680555556"	"  25.4000"	"  99.0000"	""	""	""	""	""	""	
"08/16/2017 09:00'00"	"42963.3750000000"	"  25.3000"	"  99.0000"	""	""	""	""	""	""	
"08/16/2017 09:10'00"	"42963.3819444444"	"  25.8000"	"  99.0000"	""	""	""	""	""	""	
"08/16/2017 09:20'00"	"42963.3888888889"	"  26.3000"	"  99.0000"	""	""	""	""	""	""	
"08/16/2017 09:30'00"	"42963.3958333333"	"  26.4000"	"  95.0000"	""	""	""	""	""	""	
"08/16/2017 09:40'00"	"42963.4027777778"	"  26.4000"	"  93.0000"	""	""	""	""	""	""	
"08/16/2017 09:50'00"	"42963.4097222222"	"  26.4000"	"  93.0000"	""	""	""	""	""	""	
"08/16/2017 10:00'00"	"42963.4166666667"	"  26.6000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 10:10'00"	"42963.4236111111"	"  27.8000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 10:20'00"	"42963.4305555556"	"  31.2000"	"  76.0000"	""	""	""	""	""	""	
"08/16/2017 10:30'00"	"42963.4375000000"	"  32.4000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 10:40'00"	"42963.4444444444"	"  32.4000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 10:50'00"	"42963.4513888889"	"  32.5000"	"  65.0000"	""	""	""	""	""	""	
"08/16/2017 11:00'00"	"42963.4583333333"	"  31.5000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 11:10'00"	"42963.4652777778"	"  30.8000"	"  70.0000"	""	""	""	""	""	""	
"08/16/2017 11:20'00"	"42963.4722222222"	"  30.2000"	"  71.0000"	""	""	""	""	""	""	
"08/16/2017 11:30'00"	"42963.4791666667"	"  30.4000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 11:40'00"	"42963.4861111111"	"  31.2000"	"  65.0000"	""	""	""	""	""	""	
"08/16/2017 11:50'00"	"42963.4930555556"	"  30.8000"	"  65.0000"	""	""	""	""	""	""	
"08/16/2017 12:00'00"	"42963.5000000000"	"  31.4000"	"  67.0000"	""	""	""	""	""	""	
"08/16/2017 12:10'00"	"42963.5069444444"	"  31.3000"	"  68.0000"	""	""	""	""	""	""	
"08/16/2017 12:20'00"	"42963.5138888889"	"  30.8000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 12:30'00"	"42963.5208333333"	"  30.0000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 12:40'00"	"42963.5277777778"	"  29.2000"	"  74.0000"	""	""	""	""	""	""	
"08/16/2017 12:50'00"	"42963.5347222222"	"  29.0000"	"  74.0000"	""	""	""	""	""	""	
"08/16/2017 13:00'00"	"42963.5416666667"	"  28.7000"	"  75.0000"	""	""	""	""	""	""	
"08/16/2017 13:10'00"	"42963.5486111111"	"  28.3000"	"  78.0000"	""	""	""	""	""	""	
"08/16/2017 13:20'00"	"42963.5555555556"	"  28.4000"	"  75.0000"	""	""	""	""	""	""	
"08/16/2017 13:30'00"	"42963.5625000000"	"  29.1000"	"  76.0000"	""	""	""	""	""	""	
"08/16/2017 13:40'00"	"42963.5694444444"	"  30.5000"	"  73.0000"	""	""	""	""	""	""	
"08/16/2017 13:50'00"	"42963.5763888889"	"  31.5000"	"  68.0000"	""	""	""	""	""	""	
"08/16/2017 14:00'00"	"42963.5833333333"	"  31.6000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 14:10'00"	"42963.5902777778"	"  31.2000"	"  68.0000"	""	""	""	""	""	""	
"08/16/2017 14:20'00"	"42963.5972222222"	"  31.0000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 14:30'00"	"42963.6041666667"	"  31.4000"	"  68.0000"	""	""	""	""	""	""	
"08/16/2017 14:40'00"	"42963.6111111111"	"  31.2000"	"  67.0000"	""	""	""	""	""	""	
"08/16/2017 14:50'00"	"42963.6180555556"	"  31.1000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 15:00'00"	"42963.6250000000"	"  30.5000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 15:10'00"	"42963.6319444444"	"  30.1000"	"  70.0000"	""	""	""	""	""	""	
"08/16/2017 15:20'00"	"42963.6388888889"	"  30.5000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 15:30'00"	"42963.6458333333"	"  30.7000"	"  68.0000"	""	""	""	""	""	""	
"08/16/2017 15:40'00"	"42963.6527777778"	"  30.8000"	"  69.0000"	""	""	""	""	""	""	
"08/16/2017 15:50'00"	"42963.6597222222"	"  30.7000"	"  70.0000"	""	""	""	""	""	""	
"08/16/2017 16:00'00"	"42963.6666666667"	"  31.1000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 16:10'00"	"42963.6736111111"	"  31.1000"	"  68.0000"	""	""	""	""	""	""	
"08/16/2017 16:20'00"	"42963.6805555556"	"  31.6000"	"  65.0000"	""	""	""	""	""	""	
"08/16/2017 16:30'00"	"42963.6875000000"	"  32.0000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 16:40'00"	"42963.6944444444"	"  32.1000"	"  65.0000"	""	""	""	""	""	""	
"08/16/2017 16:50'00"	"42963.7013888889"	"  31.7000"	"  66.0000"	""	""	""	""	""	""	
"08/16/2017 17:00'00"	"42963.7083333333"	"  31.7000"	"  65.0000"	""	""	""	""	""	""	
"08/16/2017 17:10'00"	"42963.7152777778"	"  31.2000"	"  64.0000"	""	""	""	""	""	""	
"08/16/2017 17:20'00"	"42963.7222222222"	"  29.5000"	"  71.0000"	""	""	""	""	""	""	
"08/16/2017 17:30'00"	"42963.7291666667"	"  28.8000"	"  74.0000"	""	""	""	""	""	""	
"08/16/2017 17:40'00"	"42963.7361111111"	"  28.5000"	"  75.0000"	""	""	""	""	""	""	
"08/16/2017 17:50'00"	"42963.7430555556"	"  28.1000"	"  76.0000"	""	""	""	""	""	""	
"08/16/2017 18:00'00"	"42963.7500000000"	"  27.9000"	"  77.0000"	""	""	""	""	""	""	
"08/16/2017 18:10'00"	"42963.7569444444"	"  27.7000"	"  78.0000"	""	""	""	""	""	""	
"08/16/2017 18:20'00"	"42963.7638888889"	"  27.6000"	"  82.0000"	""	""	""	""	""	""	
"08/16/2017 18:30'00"	"42963.7708333333"	"  27.3000"	"  81.0000"	""	""	""	""	""	""	
"08/16/2017 18:40'00"	"42963.7777777778"	"  27.2000"	"  82.0000"	""	""	""	""	""	""	
"08/16/2017 18:50'00"	"42963.7847222222"	"  27.1000"	"  85.0000"	""	""	""	""	""	""	
"08/16/2017 19:00'00"	"42963.7916666667"	"  26.9000"	"  86.0000"	""	""	""	""	""	""	
"08/16/2017 19:10'00"	"42963.7986111111"	"  26.7000"	"  86.0000"	""	""	""	""	""	""	
"08/16/2017 19:20'00"	"42963.8055555556"	"  26.6000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 19:30'00"	"42963.8125000000"	"  26.5000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 19:40'00"	"42963.8194444444"	"  26.4000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 19:50'00"	"42963.8263888889"	"  26.4000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 20:00'00"	"42963.8333333333"	"  26.3000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 20:10'00"	"42963.8402777778"	"  26.3000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 20:20'00"	"42963.8472222222"	"  26.2000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 20:30'00"	"42963.8541666667"	"  26.2000"	"  86.0000"	""	""	""	""	""	""	
"08/16/2017 20:40'00"	"42963.8611111111"	"  26.2000"	"  86.0000"	""	""	""	""	""	""	
"08/16/2017 20:50'00"	"42963.8680555556"	"  26.1000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 21:00'00"	"42963.8750000000"	"  26.1000"	"  86.0000"	""	""	""	""	""	""	
"08/16/2017 21:10'00"	"42963.8819444444"	"  26.0000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 21:20'00"	"42963.8888888889"	"  26.0000"	"  87.0000"	""	""	""	""	""	""	
"08/16/2017 21:30'00"	"42963.8958333333"	"  26.0000"	"  89.0000"	""	""	""	""	""	""	
"08/16/2017 21:40'00"	"42963.9027777778"	"  25.8000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 21:50'00"	"42963.9097222222"	"  25.8000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 22:00'00"	"42963.9166666667"	"  25.8000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 22:10'00"	"42963.9236111111"	"  25.8000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 22:20'00"	"42963.9305555556"	"  25.8000"	"  89.0000"	""	""	""	""	""	""	
"08/16/2017 22:30'00"	"42963.9375000000"	"  25.8000"	"  88.0000"	""	""	""	""	""	""	
"08/16/2017 22:40'00"	"42963.9444444444"	"  25.8000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 22:50'00"	"42963.9513888889"	"  25.7000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 23:00'00"	"42963.9583333333"	"  25.7000"	"  93.0000"	""	""	""	""	""	""	
"08/16/2017 23:10'00"	"42963.9652777778"	"  25.6000"	"  92.0000"	""	""	""	""	""	""	
"08/16/2017 23:20'00"	"42963.9722222222"	"  25.6000"	"  90.0000"	""	""	""	""	""	""	
"08/16/2017 23:30'00"	"42963.9791666667"	"  25.6000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 23:40'00"	"42963.9861111111"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/16/2017 23:50'00"	"42963.9930555556"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 00:00'00"	"42964.0000000000"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 00:10'00"	"42964.0069444444"	"  25.5000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 00:20'00"	"42964.0138888889"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 00:30'00"	"42964.0208333333"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 00:40'00"	"42964.0277777778"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 00:50'00"	"42964.0347222222"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 01:00'00"	"42964.0416666667"	"  25.4000"	"  93.0000"	""	""	""	""	""	""	
"08/17/2017 01:10'00"	"42964.0486111111"	"  25.3000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 01:20'00"	"42964.0555555556"	"  25.4000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 01:30'00"	"42964.0625000000"	"  25.4000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 01:40'00"	"42964.0694444444"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 01:50'00"	"42964.0763888889"	"  25.4000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 02:00'00"	"42964.0833333333"	"  25.3000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 02:10'00"	"42964.0902777778"	"  25.3000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 02:20'00"	"42964.0972222222"	"  25.3000"	"  94.0000"	""	""	""	""	""	""	
"08/17/2017 02:30'00"	"42964.1041666667"	"  25.2000"	"  94.0000"	""	""	""	""	""	""	
"08/17/2017 02:40'00"	"42964.1111111111"	"  25.2000"	"  95.0000"	""	""	""	""	""	""	
"08/17/2017 02:50'00"	"42964.1180555556"	"  25.2000"	"  96.0000"	""	""	""	""	""	""	
"08/17/2017 03:00'00"	"42964.1250000000"	"  25.2000"	"  96.0000"	""	""	""	""	""	""	
"08/17/2017 03:10'00"	"42964.1319444444"	"  25.3000"	"  96.0000"	""	""	""	""	""	""	
"08/17/2017 03:20'00"	"42964.1388888889"	"  25.2000"	"  96.0000"	""	""	""	""	""	""	
"08/17/2017 03:30'00"	"42964.1458333333"	"  25.2000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 03:40'00"	"42964.1527777778"	"  25.2000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 03:50'00"	"42964.1597222222"	"  25.2000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 04:00'00"	"42964.1666666667"	"  25.1000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 04:10'00"	"42964.1736111111"	"  25.1000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 04:20'00"	"42964.1805555556"	"  25.1000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 04:30'00"	"42964.1875000000"	"  25.1000"	"  98.0000"	""	""	""	""	""	""	
"08/17/2017 04:40'00"	"42964.1944444444"	"  25.1000"	"  98.0000"	""	""	""	""	""	""	
"08/17/2017 04:50'00"	"42964.2013888889"	"  25.0000"	"  98.0000"	""	""	""	""	""	""	
"08/17/2017 05:00'00"	"42964.2083333333"	"  24.9000"	"  98.0000"	""	""	""	""	""	""	
"08/17/2017 05:10'00"	"42964.2152777778"	"  24.9000"	"  98.0000"	""	""	""	""	""	""	
"08/17/2017 05:20'00"	"42964.2222222222"	"  24.9000"	"  98.0000"	""	""	""	""	""	""	
"08/17/2017 05:30'00"	"42964.2291666667"	"  25.0000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 05:40'00"	"42964.2361111111"	"  25.0000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 05:50'00"	"42964.2430555556"	"  25.1000"	"  97.0000"	""	""	""	""	""	""	
"08/17/2017 06:00'00"	"42964.2500000000"	"  25.2000"	"  96.0000"	""	""	""	""	""	""	
"08/17/2017 06:10'00"	"42964.2569444444"	"  25.4000"	"  96.0000"	""	""	""	""	""	""	
"08/17/2017 06:20'00"	"42964.2638888889"	"  25.5000"	"  95.0000"	""	""	""	""	""	""	
"08/17/2017 06:30'00"	"42964.2708333333"	"  25.5000"	"  93.0000"	""	""	""	""	""	""	
"08/17/2017 06:40'00"	"42964.2777777778"	"  25.7000"	"  92.0000"	""	""	""	""	""	""	
"08/17/2017 06:50'00"	"42964.2847222222"	"  25.9000"	"  91.0000"	""	""	""	""	""	""	
"08/17/2017 07:00'00"	"42964.2916666667"	"  26.0000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 07:10'00"	"42964.2986111111"	"  26.2000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 07:20'00"	"42964.3055555556"	"  26.6000"	"  88.0000"	""	""	""	""	""	""	
"08/17/2017 07:30'00"	"42964.3125000000"	"  26.9000"	"  87.0000"	""	""	""	""	""	""	
"08/17/2017 07:40'00"	"42964.3194444444"	"  27.2000"	"  84.0000"	""	""	""	""	""	""	
"08/17/2017 07:50'00"	"42964.3263888889"	"  28.0000"	"  83.0000"	""	""	""	""	""	""	
"08/17/2017 08:00'00"	"42964.3333333333"	"  28.5000"	"  81.0000"	""	""	""	""	""	""	
"08/17/2017 08:10'00"	"42964.3402777778"	"  28.7000"	"  81.0000"	""	""	""	""	""	""	
"08/17/2017 08:20'00"	"42964.3472222222"	"  28.5000"	"  82.0000"	""	""	""	""	""	""	
"08/17/2017 08:30'00"	"42964.3541666667"	"  28.7000"	"  82.0000"	""	""	""	""	""	""	
"08/17/2017 08:40'00"	"42964.3611111111"	"  28.8000"	"  81.0000"	""	""	""	""	""	""	
"08/17/2017 08:50'00"	"42964.3680555556"	"  30.5000"	"  76.0000"	""	""	""	""	""	""	
"08/17/2017 09:00'00"	"42964.3750000000"	"  31.1000"	"  73.0000"	""	""	""	""	""	""	
"08/17/2017 09:10'00"	"42964.3819444444"	"  30.8000"	"  71.0000"	""	""	""	""	""	""	
"08/17/2017 09:20'00"	"42964.3888888889"	"  30.9000"	"  73.0000"	""	""	""	""	""	""	
"08/17/2017 09:30'00"	"42964.3958333333"	"  31.4000"	"  74.0000"	""	""	""	""	""	""	
"08/17/2017 09:40'00"	"42964.4027777778"	"  31.2000"	"  74.0000"	""	""	""	""	""	""	
"08/17/2017 09:50'00"	"42964.4097222222"	"  31.2000"	"  73.0000"	""	""	""	""	""	""	
