"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"09/19/2017 18:50'00"	"42997.7847222222"	"  23.0000"	"  89.0000"	""	""	""	""	""	""	
"09/19/2017 19:00'00"	"42997.7916666667"	"  22.9000"	"  89.0000"	""	""	""	""	""	""	
"09/19/2017 19:10'00"	"42997.7986111111"	"  22.9000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 19:20'00"	"42997.8055555556"	"  22.9000"	"  92.0000"	""	""	""	""	""	""	
"09/19/2017 19:30'00"	"42997.8125000000"	"  22.8000"	"  92.0000"	""	""	""	""	""	""	
"09/19/2017 19:40'00"	"42997.8194444444"	"  22.9000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 19:50'00"	"42997.8263888889"	"  22.8000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 20:00'00"	"42997.8333333333"	"  22.6000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 20:10'00"	"42997.8402777778"	"  22.3000"	"  92.0000"	""	""	""	""	""	""	
"09/19/2017 20:20'00"	"42997.8472222222"	"  22.4000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 20:30'00"	"42997.8541666667"	"  22.2000"	"  92.0000"	""	""	""	""	""	""	
"09/19/2017 20:40'00"	"42997.8611111111"	"  22.1000"	"  91.0000"	""	""	""	""	""	""	
"09/19/2017 20:50'00"	"42997.8680555556"	"  22.0000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 21:00'00"	"42997.8750000000"	"  22.0000"	"  89.0000"	""	""	""	""	""	""	
"09/19/2017 21:10'00"	"42997.8819444444"	"  22.0000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 21:20'00"	"42997.8888888889"	"  21.7000"	"  89.0000"	""	""	""	""	""	""	
"09/19/2017 21:30'00"	"42997.8958333333"	"  21.2000"	"  89.0000"	""	""	""	""	""	""	
"09/19/2017 21:40'00"	"42997.9027777778"	"  21.1000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 21:50'00"	"42997.9097222222"	"  21.1000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 22:00'00"	"42997.9166666667"	"  21.2000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 22:10'00"	"42997.9236111111"	"  21.1000"	"  89.0000"	""	""	""	""	""	""	
"09/19/2017 22:20'00"	"42997.9305555556"	"  20.8000"	"  90.0000"	""	""	""	""	""	""	
"09/19/2017 22:30'00"	"42997.9375000000"	"  20.7000"	"  91.0000"	""	""	""	""	""	""	
"09/19/2017 22:40'00"	"42997.9444444444"	"  20.6000"	"  92.0000"	""	""	""	""	""	""	
"09/19/2017 22:50'00"	"42997.9513888889"	"  20.5000"	"  92.0000"	""	""	""	""	""	""	
"09/19/2017 23:00'00"	"42997.9583333333"	"  20.7000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 23:10'00"	"42997.9652777778"	"  20.8000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 23:20'00"	"42997.9722222222"	"  20.8000"	"  93.0000"	""	""	""	""	""	""	
"09/19/2017 23:30'00"	"42997.9791666667"	"  20.8000"	"  94.0000"	""	""	""	""	""	""	
"09/19/2017 23:40'00"	"42997.9861111111"	"  20.9000"	"  94.0000"	""	""	""	""	""	""	
"09/19/2017 23:50'00"	"42997.9930555556"	"  20.8000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 00:00'00"	"42998.0000000000"	"  20.8000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 00:10'00"	"42998.0069444444"	"  20.8000"	"  94.0000"	""	""	""	""	""	""	
"09/20/2017 00:20'00"	"42998.0138888889"	"  20.7000"	"  92.0000"	""	""	""	""	""	""	
"09/20/2017 00:30'00"	"42998.0208333333"	"  20.8000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 00:40'00"	"42998.0277777778"	"  20.8000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 00:50'00"	"42998.0347222222"	"  20.7000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 01:00'00"	"42998.0416666667"	"  20.6000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 01:10'00"	"42998.0486111111"	"  20.6000"	"  94.0000"	""	""	""	""	""	""	
"09/20/2017 01:20'00"	"42998.0555555556"	"  20.7000"	"  94.0000"	""	""	""	""	""	""	
"09/20/2017 01:30'00"	"42998.0625000000"	"  20.6000"	"  95.0000"	""	""	""	""	""	""	
"09/20/2017 01:40'00"	"42998.0694444444"	"  20.7000"	"  95.0000"	""	""	""	""	""	""	
"09/20/2017 01:50'00"	"42998.0763888889"	"  20.6000"	"  95.0000"	""	""	""	""	""	""	
"09/20/2017 02:00'00"	"42998.0833333333"	"  20.3000"	"  95.0000"	""	""	""	""	""	""	
"09/20/2017 02:10'00"	"42998.0902777778"	"  20.4000"	"  96.0000"	""	""	""	""	""	""	
"09/20/2017 02:20'00"	"42998.0972222222"	"  20.5000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 02:30'00"	"42998.1041666667"	"  20.5000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 02:40'00"	"42998.1111111111"	"  20.5000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 02:50'00"	"42998.1180555556"	"  20.3000"	"  96.0000"	""	""	""	""	""	""	
"09/20/2017 03:00'00"	"42998.1250000000"	"  20.3000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 03:10'00"	"42998.1319444444"	"  20.3000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 03:20'00"	"42998.1388888889"	"  20.3000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 03:30'00"	"42998.1458333333"	"  20.2000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 03:40'00"	"42998.1527777778"	"  20.2000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 03:50'00"	"42998.1597222222"	"  20.3000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 04:00'00"	"42998.1666666667"	"  20.3000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 04:10'00"	"42998.1736111111"	"  20.2000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 04:20'00"	"42998.1805555556"	"  20.2000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 04:30'00"	"42998.1875000000"	"  20.1000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 04:40'00"	"42998.1944444444"	"  20.0000"	"  97.0000"	""	""	""	""	""	""	
"09/20/2017 04:50'00"	"42998.2013888889"	"  20.0000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 05:00'00"	"42998.2083333333"	"  20.1000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 05:10'00"	"42998.2152777778"	"  20.1000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 05:20'00"	"42998.2222222222"	"  20.3000"	"  99.0000"	""	""	""	""	""	""	
"09/20/2017 05:30'00"	"42998.2291666667"	"  20.2000"	"  99.0000"	""	""	""	""	""	""	
"09/20/2017 05:40'00"	"42998.2361111111"	"  20.2000"	"  99.0000"	""	""	""	""	""	""	
"09/20/2017 05:50'00"	"42998.2430555556"	"  20.1000"	"  99.0000"	""	""	""	""	""	""	
"09/20/2017 06:00'00"	"42998.2500000000"	"  20.2000"	"  99.0000"	""	""	""	""	""	""	
"09/20/2017 06:10'00"	"42998.2569444444"	"  20.3000"	"  99.0000"	""	""	""	""	""	""	
"09/20/2017 06:20'00"	"42998.2638888889"	"  20.7000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 06:30'00"	"42998.2708333333"	"  20.9000"	"  98.0000"	""	""	""	""	""	""	
"09/20/2017 06:40'00"	"42998.2777777778"	"  21.2000"	"  96.0000"	""	""	""	""	""	""	
"09/20/2017 06:50'00"	"42998.2847222222"	"  21.5000"	"  95.0000"	""	""	""	""	""	""	
"09/20/2017 07:00'00"	"42998.2916666667"	"  21.5000"	"  92.0000"	""	""	""	""	""	""	
"09/20/2017 07:10'00"	"42998.2986111111"	"  21.8000"	"  94.0000"	""	""	""	""	""	""	
"09/20/2017 07:20'00"	"42998.3055555556"	"  22.0000"	"  92.0000"	""	""	""	""	""	""	
"09/20/2017 07:30'00"	"42998.3125000000"	"  22.4000"	"  92.0000"	""	""	""	""	""	""	
"09/20/2017 07:40'00"	"42998.3194444444"	"  22.5000"	"  89.0000"	""	""	""	""	""	""	
"09/20/2017 07:50'00"	"42998.3263888889"	"  22.7000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 08:00'00"	"42998.3333333333"	"  23.0000"	"  86.0000"	""	""	""	""	""	""	
"09/20/2017 08:10'00"	"42998.3402777778"	"  23.2000"	"  83.0000"	""	""	""	""	""	""	
"09/20/2017 08:20'00"	"42998.3472222222"	"  23.4000"	"  82.0000"	""	""	""	""	""	""	
"09/20/2017 08:30'00"	"42998.3541666667"	"  23.7000"	"  80.0000"	""	""	""	""	""	""	
"09/20/2017 08:40'00"	"42998.3611111111"	"  23.5000"	"  80.0000"	""	""	""	""	""	""	
"09/20/2017 08:50'00"	"42998.3680555556"	"  23.9000"	"  78.0000"	""	""	""	""	""	""	
"09/20/2017 09:00'00"	"42998.3750000000"	"  24.6000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 09:10'00"	"42998.3819444444"	"  24.8000"	"  74.0000"	""	""	""	""	""	""	
"09/20/2017 09:20'00"	"42998.3888888889"	"  24.8000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 09:30'00"	"42998.3958333333"	"  25.1000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 09:40'00"	"42998.4027777778"	"  25.7000"	"  71.0000"	""	""	""	""	""	""	
"09/20/2017 09:50'00"	"42998.4097222222"	"  26.7000"	"  69.0000"	""	""	""	""	""	""	
"09/20/2017 10:00'00"	"42998.4166666667"	"  28.1000"	"  63.0000"	""	""	""	""	""	""	
"09/20/2017 10:10'00"	"42998.4236111111"	"  28.6000"	"  60.0000"	""	""	""	""	""	""	
"09/20/2017 10:20'00"	"42998.4305555556"	"  29.1000"	"  60.0000"	""	""	""	""	""	""	
"09/20/2017 10:30'00"	"42998.4375000000"	"  29.6000"	"  55.0000"	""	""	""	""	""	""	
"09/20/2017 10:40'00"	"42998.4444444444"	"  29.9000"	"  57.0000"	""	""	""	""	""	""	
"09/20/2017 10:50'00"	"42998.4513888889"	"  29.2000"	"  56.0000"	""	""	""	""	""	""	
"09/20/2017 11:00'00"	"42998.4583333333"	"  28.2000"	"  62.0000"	""	""	""	""	""	""	
"09/20/2017 11:10'00"	"42998.4652777778"	"  27.6000"	"  62.0000"	""	""	""	""	""	""	
"09/20/2017 11:20'00"	"42998.4722222222"	"  27.0000"	"  68.0000"	""	""	""	""	""	""	
"09/20/2017 11:30'00"	"42998.4791666667"	"  26.7000"	"  68.0000"	""	""	""	""	""	""	
"09/20/2017 11:40'00"	"42998.4861111111"	"  26.4000"	"  74.0000"	""	""	""	""	""	""	
"09/20/2017 11:50'00"	"42998.4930555556"	"  26.0000"	"  81.0000"	""	""	""	""	""	""	
"09/20/2017 12:00'00"	"42998.5000000000"	"  25.4000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 12:10'00"	"42998.5069444444"	"  24.4000"	"  87.0000"	""	""	""	""	""	""	
"09/20/2017 12:20'00"	"42998.5138888889"	"  24.3000"	"  91.0000"	""	""	""	""	""	""	
"09/20/2017 12:30'00"	"42998.5208333333"	"  24.3000"	"  92.0000"	""	""	""	""	""	""	
"09/20/2017 12:40'00"	"42998.5277777778"	"  24.3000"	"  90.0000"	""	""	""	""	""	""	
"09/20/2017 12:50'00"	"42998.5347222222"	"  24.8000"	"  88.0000"	""	""	""	""	""	""	
"09/20/2017 13:00'00"	"42998.5416666667"	"  25.2000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 13:10'00"	"42998.5486111111"	"  25.8000"	"  79.0000"	""	""	""	""	""	""	
"09/20/2017 13:20'00"	"42998.5555555556"	"  26.5000"	"  72.0000"	""	""	""	""	""	""	
"09/20/2017 13:30'00"	"42998.5625000000"	"  25.3000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 13:40'00"	"42998.5694444444"	"  24.6000"	"  93.0000"	""	""	""	""	""	""	
"09/20/2017 13:50'00"	"42998.5763888889"	"  24.8000"	"  96.0000"	""	""	""	""	""	""	
"09/20/2017 14:00'00"	"42998.5833333333"	"  24.6000"	"  92.0000"	""	""	""	""	""	""	
"09/20/2017 14:10'00"	"42998.5902777778"	"  25.3000"	"  89.0000"	""	""	""	""	""	""	
"09/20/2017 14:20'00"	"42998.5972222222"	"  27.0000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 14:30'00"	"42998.6041666667"	"  27.3000"	"  64.0000"	""	""	""	""	""	""	
"09/20/2017 14:40'00"	"42998.6111111111"	"  28.2000"	"  63.0000"	""	""	""	""	""	""	
"09/20/2017 14:50'00"	"42998.6180555556"	"  28.5000"	"  64.0000"	""	""	""	""	""	""	
"09/20/2017 15:00'00"	"42998.6250000000"	"  27.9000"	"  62.0000"	""	""	""	""	""	""	
"09/20/2017 15:10'00"	"42998.6319444444"	"  27.5000"	"  62.0000"	""	""	""	""	""	""	
"09/20/2017 15:20'00"	"42998.6388888889"	"  26.9000"	"  61.0000"	""	""	""	""	""	""	
"09/20/2017 15:30'00"	"42998.6458333333"	"  26.5000"	"  63.0000"	""	""	""	""	""	""	
"09/20/2017 15:40'00"	"42998.6527777778"	"  26.3000"	"  66.0000"	""	""	""	""	""	""	
"09/20/2017 15:50'00"	"42998.6597222222"	"  25.8000"	"  69.0000"	""	""	""	""	""	""	
"09/20/2017 16:00'00"	"42998.6666666667"	"  25.6000"	"  72.0000"	""	""	""	""	""	""	
"09/20/2017 16:10'00"	"42998.6736111111"	"  25.5000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 16:20'00"	"42998.6805555556"	"  25.4000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 16:30'00"	"42998.6875000000"	"  25.3000"	"  75.0000"	""	""	""	""	""	""	
"09/20/2017 16:40'00"	"42998.6944444444"	"  25.0000"	"  75.0000"	""	""	""	""	""	""	
"09/20/2017 16:50'00"	"42998.7013888889"	"  24.8000"	"  78.0000"	""	""	""	""	""	""	
"09/20/2017 17:00'00"	"42998.7083333333"	"  24.6000"	"  80.0000"	""	""	""	""	""	""	
"09/20/2017 17:10'00"	"42998.7152777778"	"  24.4000"	"  83.0000"	""	""	""	""	""	""	
"09/20/2017 17:20'00"	"42998.7222222222"	"  24.2000"	"  82.0000"	""	""	""	""	""	""	
"09/20/2017 17:30'00"	"42998.7291666667"	"  24.0000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 17:40'00"	"42998.7361111111"	"  23.7000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 17:50'00"	"42998.7430555556"	"  23.6000"	"  83.0000"	""	""	""	""	""	""	
"09/20/2017 18:00'00"	"42998.7500000000"	"  23.3000"	"  83.0000"	""	""	""	""	""	""	
"09/20/2017 18:10'00"	"42998.7569444444"	"  23.2000"	"  86.0000"	""	""	""	""	""	""	
"09/20/2017 18:20'00"	"42998.7638888889"	"  22.9000"	"  86.0000"	""	""	""	""	""	""	
"09/20/2017 18:30'00"	"42998.7708333333"	"  22.7000"	"  86.0000"	""	""	""	""	""	""	
"09/20/2017 18:40'00"	"42998.7777777778"	"  22.5000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 18:50'00"	"42998.7847222222"	"  22.4000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 19:00'00"	"42998.7916666667"	"  22.3000"	"  83.0000"	""	""	""	""	""	""	
"09/20/2017 19:10'00"	"42998.7986111111"	"  22.5000"	"  82.0000"	""	""	""	""	""	""	
"09/20/2017 19:20'00"	"42998.8055555556"	"  22.6000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 19:30'00"	"42998.8125000000"	"  22.8000"	"  87.0000"	""	""	""	""	""	""	
"09/20/2017 19:40'00"	"42998.8194444444"	"  22.9000"	"  87.0000"	""	""	""	""	""	""	
"09/20/2017 19:50'00"	"42998.8263888889"	"  23.1000"	"  86.0000"	""	""	""	""	""	""	
"09/20/2017 20:00'00"	"42998.8333333333"	"  23.2000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 20:10'00"	"42998.8402777778"	"  23.3000"	"  75.0000"	""	""	""	""	""	""	
"09/20/2017 20:20'00"	"42998.8472222222"	"  23.3000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 20:30'00"	"42998.8541666667"	"  23.1000"	"  74.0000"	""	""	""	""	""	""	
"09/20/2017 20:40'00"	"42998.8611111111"	"  22.9000"	"  75.0000"	""	""	""	""	""	""	
"09/20/2017 20:50'00"	"42998.8680555556"	"  22.9000"	"  75.0000"	""	""	""	""	""	""	
"09/20/2017 21:00'00"	"42998.8750000000"	"  22.8000"	"  79.0000"	""	""	""	""	""	""	
"09/20/2017 21:10'00"	"42998.8819444444"	"  22.6000"	"  81.0000"	""	""	""	""	""	""	
"09/20/2017 21:20'00"	"42998.8888888889"	"  22.5000"	"  83.0000"	""	""	""	""	""	""	
"09/20/2017 21:30'00"	"42998.8958333333"	"  22.4000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 21:40'00"	"42998.9027777778"	"  22.4000"	"  85.0000"	""	""	""	""	""	""	
"09/20/2017 21:50'00"	"42998.9097222222"	"  22.3000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 22:00'00"	"42998.9166666667"	"  22.2000"	"  84.0000"	""	""	""	""	""	""	
"09/20/2017 22:10'00"	"42998.9236111111"	"  22.1000"	"  80.0000"	""	""	""	""	""	""	
"09/20/2017 22:20'00"	"42998.9305555556"	"  22.0000"	"  78.0000"	""	""	""	""	""	""	
"09/20/2017 22:30'00"	"42998.9375000000"	"  22.1000"	"  76.0000"	""	""	""	""	""	""	
"09/20/2017 22:40'00"	"42998.9444444444"	"  22.0000"	"  75.0000"	""	""	""	""	""	""	
"09/20/2017 22:50'00"	"42998.9513888889"	"  21.8000"	"  76.0000"	""	""	""	""	""	""	
"09/20/2017 23:00'00"	"42998.9583333333"	"  21.8000"	"  73.0000"	""	""	""	""	""	""	
"09/20/2017 23:10'00"	"42998.9652777778"	"  21.7000"	"  71.0000"	""	""	""	""	""	""	
"09/20/2017 23:20'00"	"42998.9722222222"	"  21.7000"	"  70.0000"	""	""	""	""	""	""	
"09/20/2017 23:30'00"	"42998.9791666667"	"  21.8000"	"  66.0000"	""	""	""	""	""	""	
"09/20/2017 23:40'00"	"42998.9861111111"	"  21.6000"	"  67.0000"	""	""	""	""	""	""	
"09/20/2017 23:50'00"	"42998.9930555556"	"  21.5000"	"  70.0000"	""	""	""	""	""	""	
"09/21/2017 00:00'00"	"42999.0000000000"	"  21.5000"	"  66.0000"	""	""	""	""	""	""	
"09/21/2017 00:10'00"	"42999.0069444444"	"  21.5000"	"  66.0000"	""	""	""	""	""	""	
"09/21/2017 00:20'00"	"42999.0138888889"	"  21.4000"	"  67.0000"	""	""	""	""	""	""	
"09/21/2017 00:30'00"	"42999.0208333333"	"  21.3000"	"  66.0000"	""	""	""	""	""	""	
"09/21/2017 00:40'00"	"42999.0277777778"	"  21.4000"	"  64.0000"	""	""	""	""	""	""	
"09/21/2017 00:50'00"	"42999.0347222222"	"  21.2000"	"  63.0000"	""	""	""	""	""	""	
"09/21/2017 01:00'00"	"42999.0416666667"	"  21.4000"	"  60.0000"	""	""	""	""	""	""	
"09/21/2017 01:10'00"	"42999.0486111111"	"  21.2000"	"  63.0000"	""	""	""	""	""	""	
"09/21/2017 01:20'00"	"42999.0555555556"	"  21.0000"	"  64.0000"	""	""	""	""	""	""	
"09/21/2017 01:30'00"	"42999.0625000000"	"  21.0000"	"  65.0000"	""	""	""	""	""	""	
"09/21/2017 01:40'00"	"42999.0694444444"	"  20.9000"	"  66.0000"	""	""	""	""	""	""	
"09/21/2017 01:50'00"	"42999.0763888889"	"  20.8000"	"  66.0000"	""	""	""	""	""	""	
"09/21/2017 02:00'00"	"42999.0833333333"	"  20.7000"	"  71.0000"	""	""	""	""	""	""	
"09/21/2017 02:10'00"	"42999.0902777778"	"  20.6000"	"  68.0000"	""	""	""	""	""	""	
"09/21/2017 02:20'00"	"42999.0972222222"	"  20.5000"	"  69.0000"	""	""	""	""	""	""	
"09/21/2017 02:30'00"	"42999.1041666667"	"  20.5000"	"  71.0000"	""	""	""	""	""	""	
"09/21/2017 02:40'00"	"42999.1111111111"	"  20.3000"	"  68.0000"	""	""	""	""	""	""	
"09/21/2017 02:50'00"	"42999.1180555556"	"  20.2000"	"  71.0000"	""	""	""	""	""	""	
"09/21/2017 03:00'00"	"42999.1250000000"	"  20.0000"	"  72.0000"	""	""	""	""	""	""	
"09/21/2017 03:10'00"	"42999.1319444444"	"  19.9000"	"  73.0000"	""	""	""	""	""	""	
"09/21/2017 03:20'00"	"42999.1388888889"	"  19.8000"	"  74.0000"	""	""	""	""	""	""	
"09/21/2017 03:30'00"	"42999.1458333333"	"  19.8000"	"  74.0000"	""	""	""	""	""	""	
"09/21/2017 03:40'00"	"42999.1527777778"	"  20.0000"	"  72.0000"	""	""	""	""	""	""	
"09/21/2017 03:50'00"	"42999.1597222222"	"  20.0000"	"  73.0000"	""	""	""	""	""	""	
"09/21/2017 04:00'00"	"42999.1666666667"	"  20.0000"	"  72.0000"	""	""	""	""	""	""	
"09/21/2017 04:10'00"	"42999.1736111111"	"  19.9000"	"  72.0000"	""	""	""	""	""	""	
"09/21/2017 04:20'00"	"42999.1805555556"	"  19.7000"	"  75.0000"	""	""	""	""	""	""	
"09/21/2017 04:30'00"	"42999.1875000000"	"  19.6000"	"  76.0000"	""	""	""	""	""	""	
"09/21/2017 04:40'00"	"42999.1944444444"	"  19.6000"	"  78.0000"	""	""	""	""	""	""	
"09/21/2017 04:50'00"	"42999.2013888889"	"  19.5000"	"  78.0000"	""	""	""	""	""	""	
"09/21/2017 05:00'00"	"42999.2083333333"	"  19.5000"	"  78.0000"	""	""	""	""	""	""	
"09/21/2017 05:10'00"	"42999.2152777778"	"  19.4000"	"  77.0000"	""	""	""	""	""	""	
"09/21/2017 05:20'00"	"42999.2222222222"	"  19.4000"	"  78.0000"	""	""	""	""	""	""	
"09/21/2017 05:30'00"	"42999.2291666667"	"  19.4000"	"  78.0000"	""	""	""	""	""	""	
"09/21/2017 05:40'00"	"42999.2361111111"	"  19.2000"	"  80.0000"	""	""	""	""	""	""	
"09/21/2017 05:50'00"	"42999.2430555556"	"  19.2000"	"  81.0000"	""	""	""	""	""	""	
"09/21/2017 06:00'00"	"42999.2500000000"	"  19.1000"	"  82.0000"	""	""	""	""	""	""	
"09/21/2017 06:10'00"	"42999.2569444444"	"  19.1000"	"  83.0000"	""	""	""	""	""	""	
"09/21/2017 06:20'00"	"42999.2638888889"	"  19.2000"	"  83.0000"	""	""	""	""	""	""	
"09/21/2017 06:30'00"	"42999.2708333333"	"  19.2000"	"  82.0000"	""	""	""	""	""	""	
"09/21/2017 06:40'00"	"42999.2777777778"	"  19.3000"	"  82.0000"	""	""	""	""	""	""	
"09/21/2017 06:50'00"	"42999.2847222222"	"  19.5000"	"  79.0000"	""	""	""	""	""	""	
"09/21/2017 07:00'00"	"42999.2916666667"	"  19.7000"	"  79.0000"	""	""	""	""	""	""	
"09/21/2017 07:10'00"	"42999.2986111111"	"  20.0000"	"  78.0000"	""	""	""	""	""	""	
"09/21/2017 07:20'00"	"42999.3055555556"	"  20.5000"	"  73.0000"	""	""	""	""	""	""	
"09/21/2017 07:30'00"	"42999.3125000000"	"  20.7000"	"  71.0000"	""	""	""	""	""	""	
"09/21/2017 07:40'00"	"42999.3194444444"	"  21.0000"	"  70.0000"	""	""	""	""	""	""	
"09/21/2017 07:50'00"	"42999.3263888889"	"  21.5000"	"  65.0000"	""	""	""	""	""	""	
"09/21/2017 08:00'00"	"42999.3333333333"	"  22.1000"	"  67.0000"	""	""	""	""	""	""	
"09/21/2017 08:10'00"	"42999.3402777778"	"  22.8000"	"  60.0000"	""	""	""	""	""	""	
"09/21/2017 08:20'00"	"42999.3472222222"	"  23.7000"	"  57.0000"	""	""	""	""	""	""	
"09/21/2017 08:30'00"	"42999.3541666667"	"  20.0000"	"  96.0000"	""	""	""	""	""	""	
"09/21/2017 08:40'00"	"42999.3611111111"	"  22.2000"	"  81.0000"	""	""	""	""	""	""	
"09/21/2017 08:50'00"	"42999.3680555556"	"  24.5000"	"  62.0000"	""	""	""	""	""	""	
"09/21/2017 09:00'00"	"42999.3750000000"	"  24.2000"	"  61.0000"	""	""	""	""	""	""	
"09/21/2017 09:10'00"	"42999.3819444444"	"  24.7000"	"  59.0000"	""	""	""	""	""	""	
"09/21/2017 09:20'00"	"42999.3888888889"	"  25.1000"	"  55.0000"	""	""	""	""	""	""	
"09/21/2017 09:30'00"	"42999.3958333333"	"  25.6000"	"  54.0000"	""	""	""	""	""	""	
"09/21/2017 09:40'00"	"42999.4027777778"	"  26.3000"	"  52.0000"	""	""	""	""	""	""	
"09/21/2017 09:50'00"	"42999.4097222222"	"  27.3000"	"  51.0000"	""	""	""	""	""	""	
"09/21/2017 10:00'00"	"42999.4166666667"	"  26.3000"	"  49.0000"	""	""	""	""	""	""	
"09/21/2017 10:10'00"	"42999.4236111111"	"  26.8000"	"  49.0000"	""	""	""	""	""	""	
"09/21/2017 10:20'00"	"42999.4305555556"	"  26.8000"	"  49.0000"	""	""	""	""	""	""	
"09/21/2017 10:30'00"	"42999.4375000000"	"  28.5000"	"  45.0000"	""	""	""	""	""	""	
"09/21/2017 10:40'00"	"42999.4444444444"	"  28.2000"	"  46.0000"	""	""	""	""	""	""	
"09/21/2017 10:50'00"	"42999.4513888889"	"  27.6000"	"  49.0000"	""	""	""	""	""	""	
"09/21/2017 11:00'00"	"42999.4583333333"	"  29.0000"	"  44.0000"	""	""	""	""	""	""	
"09/21/2017 11:10'00"	"42999.4652777778"	"  29.6000"	"  45.0000"	""	""	""	""	""	""	
"09/21/2017 11:20'00"	"42999.4722222222"	"  30.4000"	"  43.0000"	""	""	""	""	""	""	
"09/21/2017 11:30'00"	"42999.4791666667"	"  30.7000"	"  44.0000"	""	""	""	""	""	""	
"09/21/2017 11:40'00"	"42999.4861111111"	"  31.1000"	"  43.0000"	""	""	""	""	""	""	
"09/21/2017 11:50'00"	"42999.4930555556"	"  31.5000"	"  42.0000"	""	""	""	""	""	""	
"09/21/2017 12:00'00"	"42999.5000000000"	"  31.2000"	"  42.0000"	""	""	""	""	""	""	
"09/21/2017 12:10'00"	"42999.5069444444"	"  30.7000"	"  44.0000"	""	""	""	""	""	""	
"09/21/2017 12:20'00"	"42999.5138888889"	"  31.5000"	"  41.0000"	""	""	""	""	""	""	
"09/21/2017 12:30'00"	"42999.5208333333"	"  31.9000"	"  42.0000"	""	""	""	""	""	""	
"09/21/2017 12:40'00"	"42999.5277777778"	"  31.7000"	"  42.0000"	""	""	""	""	""	""	
"09/21/2017 12:50'00"	"42999.5347222222"	"  31.9000"	"  39.0000"	""	""	""	""	""	""	
"09/21/2017 13:00'00"	"42999.5416666667"	"  31.9000"	"  42.0000"	""	""	""	""	""	""	
"09/21/2017 13:10'00"	"42999.5486111111"	"  32.4000"	"  40.0000"	""	""	""	""	""	""	
"09/21/2017 13:20'00"	"42999.5555555556"	"  32.7000"	"  40.0000"	""	""	""	""	""	""	
"09/21/2017 13:30'00"	"42999.5625000000"	"  32.6000"	"  39.0000"	""	""	""	""	""	""	
