"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"01/03/2017 09:20'00"	"42738.3888888889"	"  15.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 09:30'00"	"42738.3958333333"	"  16.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 09:40'00"	"42738.4027777778"	"  19.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 09:50'00"	"42738.4097222222"	"  20.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 10:00'00"	"42738.4166666667"	"  19.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 10:10'00"	"42738.4236111111"	"  19.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 10:20'00"	"42738.4305555556"	"  20.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 10:30'00"	"42738.4375000000"	"  20.2000"	"  88.0000"	""	""	""	""	""	""	
"01/03/2017 10:40'00"	"42738.4444444444"	"  18.4000"	"  79.0000"	""	""	""	""	""	""	
"01/03/2017 10:50'00"	"42738.4513888889"	"  17.4000"	"  80.0000"	""	""	""	""	""	""	
"01/03/2017 11:00'00"	"42738.4583333333"	"  17.0000"	"  84.0000"	""	""	""	""	""	""	
"01/03/2017 11:10'00"	"42738.4652777778"	"  16.6000"	"  84.0000"	""	""	""	""	""	""	
"01/03/2017 11:20'00"	"42738.4722222222"	"  16.3000"	"  86.0000"	""	""	""	""	""	""	
"01/03/2017 11:30'00"	"42738.4791666667"	"  17.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 11:40'00"	"42738.4861111111"	"  18.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 11:50'00"	"42738.4930555556"	"  19.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 12:00'00"	"42738.5000000000"	"  20.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 12:10'00"	"42738.5069444444"	"  20.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 12:20'00"	"42738.5138888889"	"  19.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 12:30'00"	"42738.5208333333"	"  19.3000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 12:40'00"	"42738.5277777778"	"  19.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 12:50'00"	"42738.5347222222"	"  21.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 13:00'00"	"42738.5416666667"	"  23.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 13:10'00"	"42738.5486111111"	"  25.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 13:20'00"	"42738.5555555556"	"  26.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 13:30'00"	"42738.5625000000"	"  26.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 13:40'00"	"42738.5694444444"	"  27.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 13:50'00"	"42738.5763888889"	"  26.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 14:00'00"	"42738.5833333333"	"  24.7000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 14:10'00"	"42738.5902777778"	"  24.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 14:20'00"	"42738.5972222222"	"  24.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 14:30'00"	"42738.6041666667"	"  24.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 14:40'00"	"42738.6111111111"	"  23.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 14:50'00"	"42738.6180555556"	"  22.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 15:00'00"	"42738.6250000000"	"  22.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 15:10'00"	"42738.6319444444"	"  21.1000"	"  94.0000"	""	""	""	""	""	""	
"01/03/2017 15:20'00"	"42738.6388888889"	"  19.7000"	"  84.0000"	""	""	""	""	""	""	
"01/03/2017 15:30'00"	"42738.6458333333"	"  18.8000"	"  84.0000"	""	""	""	""	""	""	
"01/03/2017 15:40'00"	"42738.6527777778"	"  18.0000"	"  84.0000"	""	""	""	""	""	""	
"01/03/2017 15:50'00"	"42738.6597222222"	"  17.3000"	"  86.0000"	""	""	""	""	""	""	
"01/03/2017 16:00'00"	"42738.6666666667"	"  16.7000"	"  87.0000"	""	""	""	""	""	""	
"01/03/2017 16:10'00"	"42738.6736111111"	"  15.9000"	"  89.0000"	""	""	""	""	""	""	
"01/03/2017 16:20'00"	"42738.6805555556"	"  15.2000"	"  90.0000"	""	""	""	""	""	""	
"01/03/2017 16:30'00"	"42738.6875000000"	"  14.5000"	"  92.0000"	""	""	""	""	""	""	
"01/03/2017 16:40'00"	"42738.6944444444"	"  13.9000"	"  96.0000"	""	""	""	""	""	""	
"01/03/2017 16:50'00"	"42738.7013888889"	"  13.3000"	"  98.0000"	""	""	""	""	""	""	
"01/03/2017 17:00'00"	"42738.7083333333"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 17:10'00"	"42738.7152777778"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 17:20'00"	"42738.7222222222"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 17:30'00"	"42738.7291666667"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 17:40'00"	"42738.7361111111"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 17:50'00"	"42738.7430555556"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 18:00'00"	"42738.7500000000"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 18:10'00"	"42738.7569444444"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 18:20'00"	"42738.7638888889"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 18:30'00"	"42738.7708333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 18:40'00"	"42738.7777777778"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 18:50'00"	"42738.7847222222"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 19:00'00"	"42738.7916666667"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 19:10'00"	"42738.7986111111"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 19:20'00"	"42738.8055555556"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 19:30'00"	"42738.8125000000"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 19:40'00"	"42738.8194444444"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 19:50'00"	"42738.8263888889"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 20:00'00"	"42738.8333333333"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 20:10'00"	"42738.8402777778"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 20:20'00"	"42738.8472222222"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 20:30'00"	"42738.8541666667"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 20:40'00"	"42738.8611111111"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 20:50'00"	"42738.8680555556"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 21:00'00"	"42738.8750000000"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 21:10'00"	"42738.8819444444"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 21:20'00"	"42738.8888888889"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 21:30'00"	"42738.8958333333"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 21:40'00"	"42738.9027777778"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 21:50'00"	"42738.9097222222"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 22:00'00"	"42738.9166666667"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 22:10'00"	"42738.9236111111"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 22:20'00"	"42738.9305555556"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 22:30'00"	"42738.9375000000"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 22:40'00"	"42738.9444444444"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 22:50'00"	"42738.9513888889"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 23:00'00"	"42738.9583333333"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 23:10'00"	"42738.9652777778"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 23:20'00"	"42738.9722222222"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 23:30'00"	"42738.9791666667"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 23:40'00"	"42738.9861111111"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/03/2017 23:50'00"	"42738.9930555556"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 00:00'00"	"42739.0000000000"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 00:10'00"	"42739.0069444444"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 00:20'00"	"42739.0138888889"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 00:30'00"	"42739.0208333333"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 00:40'00"	"42739.0277777778"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 00:50'00"	"42739.0347222222"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 01:00'00"	"42739.0416666667"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 01:10'00"	"42739.0486111111"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 01:20'00"	"42739.0555555556"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 01:30'00"	"42739.0625000000"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 01:40'00"	"42739.0694444444"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 01:50'00"	"42739.0763888889"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 02:00'00"	"42739.0833333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 02:10'00"	"42739.0902777778"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 02:20'00"	"42739.0972222222"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 02:30'00"	"42739.1041666667"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 02:40'00"	"42739.1111111111"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 02:50'00"	"42739.1180555556"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 03:00'00"	"42739.1250000000"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 03:10'00"	"42739.1319444444"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 03:20'00"	"42739.1388888889"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 03:30'00"	"42739.1458333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 03:40'00"	"42739.1527777778"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 03:50'00"	"42739.1597222222"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 04:00'00"	"42739.1666666667"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 04:10'00"	"42739.1736111111"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 04:20'00"	"42739.1805555556"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 04:30'00"	"42739.1875000000"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 04:40'00"	"42739.1944444444"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 04:50'00"	"42739.2013888889"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 05:00'00"	"42739.2083333333"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 05:10'00"	"42739.2152777778"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 05:20'00"	"42739.2222222222"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 05:30'00"	"42739.2291666667"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 05:40'00"	"42739.2361111111"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 05:50'00"	"42739.2430555556"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 06:00'00"	"42739.2500000000"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 06:10'00"	"42739.2569444444"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 06:20'00"	"42739.2638888889"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 06:30'00"	"42739.2708333333"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 06:40'00"	"42739.2777777778"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 06:50'00"	"42739.2847222222"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 07:00'00"	"42739.2916666667"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 07:10'00"	"42739.2986111111"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 07:20'00"	"42739.3055555556"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 07:30'00"	"42739.3125000000"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 07:40'00"	"42739.3194444444"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 07:50'00"	"42739.3263888889"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 08:00'00"	"42739.3333333333"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 08:10'00"	"42739.3402777778"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 08:20'00"	"42739.3472222222"	"  12.5000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 08:30'00"	"42739.3541666667"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 08:40'00"	"42739.3611111111"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 08:50'00"	"42739.3680555556"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 09:00'00"	"42739.3750000000"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 09:10'00"	"42739.3819444444"	"  14.1000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 09:20'00"	"42739.3888888889"	"  14.3000"	"  96.0000"	""	""	""	""	""	""	
"01/04/2017 09:30'00"	"42739.3958333333"	"  14.8000"	"  96.0000"	""	""	""	""	""	""	
"01/04/2017 09:40'00"	"42739.4027777778"	"  15.6000"	"  95.0000"	""	""	""	""	""	""	
"01/04/2017 09:50'00"	"42739.4097222222"	"  16.1000"	"  93.0000"	""	""	""	""	""	""	
"01/04/2017 10:00'00"	"42739.4166666667"	"  16.6000"	"  92.0000"	""	""	""	""	""	""	
"01/04/2017 10:10'00"	"42739.4236111111"	"  17.2000"	"  91.0000"	""	""	""	""	""	""	
"01/04/2017 10:20'00"	"42739.4305555556"	"  17.8000"	"  89.0000"	""	""	""	""	""	""	
"01/04/2017 10:30'00"	"42739.4375000000"	"  18.5000"	"  88.0000"	""	""	""	""	""	""	
"01/04/2017 10:40'00"	"42739.4444444444"	"  19.0000"	"  85.0000"	""	""	""	""	""	""	
"01/04/2017 10:50'00"	"42739.4513888889"	"  19.8000"	"  85.0000"	""	""	""	""	""	""	
"01/04/2017 11:00'00"	"42739.4583333333"	"  20.1000"	"  82.0000"	""	""	""	""	""	""	
"01/04/2017 11:10'00"	"42739.4652777778"	"  20.5000"	"  81.0000"	""	""	""	""	""	""	
"01/04/2017 11:20'00"	"42739.4722222222"	"  20.9000"	"  81.0000"	""	""	""	""	""	""	
"01/04/2017 11:30'00"	"42739.4791666667"	"  21.4000"	"  82.0000"	""	""	""	""	""	""	
"01/04/2017 11:40'00"	"42739.4861111111"	"  21.9000"	"  80.0000"	""	""	""	""	""	""	
"01/04/2017 11:50'00"	"42739.4930555556"	"  21.9000"	"  76.0000"	""	""	""	""	""	""	
"01/04/2017 12:00'00"	"42739.5000000000"	"  21.9000"	"  76.0000"	""	""	""	""	""	""	
"01/04/2017 12:10'00"	"42739.5069444444"	"  22.4000"	"  84.0000"	""	""	""	""	""	""	
"01/04/2017 12:20'00"	"42739.5138888889"	"  24.0000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 12:30'00"	"42739.5208333333"	"  23.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 12:40'00"	"42739.5277777778"	"  22.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 12:50'00"	"42739.5347222222"	"  23.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 13:00'00"	"42739.5416666667"	"  23.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 13:10'00"	"42739.5486111111"	"  23.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 13:20'00"	"42739.5555555556"	"  24.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 13:30'00"	"42739.5625000000"	"  24.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 13:40'00"	"42739.5694444444"	"  25.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 13:50'00"	"42739.5763888889"	"  25.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 14:00'00"	"42739.5833333333"	"  25.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 14:10'00"	"42739.5902777778"	"  25.2000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 14:20'00"	"42739.5972222222"	"  24.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 14:30'00"	"42739.6041666667"	"  24.6000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 14:40'00"	"42739.6111111111"	"  23.6000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 14:50'00"	"42739.6180555556"	"  22.5000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 15:00'00"	"42739.6250000000"	"  21.6000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 15:10'00"	"42739.6319444444"	"  19.3000"	"  80.0000"	""	""	""	""	""	""	
"01/04/2017 15:20'00"	"42739.6388888889"	"  18.0000"	"  81.0000"	""	""	""	""	""	""	
"01/04/2017 15:30'00"	"42739.6458333333"	"  17.3000"	"  84.0000"	""	""	""	""	""	""	
"01/04/2017 15:40'00"	"42739.6527777778"	"  16.5000"	"  86.0000"	""	""	""	""	""	""	
"01/04/2017 15:50'00"	"42739.6597222222"	"  15.9000"	"  88.0000"	""	""	""	""	""	""	
"01/04/2017 16:00'00"	"42739.6666666667"	"  15.5000"	"  89.0000"	""	""	""	""	""	""	
"01/04/2017 16:10'00"	"42739.6736111111"	"  15.1000"	"  90.0000"	""	""	""	""	""	""	
"01/04/2017 16:20'00"	"42739.6805555556"	"  14.6000"	"  91.0000"	""	""	""	""	""	""	
"01/04/2017 16:30'00"	"42739.6875000000"	"  14.1000"	"  92.0000"	""	""	""	""	""	""	
"01/04/2017 16:40'00"	"42739.6944444444"	"  13.5000"	"  96.0000"	""	""	""	""	""	""	
"01/04/2017 16:50'00"	"42739.7013888889"	"  12.9000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 17:00'00"	"42739.7083333333"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 17:10'00"	"42739.7152777778"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 17:20'00"	"42739.7222222222"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 17:30'00"	"42739.7291666667"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 17:40'00"	"42739.7361111111"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 17:50'00"	"42739.7430555556"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 18:00'00"	"42739.7500000000"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 18:10'00"	"42739.7569444444"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 18:20'00"	"42739.7638888889"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 18:30'00"	"42739.7708333333"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 18:40'00"	"42739.7777777778"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 18:50'00"	"42739.7847222222"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 19:00'00"	"42739.7916666667"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 19:10'00"	"42739.7986111111"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 19:20'00"	"42739.8055555556"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 19:30'00"	"42739.8125000000"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 19:40'00"	"42739.8194444444"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 19:50'00"	"42739.8263888889"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 20:00'00"	"42739.8333333333"	"  12.2000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 20:10'00"	"42739.8402777778"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 20:20'00"	"42739.8472222222"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 20:30'00"	"42739.8541666667"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 20:40'00"	"42739.8611111111"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 20:50'00"	"42739.8680555556"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 21:00'00"	"42739.8750000000"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 21:10'00"	"42739.8819444444"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 21:20'00"	"42739.8888888889"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 21:30'00"	"42739.8958333333"	"  12.2000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 21:40'00"	"42739.9027777778"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 21:50'00"	"42739.9097222222"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 22:00'00"	"42739.9166666667"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/04/2017 22:10'00"	"42739.9236111111"	"  12.0000"	"  97.0000"	""	""	""	""	""	""	
"01/04/2017 22:20'00"	"42739.9305555556"	"  12.4000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 22:30'00"	"42739.9375000000"	"  12.0000"	"  96.0000"	""	""	""	""	""	""	
"01/04/2017 22:40'00"	"42739.9444444444"	"  12.2000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 22:50'00"	"42739.9513888889"	"  12.0000"	"  95.0000"	""	""	""	""	""	""	
"01/04/2017 23:00'00"	"42739.9583333333"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 23:10'00"	"42739.9652777778"	"  12.2000"	"  97.0000"	""	""	""	""	""	""	
"01/04/2017 23:20'00"	"42739.9722222222"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 23:30'00"	"42739.9791666667"	"  12.3000"	"  98.0000"	""	""	""	""	""	""	
"01/04/2017 23:40'00"	"42739.9861111111"	"  11.8000"	"  97.0000"	""	""	""	""	""	""	
"01/04/2017 23:50'00"	"42739.9930555556"	"  12.1000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 00:00'00"	"42740.0000000000"	"  11.8000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 00:10'00"	"42740.0069444444"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"01/05/2017 00:20'00"	"42740.0138888889"	"  12.0000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 00:30'00"	"42740.0208333333"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"01/05/2017 00:40'00"	"42740.0277777778"	"  12.2000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 00:50'00"	"42740.0347222222"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 01:00'00"	"42740.0416666667"	"  12.2000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 01:10'00"	"42740.0486111111"	"  11.7000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 01:20'00"	"42740.0555555556"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 01:30'00"	"42740.0625000000"	"  11.8000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 01:40'00"	"42740.0694444444"	"  11.7000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 01:50'00"	"42740.0763888889"	"  12.0000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 02:00'00"	"42740.0833333333"	"  11.7000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 02:10'00"	"42740.0902777778"	"  11.9000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 02:20'00"	"42740.0972222222"	"  11.7000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 02:30'00"	"42740.1041666667"	"  11.7000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 02:40'00"	"42740.1111111111"	"  12.0000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 02:50'00"	"42740.1180555556"	"  11.6000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 03:00'00"	"42740.1250000000"	"  11.8000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 03:10'00"	"42740.1319444444"	"  11.6000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 03:20'00"	"42740.1388888889"	"  11.7000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 03:30'00"	"42740.1458333333"	"  12.0000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 03:40'00"	"42740.1527777778"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 03:50'00"	"42740.1597222222"	"  11.7000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 04:00'00"	"42740.1666666667"	"  11.7000"	"  92.0000"	""	""	""	""	""	""	
