"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"01/05/2017 04:10'00"	"42740.1736111111"	"  11.6000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 04:20'00"	"42740.1805555556"	"  11.8000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 04:30'00"	"42740.1875000000"	"  11.5000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 04:40'00"	"42740.1944444444"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 04:50'00"	"42740.2013888889"	"  11.9000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 05:00'00"	"42740.2083333333"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 05:10'00"	"42740.2152777778"	"  11.7000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 05:20'00"	"42740.2222222222"	"  11.6000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 05:30'00"	"42740.2291666667"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 05:40'00"	"42740.2361111111"	"  11.7000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 05:50'00"	"42740.2430555556"	"  11.6000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 06:00'00"	"42740.2500000000"	"  11.6000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 06:10'00"	"42740.2569444444"	"  11.8000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 06:20'00"	"42740.2638888889"	"  11.6000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 06:30'00"	"42740.2708333333"	"  11.5000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 06:40'00"	"42740.2777777778"	"  11.8000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 06:50'00"	"42740.2847222222"	"  11.4000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 07:00'00"	"42740.2916666667"	"  11.6000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 07:10'00"	"42740.2986111111"	"  11.6000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 07:20'00"	"42740.3055555556"	"  11.6000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 07:30'00"	"42740.3125000000"	"  11.8000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 07:40'00"	"42740.3194444444"	"  11.7000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 07:50'00"	"42740.3263888889"	"  12.1000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 08:00'00"	"42740.3333333333"	"  11.6000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 08:10'00"	"42740.3402777778"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"01/05/2017 08:20'00"	"42740.3472222222"	"  11.5000"	"  90.0000"	""	""	""	""	""	""	
"01/05/2017 08:30'00"	"42740.3541666667"	"  11.8000"	"  97.0000"	""	""	""	""	""	""	
"01/05/2017 08:40'00"	"42740.3611111111"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 08:50'00"	"42740.3680555556"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 09:00'00"	"42740.3750000000"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 09:10'00"	"42740.3819444444"	"  14.3000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 09:20'00"	"42740.3888888889"	"  14.8000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 09:30'00"	"42740.3958333333"	"  15.3000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 09:40'00"	"42740.4027777778"	"  16.0000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 09:50'00"	"42740.4097222222"	"  16.6000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 10:00'00"	"42740.4166666667"	"  17.4000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 10:10'00"	"42740.4236111111"	"  18.1000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 10:20'00"	"42740.4305555556"	"  18.6000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 10:30'00"	"42740.4375000000"	"  19.1000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 10:40'00"	"42740.4444444444"	"  20.3000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 10:50'00"	"42740.4513888889"	"  20.8000"	"  90.0000"	""	""	""	""	""	""	
"01/05/2017 11:00'00"	"42740.4583333333"	"  21.4000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 11:10'00"	"42740.4652777778"	"  21.4000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 11:20'00"	"42740.4722222222"	"  21.5000"	"  90.0000"	""	""	""	""	""	""	
"01/05/2017 11:30'00"	"42740.4791666667"	"  22.0000"	"  85.0000"	""	""	""	""	""	""	
"01/05/2017 11:40'00"	"42740.4861111111"	"  22.7000"	"  83.0000"	""	""	""	""	""	""	
"01/05/2017 11:50'00"	"42740.4930555556"	"  23.8000"	"  85.0000"	""	""	""	""	""	""	
"01/05/2017 12:00'00"	"42740.5000000000"	"  22.8000"	"  79.0000"	""	""	""	""	""	""	
"01/05/2017 12:10'00"	"42740.5069444444"	"  21.8000"	"  82.0000"	""	""	""	""	""	""	
"01/05/2017 12:20'00"	"42740.5138888889"	"  19.1000"	"  64.0000"	""	""	""	""	""	""	
"01/05/2017 12:30'00"	"42740.5208333333"	"  18.0000"	"  63.0000"	""	""	""	""	""	""	
"01/05/2017 12:40'00"	"42740.5277777778"	"  16.9000"	"  57.0000"	""	""	""	""	""	""	
"01/05/2017 12:50'00"	"42740.5347222222"	"  15.8000"	"  64.0000"	""	""	""	""	""	""	
"01/05/2017 13:00'00"	"42740.5416666667"	"  16.3000"	"  69.0000"	""	""	""	""	""	""	
"01/05/2017 13:10'00"	"42740.5486111111"	"  17.4000"	"  87.0000"	""	""	""	""	""	""	
"01/05/2017 13:20'00"	"42740.5555555556"	"  20.3000"	"  99.0000"	""	""	""	""	""	""	
"01/05/2017 13:30'00"	"42740.5625000000"	"  21.5000"	"  98.0000"	""	""	""	""	""	""	
"01/05/2017 13:40'00"	"42740.5694444444"	"  22.3000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 13:50'00"	"42740.5763888889"	"  22.7000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 14:00'00"	"42740.5833333333"	"  22.6000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 14:10'00"	"42740.5902777778"	"  22.7000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 14:20'00"	"42740.5972222222"	"  22.2000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 14:30'00"	"42740.6041666667"	"  21.5000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 14:40'00"	"42740.6111111111"	"  20.9000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 14:50'00"	"42740.6180555556"	"  20.0000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 15:00'00"	"42740.6250000000"	"  19.4000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 15:10'00"	"42740.6319444444"	"  18.2000"	"  86.0000"	""	""	""	""	""	""	
"01/05/2017 15:20'00"	"42740.6388888889"	"  16.8000"	"  74.0000"	""	""	""	""	""	""	
"01/05/2017 15:30'00"	"42740.6458333333"	"  15.8000"	"  75.0000"	""	""	""	""	""	""	
"01/05/2017 15:40'00"	"42740.6527777778"	"  15.1000"	"  78.0000"	""	""	""	""	""	""	
"01/05/2017 15:50'00"	"42740.6597222222"	"  14.5000"	"  80.0000"	""	""	""	""	""	""	
"01/05/2017 16:00'00"	"42740.6666666667"	"  13.8000"	"  83.0000"	""	""	""	""	""	""	
"01/05/2017 16:10'00"	"42740.6736111111"	"  13.0000"	"  87.0000"	""	""	""	""	""	""	
"01/05/2017 16:20'00"	"42740.6805555556"	"  12.4000"	"  88.0000"	""	""	""	""	""	""	
"01/05/2017 16:30'00"	"42740.6875000000"	"  11.8000"	"  89.0000"	""	""	""	""	""	""	
"01/05/2017 16:40'00"	"42740.6944444444"	"  11.6000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 16:50'00"	"42740.7013888889"	"  12.5000"	"  98.0000"	""	""	""	""	""	""	
"01/05/2017 17:00'00"	"42740.7083333333"	"  11.8000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 17:10'00"	"42740.7152777778"	"  12.1000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 17:20'00"	"42740.7222222222"	"  11.9000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 17:30'00"	"42740.7291666667"	"  12.0000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 17:40'00"	"42740.7361111111"	"  11.9000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 17:50'00"	"42740.7430555556"	"  11.9000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 18:00'00"	"42740.7500000000"	"  11.9000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 18:10'00"	"42740.7569444444"	"  11.8000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 18:20'00"	"42740.7638888889"	"  11.8000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 18:30'00"	"42740.7708333333"	"  11.6000"	"  96.0000"	""	""	""	""	""	""	
"01/05/2017 18:40'00"	"42740.7777777778"	"  11.9000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 18:50'00"	"42740.7847222222"	"  11.5000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 19:00'00"	"42740.7916666667"	"  11.9000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 19:10'00"	"42740.7986111111"	"  11.5000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 19:20'00"	"42740.8055555556"	"  11.9000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 19:30'00"	"42740.8125000000"	"  11.4000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 19:40'00"	"42740.8194444444"	"  11.6000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 19:50'00"	"42740.8263888889"	"  11.4000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 20:00'00"	"42740.8333333333"	"  11.5000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 20:10'00"	"42740.8402777778"	"  11.4000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 20:20'00"	"42740.8472222222"	"  11.4000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 20:30'00"	"42740.8541666667"	"  11.4000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 20:40'00"	"42740.8611111111"	"  11.3000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 20:50'00"	"42740.8680555556"	"  11.5000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 21:00'00"	"42740.8750000000"	"  11.1000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 21:10'00"	"42740.8819444444"	"  11.5000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 21:20'00"	"42740.8888888889"	"  11.1000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 21:30'00"	"42740.8958333333"	"  11.2000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 21:40'00"	"42740.9027777778"	"  11.3000"	"  89.0000"	""	""	""	""	""	""	
"01/05/2017 21:50'00"	"42740.9097222222"	"  11.1000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 22:00'00"	"42740.9166666667"	"  11.5000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 22:10'00"	"42740.9236111111"	"  11.0000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 22:20'00"	"42740.9305555556"	"  11.1000"	"  91.0000"	""	""	""	""	""	""	
"01/05/2017 22:30'00"	"42740.9375000000"	"  11.3000"	"  90.0000"	""	""	""	""	""	""	
"01/05/2017 22:40'00"	"42740.9444444444"	"  11.0000"	"  93.0000"	""	""	""	""	""	""	
"01/05/2017 22:50'00"	"42740.9513888889"	"  11.4000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 23:00'00"	"42740.9583333333"	"  11.1000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 23:10'00"	"42740.9652777778"	"  11.1000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 23:20'00"	"42740.9722222222"	"  11.6000"	"  95.0000"	""	""	""	""	""	""	
"01/05/2017 23:30'00"	"42740.9791666667"	"  11.1000"	"  94.0000"	""	""	""	""	""	""	
"01/05/2017 23:40'00"	"42740.9861111111"	"  11.3000"	"  92.0000"	""	""	""	""	""	""	
"01/05/2017 23:50'00"	"42740.9930555556"	"  11.3000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 00:00'00"	"42741.0000000000"	"  11.0000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 00:10'00"	"42741.0069444444"	"  11.2000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 00:20'00"	"42741.0138888889"	"  11.0000"	"  91.0000"	""	""	""	""	""	""	
"01/06/2017 00:30'00"	"42741.0208333333"	"  10.8000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 00:40'00"	"42741.0277777778"	"  11.0000"	"  89.0000"	""	""	""	""	""	""	
"01/06/2017 00:50'00"	"42741.0347222222"	"  11.0000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 01:00'00"	"42741.0416666667"	"  10.9000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 01:10'00"	"42741.0486111111"	"  11.1000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 01:20'00"	"42741.0555555556"	"  10.9000"	"  91.0000"	""	""	""	""	""	""	
"01/06/2017 01:30'00"	"42741.0625000000"	"  10.8000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 01:40'00"	"42741.0694444444"	"  11.1000"	"  89.0000"	""	""	""	""	""	""	
"01/06/2017 01:50'00"	"42741.0763888889"	"  10.9000"	"  91.0000"	""	""	""	""	""	""	
"01/06/2017 02:00'00"	"42741.0833333333"	"  10.8000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 02:10'00"	"42741.0902777778"	"  11.1000"	"  91.0000"	""	""	""	""	""	""	
"01/06/2017 02:20'00"	"42741.0972222222"	"  11.1000"	"  91.0000"	""	""	""	""	""	""	
"01/06/2017 02:30'00"	"42741.1041666667"	"  10.9000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 02:40'00"	"42741.1111111111"	"  11.1000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 02:50'00"	"42741.1180555556"	"  11.2000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 03:00'00"	"42741.1250000000"	"  10.8000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 03:10'00"	"42741.1319444444"	"  11.0000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 03:20'00"	"42741.1388888889"	"  11.0000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 03:30'00"	"42741.1458333333"	"  10.8000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 03:40'00"	"42741.1527777778"	"  11.0000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 03:50'00"	"42741.1597222222"	"  11.1000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 04:00'00"	"42741.1666666667"	"  10.9000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 04:10'00"	"42741.1736111111"	"  11.3000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 04:20'00"	"42741.1805555556"	"  11.0000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 04:30'00"	"42741.1875000000"	"  11.1000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 04:40'00"	"42741.1944444444"	"  11.1000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 04:50'00"	"42741.2013888889"	"  11.0000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 05:00'00"	"42741.2083333333"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 05:10'00"	"42741.2152777778"	"  11.1000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 05:20'00"	"42741.2222222222"	"  11.2000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 05:30'00"	"42741.2291666667"	"  11.1000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 05:40'00"	"42741.2361111111"	"  11.0000"	"  95.0000"	""	""	""	""	""	""	
"01/06/2017 05:50'00"	"42741.2430555556"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 06:00'00"	"42741.2500000000"	"  11.1000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 06:10'00"	"42741.2569444444"	"  11.4000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 06:20'00"	"42741.2638888889"	"  11.3000"	"  95.0000"	""	""	""	""	""	""	
"01/06/2017 06:30'00"	"42741.2708333333"	"  11.3000"	"  97.0000"	""	""	""	""	""	""	
"01/06/2017 06:40'00"	"42741.2777777778"	"  11.4000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 06:50'00"	"42741.2847222222"	"  11.2000"	"  97.0000"	""	""	""	""	""	""	
"01/06/2017 07:00'00"	"42741.2916666667"	"  11.5000"	"  95.0000"	""	""	""	""	""	""	
"01/06/2017 07:10'00"	"42741.2986111111"	"  11.1000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 07:20'00"	"42741.3055555556"	"  11.2000"	"  95.0000"	""	""	""	""	""	""	
"01/06/2017 07:30'00"	"42741.3125000000"	"  11.3000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 07:40'00"	"42741.3194444444"	"  11.4000"	"  97.0000"	""	""	""	""	""	""	
"01/06/2017 07:50'00"	"42741.3263888889"	"  11.7000"	"  96.0000"	""	""	""	""	""	""	
"01/06/2017 08:00'00"	"42741.3333333333"	"  11.4000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 08:10'00"	"42741.3402777778"	"  11.3000"	"  90.0000"	""	""	""	""	""	""	
"01/06/2017 08:20'00"	"42741.3472222222"	"  11.5000"	"  91.0000"	""	""	""	""	""	""	
"01/06/2017 08:30'00"	"42741.3541666667"	"  11.8000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 08:40'00"	"42741.3611111111"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 08:50'00"	"42741.3680555556"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 09:00'00"	"42741.3750000000"	"  14.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 09:10'00"	"42741.3819444444"	"  15.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 09:20'00"	"42741.3888888889"	"  15.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 09:30'00"	"42741.3958333333"	"  15.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 09:40'00"	"42741.4027777778"	"  15.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 09:50'00"	"42741.4097222222"	"  16.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 10:00'00"	"42741.4166666667"	"  17.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 10:10'00"	"42741.4236111111"	"  17.7000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 10:20'00"	"42741.4305555556"	"  18.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 10:30'00"	"42741.4375000000"	"  18.8000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 10:40'00"	"42741.4444444444"	"  19.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 10:50'00"	"42741.4513888889"	"  19.7000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 11:00'00"	"42741.4583333333"	"  20.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 11:10'00"	"42741.4652777778"	"  20.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 11:20'00"	"42741.4722222222"	"  19.8000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 11:30'00"	"42741.4791666667"	"  18.9000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 11:40'00"	"42741.4861111111"	"  18.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 11:50'00"	"42741.4930555556"	"  17.7000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 12:00'00"	"42741.5000000000"	"  17.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 12:10'00"	"42741.5069444444"	"  17.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 12:20'00"	"42741.5138888889"	"  17.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 12:30'00"	"42741.5208333333"	"  17.9000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 12:40'00"	"42741.5277777778"	"  18.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 12:50'00"	"42741.5347222222"	"  19.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 13:00'00"	"42741.5416666667"	"  18.9000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 13:10'00"	"42741.5486111111"	"  18.9000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 13:20'00"	"42741.5555555556"	"  19.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 13:30'00"	"42741.5625000000"	"  19.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 13:40'00"	"42741.5694444444"	"  19.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 13:50'00"	"42741.5763888889"	"  19.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 14:00'00"	"42741.5833333333"	"  20.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 14:10'00"	"42741.5902777778"	"  20.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 14:20'00"	"42741.5972222222"	"  20.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 14:30'00"	"42741.6041666667"	"  20.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 14:40'00"	"42741.6111111111"	"  20.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 14:50'00"	"42741.6180555556"	"  19.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 15:00'00"	"42741.6250000000"	"  19.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 15:10'00"	"42741.6319444444"	"  18.8000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 15:20'00"	"42741.6388888889"	"  17.8000"	"  98.0000"	""	""	""	""	""	""	
"01/06/2017 15:30'00"	"42741.6458333333"	"  17.0000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 15:40'00"	"42741.6527777778"	"  16.7000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 15:50'00"	"42741.6597222222"	"  16.1000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 16:00'00"	"42741.6666666667"	"  15.6000"	"  92.0000"	""	""	""	""	""	""	
"01/06/2017 16:10'00"	"42741.6736111111"	"  15.1000"	"  93.0000"	""	""	""	""	""	""	
"01/06/2017 16:20'00"	"42741.6805555556"	"  14.6000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 16:30'00"	"42741.6875000000"	"  14.1000"	"  94.0000"	""	""	""	""	""	""	
"01/06/2017 16:40'00"	"42741.6944444444"	"  13.7000"	"  95.0000"	""	""	""	""	""	""	
"01/06/2017 16:50'00"	"42741.7013888889"	"  13.0000"	"  95.0000"	""	""	""	""	""	""	
"01/06/2017 17:00'00"	"42741.7083333333"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"01/06/2017 17:10'00"	"42741.7152777778"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 17:20'00"	"42741.7222222222"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 17:30'00"	"42741.7291666667"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 17:40'00"	"42741.7361111111"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 17:50'00"	"42741.7430555556"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 18:00'00"	"42741.7500000000"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 18:10'00"	"42741.7569444444"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 18:20'00"	"42741.7638888889"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 18:30'00"	"42741.7708333333"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 18:40'00"	"42741.7777777778"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 18:50'00"	"42741.7847222222"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 19:00'00"	"42741.7916666667"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 19:10'00"	"42741.7986111111"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 19:20'00"	"42741.8055555556"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 19:30'00"	"42741.8125000000"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 19:40'00"	"42741.8194444444"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 19:50'00"	"42741.8263888889"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 20:00'00"	"42741.8333333333"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 20:10'00"	"42741.8402777778"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 20:20'00"	"42741.8472222222"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 20:30'00"	"42741.8541666667"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 20:40'00"	"42741.8611111111"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 20:50'00"	"42741.8680555556"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 21:00'00"	"42741.8750000000"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 21:10'00"	"42741.8819444444"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 21:20'00"	"42741.8888888889"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 21:30'00"	"42741.8958333333"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 21:40'00"	"42741.9027777778"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 21:50'00"	"42741.9097222222"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 22:00'00"	"42741.9166666667"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 22:10'00"	"42741.9236111111"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 22:20'00"	"42741.9305555556"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 22:30'00"	"42741.9375000000"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 22:40'00"	"42741.9444444444"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"01/06/2017 22:50'00"	"42741.9513888889"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
