Date/Time,ch.1,ch.2
02/04/2019 21:50'00,14,17.2
02/04/2019 22:00'00,13.9,17.1
02/04/2019 22:10'00,13.8,17
02/04/2019 22:20'00,13.8,16.9
02/04/2019 22:30'00,13.7,16.9
02/04/2019 22:40'00,13.5,16.8
02/04/2019 22:50'00,13.5,16.7
02/04/2019 23:00'00,13.4,16.6
02/04/2019 23:10'00,13.4,16.6
02/04/2019 23:20'00,13.4,16.5
02/04/2019 23:30'00,13.2,16.4
02/04/2019 23:40'00,13.1,16.3
02/04/2019 23:50'00,13.1,16.3
02/05/2019 00:00'00,13.7,16.3
02/05/2019 00:10'00,14.2,16.4
02/05/2019 00:20'00,13.7,16.4
02/05/2019 00:30'00,13.7,16.3
02/05/2019 00:40'00,13.4,16.3
02/05/2019 00:50'00,13.1,16.1
02/05/2019 01:00'00,13.7,16.1
02/05/2019 01:10'00,13.9,16.2
02/05/2019 01:20'00,13.5,16.1
02/05/2019 01:30'00,13.2,16
02/05/2019 01:40'00,12.8,15.9
02/05/2019 01:50'00,14.1,16
02/05/2019 02:00'00,13.4,16
02/05/2019 02:10'00,13.1,15.9
02/05/2019 02:20'00,12.7,15.8
02/05/2019 02:30'00,14.1,15.8
02/05/2019 02:40'00,13.4,15.9
02/05/2019 02:50'00,12.9,15.7
02/05/2019 03:00'00,13,15.6
02/05/2019 03:10'00,14,15.8
02/05/2019 03:20'00,13.3,15.7
02/05/2019 03:30'00,13,15.7
02/05/2019 03:40'00,13.2,15.6
02/05/2019 03:50'00,14,15.8
02/05/2019 04:00'00,13.4,15.7
02/05/2019 04:10'00,13,15.6
02/05/2019 04:20'00,12.7,15.5
02/05/2019 04:30'00,14.3,15.6
02/05/2019 04:40'00,13.5,15.6
02/05/2019 04:50'00,13.1,15.5
02/05/2019 05:00'00,12.8,15.4
02/05/2019 05:10'00,14,15.5
02/05/2019 05:20'00,13.7,15.6
02/05/2019 05:30'00,13.1,15.5
02/05/2019 05:40'00,13,15.4
02/05/2019 05:50'00,12.7,15.4
02/05/2019 06:00'00,14.2,15.5
02/05/2019 06:10'00,13.4,15.5
02/05/2019 06:20'00,13,15.3
02/05/2019 06:30'00,12.7,15.3
02/05/2019 06:40'00,14.1,15.3
02/05/2019 06:50'00,13.5,15.4
02/05/2019 07:00'00,12.8,15.3
02/05/2019 07:10'00,13.5,15.3
02/05/2019 07:20'00,13.8,15.5
02/05/2019 07:30'00,13.1,15.3
02/05/2019 07:40'00,13.1,15.3
02/05/2019 07:50'00,13.1,15.3
02/05/2019 08:00'00,13.4,15.3
02/05/2019 08:10'00,13.7,15.4
02/05/2019 08:20'00,14.2,15.6
02/05/2019 08:30'00,16,15.9
02/05/2019 08:40'00,17.2,16.2
02/05/2019 08:50'00,18.4,16.6
02/05/2019 09:00'00,19.6,16.9
02/05/2019 09:10'00,21,17.3
02/05/2019 09:20'00,22.3,17.7
02/05/2019 09:30'00,23.7,18.2
02/05/2019 09:40'00,23.7,18.4
02/05/2019 09:50'00,25.4,18.8
02/05/2019 10:00'00,27.5,19.4
02/05/2019 10:10'00,27.6,19.7
02/05/2019 10:20'00,27.9,20.1
02/05/2019 10:30'00,28.8,20.4
02/05/2019 10:40'00,28.5,20.7
02/05/2019 10:50'00,26.8,20.7
02/05/2019 11:00'00,27.6,20.9
02/05/2019 11:10'00,28,21.2
02/05/2019 11:20'00,28.6,21.5
02/05/2019 11:30'00,26.9,21.5
02/05/2019 11:40'00,28.1,21.7
02/05/2019 11:50'00,28.5,19.6
02/05/2019 12:00'00,30.7,19.7
02/05/2019 12:10'00,30.1,19.9
02/05/2019 12:20'00,28.3,20
02/05/2019 12:30'00,28.2,20.1
02/05/2019 12:40'00,27.5,20.2
02/05/2019 12:50'00,27.9,20.4
02/05/2019 13:00'00,28.2,20.5
02/05/2019 13:10'00,28.7,20.7
02/05/2019 13:20'00,27.5,21
02/05/2019 13:30'00,28.7,21.2
02/05/2019 13:40'00,29.8,21.4
02/05/2019 13:50'00,29.5,21.5
02/05/2019 14:00'00,29.8,21.7
02/05/2019 14:10'00,28.6,21.9
02/05/2019 14:20'00,29.8,22.1
02/05/2019 14:30'00,27.8,22.3
02/05/2019 14:40'00,27.7,22.5
02/05/2019 14:50'00,27.6,22.6
02/05/2019 15:00'00,27.2,22.7
02/05/2019 15:10'00,28.2,22.6
02/05/2019 15:20'00,26.9,22.7
02/05/2019 15:30'00,27.8,22.7
02/05/2019 15:40'00,28.1,22.7
02/05/2019 15:50'00,27.3,22.7
02/05/2019 16:00'00,26.3,22.6
02/05/2019 16:10'00,23.7,22.6
02/05/2019 16:20'00,23,22.5
02/05/2019 16:30'00,22.6,22.5
02/05/2019 16:40'00,22,22.4
02/05/2019 16:50'00,21.4,22.3
02/05/2019 17:00'00,20.9,22.2
02/05/2019 17:10'00,20.2,22.1
02/05/2019 17:20'00,19.6,22
02/05/2019 17:30'00,18.9,21.8
02/05/2019 17:40'00,18.3,21.7
02/05/2019 17:50'00,17.8,21.5
02/05/2019 18:00'00,17.4,21.4
02/05/2019 18:10'00,16.9,21.2
02/05/2019 18:20'00,16.5,21.1
02/05/2019 18:30'00,16.2,20.9
02/05/2019 18:40'00,16,20.7
02/05/2019 18:50'00,15.7,20.6
02/05/2019 19:00'00,15.5,20.5
02/05/2019 19:10'00,15.4,20.3
02/05/2019 19:20'00,15.2,20.2
02/05/2019 19:30'00,15,20
02/05/2019 19:40'00,15,19.9
02/05/2019 19:50'00,14.8,19.8
02/05/2019 20:00'00,14.7,19.7
02/05/2019 20:10'00,14.7,19.6
02/05/2019 20:20'00,14.5,19.5
02/05/2019 20:30'00,14.5,19.3
02/05/2019 20:40'00,14.5,19.2
02/05/2019 20:50'00,14.3,19.2
02/05/2019 21:00'00,14.2,19.1
02/05/2019 21:10'00,14.3,19
02/05/2019 21:20'00,14,18.9
02/05/2019 21:30'00,14,18.8
02/05/2019 21:40'00,13.8,18.7
02/05/2019 21:50'00,13.8,18.7
02/05/2019 22:00'00,13.7,18.6
02/05/2019 22:10'00,13.6,18.5
02/05/2019 22:20'00,13.5,18.4
02/05/2019 22:30'00,13.4,18.4
02/05/2019 22:40'00,13.4,18.3
02/05/2019 22:50'00,13.2,18.2
02/05/2019 23:00'00,13.2,18.1
02/05/2019 23:10'00,13.3,18.1
02/05/2019 23:20'00,13.3,18
02/05/2019 23:30'00,13.2,17.9
02/05/2019 23:40'00,13.2,17.9
02/05/2019 23:50'00,13.1,17.9
02/06/2019 00:00'00,12.9,17.8
02/06/2019 00:10'00,14.2,17.7
02/06/2019 00:20'00,13.6,17.7
02/06/2019 00:30'00,13.2,17.7
02/06/2019 00:40'00,13,17.5
02/06/2019 00:50'00,13,17.5
02/06/2019 01:00'00,13.1,17.5
02/06/2019 01:10'00,13,17.4
02/06/2019 01:20'00,13.1,17.4
02/06/2019 01:30'00,13.2,17.3
02/06/2019 01:40'00,13.3,17.3
02/06/2019 01:50'00,13.2,17.3
02/06/2019 02:00'00,13.2,17.3
02/06/2019 02:10'00,13.4,17.2
02/06/2019 02:20'00,13.3,17.2
02/06/2019 02:30'00,13.3,17.2
02/06/2019 02:40'00,13.3,17.2
02/06/2019 02:50'00,13.2,17.1
02/06/2019 03:00'00,13.2,17.1
02/06/2019 03:10'00,13.1,17.1
02/06/2019 03:20'00,13.1,17.1
02/06/2019 03:30'00,13.2,17
02/06/2019 03:40'00,13.1,17
02/06/2019 03:50'00,13.2,17
02/06/2019 04:00'00,13.2,16.9
02/06/2019 04:10'00,13.1,16.9
02/06/2019 04:20'00,13.1,16.9
02/06/2019 04:30'00,13.1,16.8
02/06/2019 04:40'00,13.1,16.8
02/06/2019 04:50'00,13.1,16.8
02/06/2019 05:00'00,13.1,16.8
02/06/2019 05:10'00,13,16.8
02/06/2019 05:20'00,13,16.7
02/06/2019 05:30'00,13,16.7
02/06/2019 05:40'00,13,16.7
02/06/2019 05:50'00,12.9,16.6
02/06/2019 06:00'00,12.9,16.6
02/06/2019 06:10'00,12.9,16.6
02/06/2019 06:20'00,12.9,16.6
02/06/2019 06:30'00,12.9,16.6
02/06/2019 06:40'00,12.9,16.6
02/06/2019 06:50'00,12.9,16.6
02/06/2019 07:00'00,12.9,16.5
02/06/2019 07:10'00,12.9,16.5
02/06/2019 07:20'00,12.9,16.5
02/06/2019 07:30'00,12.9,16.5
02/06/2019 07:40'00,12.9,16.4
02/06/2019 07:50'00,12.9,16.4
02/06/2019 08:00'00,13.1,16.4
02/06/2019 08:10'00,13.1,16.4
02/06/2019 08:20'00,13.1,16.4
02/06/2019 08:30'00,13.2,16.4
02/06/2019 08:40'00,12.8,16.4
02/06/2019 08:50'00,12.7,16.4
02/06/2019 09:00'00,12.8,16.3
02/06/2019 09:10'00,12.1,16.3
02/06/2019 09:20'00,12.9,16.3
02/06/2019 09:30'00,13.8,16.3
02/06/2019 09:40'00,13.2,16.2
02/06/2019 09:50'00,12.8,16.2
02/06/2019 10:00'00,12.6,16.2
02/06/2019 10:10'00,12.2,16.2
02/06/2019 10:20'00,12.4,16.1
02/06/2019 10:30'00,13.5,16.1
02/06/2019 10:40'00,13,16.1
02/06/2019 10:50'00,12.4,16.1
02/06/2019 11:00'00,12.2,16.1
02/06/2019 11:10'00,14.5,16
02/06/2019 11:20'00,13.9,16.1
02/06/2019 11:30'00,13.9,16.1
02/06/2019 11:40'00,13.8,16.1
02/06/2019 11:50'00,14.3,16.2
02/06/2019 12:00'00,14.3,16.2
02/06/2019 12:10'00,14.4,16.2
02/06/2019 12:20'00,14.6,16.3
02/06/2019 12:30'00,14.9,16.2
02/06/2019 12:40'00,15,16.3
02/06/2019 12:50'00,15,16.3
02/06/2019 13:00'00,15.1,16.4
02/06/2019 13:10'00,15.3,16.4
02/06/2019 13:20'00,15.4,16.4
02/06/2019 13:30'00,15.9,16.5
02/06/2019 13:40'00,17.2,16.5
02/06/2019 13:50'00,17.5,16.5
02/06/2019 14:00'00,16.9,16.6
02/06/2019 14:10'00,16.9,16.7
02/06/2019 14:20'00,17.2,16.7
02/06/2019 14:30'00,18.8,16.7
02/06/2019 14:40'00,22.9,16.8
02/06/2019 14:50'00,26.1,17.2
02/06/2019 15:00'00,28,17.6
02/06/2019 15:10'00,29.7,18
02/06/2019 15:20'00,30.1,18.3
02/06/2019 15:30'00,29.3,18.5
02/06/2019 15:40'00,28.2,18.8
02/06/2019 15:50'00,29,18.9
02/06/2019 16:00'00,28,19.1
02/06/2019 16:10'00,26.2,19.2
02/06/2019 16:20'00,25.5,19.3
02/06/2019 16:30'00,24.8,19.4
02/06/2019 16:40'00,24.8,19.4
02/06/2019 16:50'00,24.1,19.5
02/06/2019 17:00'00,22.7,19.5
02/06/2019 17:10'00,21.4,19.5
02/06/2019 17:20'00,20.2,19.5
02/06/2019 17:30'00,19,19.4
02/06/2019 17:40'00,18,19.4
02/06/2019 17:50'00,17.2,19.2
02/06/2019 18:00'00,16.6,19.2
02/06/2019 18:10'00,16,19.1
02/06/2019 18:20'00,15.6,18.9
02/06/2019 18:30'00,15.3,18.8
02/06/2019 18:40'00,15,18.7
02/06/2019 18:50'00,14.8,18.6
02/06/2019 19:00'00,14.5,18.5
02/06/2019 19:10'00,14.3,18.4
02/06/2019 19:20'00,14,18.3
02/06/2019 19:30'00,13.7,18.2
02/06/2019 19:40'00,13.5,18.1
02/06/2019 19:50'00,13.4,18
02/06/2019 20:00'00,13.4,17.9
02/06/2019 20:10'00,13.5,17.8
02/06/2019 20:20'00,13.5,17.7
02/06/2019 20:30'00,13.4,17.6
02/06/2019 20:40'00,13.4,17.6
02/06/2019 20:50'00,13.2,17.4
02/06/2019 21:00'00,13.1,17.4
02/06/2019 21:10'00,13,17.4
02/06/2019 21:20'00,13.7,17.2
02/06/2019 21:30'00,13.9,17.2
02/06/2019 21:40'00,13.4,17.2
02/06/2019 21:50'00,13.1,17.2
02/06/2019 22:00'00,13,17.1
02/06/2019 22:10'00,13.1,17
02/06/2019 22:20'00,14.1,17
02/06/2019 22:30'00,13.3,16.9
02/06/2019 22:40'00,13,16.9
02/06/2019 22:50'00,13.2,16.9
02/06/2019 23:00'00,13.8,16.8
02/06/2019 23:10'00,13,16.8
02/06/2019 23:20'00,12.6,16.7
02/06/2019 23:30'00,13.7,16.7
02/06/2019 23:40'00,13.6,16.7
02/06/2019 23:50'00,13.1,16.7
02/07/2019 00:00'00,12.8,16.6
02/07/2019 00:10'00,12.9,16.6
02/07/2019 00:20'00,14.2,16.6
02/07/2019 00:30'00,13.3,16.6
02/07/2019 00:40'00,12.9,16.5
02/07/2019 00:50'00,12.7,16.5
02/07/2019 01:00'00,13.7,16.5
02/07/2019 01:10'00,13.4,16.4
02/07/2019 01:20'00,12.8,16.4
02/07/2019 01:30'00,12.9,16.4
02/07/2019 01:40'00,13.8,16.3
02/07/2019 01:50'00,12.9,16.4
02/07/2019 02:00'00,12.4,16.3
02/07/2019 02:10'00,14,16.3
02/07/2019 02:20'00,12.9,16.2
02/07/2019 02:30'00,12.5,16.3
02/07/2019 02:40'00,13.4,16.2
02/07/2019 02:50'00,13.4,16.2
02/07/2019 03:00'00,12.5,16.2
02/07/2019 03:10'00,12.7,16.1
02/07/2019 03:20'00,13.6,16.1
02/07/2019 03:30'00,12.4,16.1
02/07/2019 03:40'00,12.8,16.1
02/07/2019 03:50'00,13.5,16
02/07/2019 04:00'00,12.3,16
02/07/2019 04:10'00,12.8,16
02/07/2019 04:20'00,13.4,16
02/07/2019 04:30'00,12.5,16
02/07/2019 04:40'00,12.7,15.9
02/07/2019 04:50'00,13.7,15.9
02/07/2019 05:00'00,12.7,15.9
02/07/2019 05:10'00,12.4,15.9
02/07/2019 05:20'00,14,15.9
02/07/2019 05:30'00,12.9,15.9
02/07/2019 05:40'00,12.3,15.8
02/07/2019 05:50'00,13.8,15.8
02/07/2019 06:00'00,13,15.9
02/07/2019 06:10'00,12.3,15.9
02/07/2019 06:20'00,14,15.8
02/07/2019 06:30'00,12.8,15.8
02/07/2019 06:40'00,12.1,15.7
02/07/2019 06:50'00,14,15.8
02/07/2019 07:00'00,12.6,15.8
02/07/2019 07:10'00,12.3,15.7
02/07/2019 07:20'00,13.1,15.7
02/07/2019 07:30'00,12.5,15.7
02/07/2019 07:40'00,12.4,15.7
02/07/2019 07:50'00,12.6,15.7
02/07/2019 08:00'00,12.7,15.7
02/07/2019 08:10'00,13.1,15.7
02/07/2019 08:20'00,13.8,15.8
02/07/2019 08:30'00,14.5,15.8
02/07/2019 08:40'00,15.2,15.8
02/07/2019 08:50'00,15.8,15.9
02/07/2019 09:00'00,17.2,15.8
02/07/2019 09:10'00,19.8,15.9
02/07/2019 09:20'00,19.5,15.7
02/07/2019 09:30'00,22.3,15.8
02/07/2019 09:40'00,22.3,16
02/07/2019 09:50'00,24.3,16.2
02/07/2019 10:00'00,26.4,16.4
02/07/2019 10:10'00,25.8,16.6
02/07/2019 10:20'00,27,16.8
02/07/2019 10:30'00,30.4,17
02/07/2019 10:40'00,29.2,17.3
02/07/2019 10:50'00,30.7,17.5
02/07/2019 11:00'00,30.7,17.7
02/07/2019 11:10'00,28.1,18
02/07/2019 11:20'00,30.3,18.1
02/07/2019 11:30'00,29.8,18.4
02/07/2019 11:40'00,31.6,18.6
02/07/2019 11:50'00,30.5,18.8
02/07/2019 12:00'00,30,19
02/07/2019 12:10'00,29.8,19.2
02/07/2019 12:20'00,29.8,19.4
02/07/2019 12:30'00,30.5,19.6
02/07/2019 12:40'00,30.5,19.7
02/07/2019 12:50'00,29.8,19.9
02/07/2019 13:00'00,29.6,20
02/07/2019 13:10'00,30,20.2
02/07/2019 13:20'00,30.9,20.3
02/07/2019 13:30'00,31.3,20.5
02/07/2019 13:40'00,32,20.7
02/07/2019 13:50'00,30.5,20.9
02/07/2019 14:00'00,29.3,21
02/07/2019 14:10'00,29.3,21.1
02/07/2019 14:20'00,29,21.1
02/07/2019 14:30'00,29.1,21.2
02/07/2019 14:40'00,28.2,21.2
02/07/2019 14:50'00,29.7,21.4
02/07/2019 15:00'00,29.1,21.6
02/07/2019 15:10'00,29.6,21.7
02/07/2019 15:20'00,29.3,21.8
02/07/2019 15:30'00,27.2,21.9
02/07/2019 15:40'00,26.6,21.9
02/07/2019 15:50'00,25.4,22
02/07/2019 16:00'00,24.2,21.8
02/07/2019 16:10'00,23.8,21.8
02/07/2019 16:20'00,23.5,21.8
02/07/2019 16:30'00,23,21.7
02/07/2019 16:40'00,22.3,21.7
02/07/2019 16:50'00,22.1,21.6
02/07/2019 17:00'00,21.5,21.6
02/07/2019 17:10'00,20.8,21.4
02/07/2019 17:20'00,20.3,21.4
02/07/2019 17:30'00,19.7,21.2
02/07/2019 17:40'00,19.2,21.2
02/07/2019 17:50'00,18.7,21
02/07/2019 18:00'00,18.4,21
02/07/2019 18:10'00,18.4,20.8
02/07/2019 18:20'00,18.2,20.8
02/07/2019 18:30'00,18,20.6
02/07/2019 18:40'00,17.9,20.5
02/07/2019 18:50'00,17.7,20.4
02/07/2019 19:00'00,17.5,20.3
02/07/2019 19:10'00,17.4,20.3
02/07/2019 19:20'00,17.3,20.1
02/07/2019 19:30'00,17.3,20.1
02/07/2019 19:40'00,17.1,20
02/07/2019 19:50'00,17,19.9
02/07/2019 20:00'00,17,19.8
02/07/2019 20:10'00,16.9,19.8
02/07/2019 20:20'00,16.9,19.7
02/07/2019 20:30'00,16.9,19.6
02/07/2019 20:40'00,16.8,19.6
02/07/2019 20:50'00,16.8,19.5
02/07/2019 21:00'00,16.7,19.4
02/07/2019 21:10'00,16.7,19.4
02/07/2019 21:20'00,16.7,19.3
02/07/2019 21:30'00,16.6,19.3
02/07/2019 21:40'00,16.6,19.2
02/07/2019 21:50'00,16.5,19.2
02/07/2019 22:00'00,16.4,19.1
02/07/2019 22:10'00,16.5,19.1
02/07/2019 22:20'00,16.3,19
02/07/2019 22:30'00,16.3,19
02/07/2019 22:40'00,16.2,19
02/07/2019 22:50'00,16.1,18.9
02/07/2019 23:00'00,16.1,18.8
02/07/2019 23:10'00,16.1,18.8
02/07/2019 23:20'00,16,18.7
02/07/2019 23:30'00,15.9,18.7
02/07/2019 23:40'00,15.9,18.7
02/07/2019 23:50'00,15.9,18.6
02/08/2019 00:00'00,15.6,18.6
02/08/2019 00:10'00,15.5,18.6
02/08/2019 00:20'00,15.5,18.5
02/08/2019 00:30'00,15.5,18.4
02/08/2019 00:40'00,15.5,18.4
02/08/2019 00:50'00,15.4,18.4
02/08/2019 01:00'00,15.4,18.4
02/08/2019 01:10'00,15.3,18.3
02/08/2019 01:20'00,15.3,18.3
02/08/2019 01:30'00,15.1,18.2
02/08/2019 01:40'00,15,18.2
02/08/2019 01:50'00,14.9,18.2
02/08/2019 02:00'00,14.7,18.1
02/08/2019 02:10'00,14.7,18.1
02/08/2019 02:20'00,14.5,18
02/08/2019 02:30'00,14.3,17.9
02/08/2019 02:40'00,14.3,17.9
02/08/2019 02:50'00,14.2,17.9
02/08/2019 03:00'00,14.1,17.8
02/08/2019 03:10'00,14,17.8
02/08/2019 03:20'00,13.9,17.7
02/08/2019 03:30'00,13.9,17.7
02/08/2019 03:40'00,13.9,17.6
02/08/2019 03:50'00,13.9,17.6
02/08/2019 04:00'00,14,17.6
02/08/2019 04:10'00,13.8,17.5
02/08/2019 04:20'00,13.8,17.4
02/08/2019 04:30'00,13.7,17.4
02/08/2019 04:40'00,13.5,17.3
02/08/2019 04:50'00,13.4,17.3
02/08/2019 05:00'00,13.2,17.2
02/08/2019 05:10'00,13.1,17.3
02/08/2019 05:20'00,13.5,17.2
02/08/2019 05:30'00,14.1,17.2
02/08/2019 05:40'00,13.4,17.2
02/08/2019 05:50'00,13.2,17.1
02/08/2019 06:00'00,12.9,17.1
02/08/2019 06:10'00,14.3,17
02/08/2019 06:20'00,13.5,17
02/08/2019 06:30'00,13.1,17
02/08/2019 06:40'00,13,17
02/08/2019 06:50'00,14.2,17
02/08/2019 07:00'00,13.2,16.9
02/08/2019 07:10'00,13,16.9
02/08/2019 07:20'00,13.1,16.8
02/08/2019 07:30'00,13.1,16.8
02/08/2019 07:40'00,13.2,16.8
02/08/2019 07:50'00,13.6,16.7
02/08/2019 08:00'00,14,16.8
02/08/2019 08:10'00,14.4,16.8
02/08/2019 08:20'00,16.1,16.7
02/08/2019 08:30'00,17.2,16.7
02/08/2019 08:40'00,18,16.8
02/08/2019 08:50'00,19.1,16.8
02/08/2019 09:00'00,20,16.9
02/08/2019 09:10'00,21.1,17
02/08/2019 09:20'00,20.4,17.1
02/08/2019 09:30'00,19.4,17.3
02/08/2019 09:40'00,19.5,17.3
02/08/2019 09:50'00,20.1,17.4
02/08/2019 10:00'00,19.7,17.5
02/08/2019 10:10'00,19.3,17.5
02/08/2019 10:20'00,19.1,17.6
02/08/2019 10:30'00,18.9,17.6
02/08/2019 10:40'00,20,17.7
02/08/2019 10:50'00,22,17.7
02/08/2019 11:00'00,23.3,17.9
02/08/2019 11:10'00,23.6,18
02/08/2019 11:20'00,24,18.1
02/08/2019 11:30'00,23,18.2
02/08/2019 11:40'00,23.1,18.3
02/08/2019 11:50'00,23,18.4
02/08/2019 12:00'00,23.2,18.5
02/08/2019 12:10'00,23.4,18.6
02/08/2019 12:20'00,23.1,18.7
02/08/2019 12:30'00,23,18.8
02/08/2019 12:40'00,22.5,18.9
02/08/2019 12:50'00,21.9,19
02/08/2019 13:00'00,21.9,19.1
02/08/2019 13:10'00,21.9,19.1
02/08/2019 13:20'00,21.8,19.2
02/08/2019 13:30'00,21.5,19.2
02/08/2019 13:40'00,20.8,19.2
02/08/2019 13:50'00,20.7,19.3
02/08/2019 14:00'00,21,19.3
02/08/2019 14:10'00,20.8,19.3
02/08/2019 14:20'00,20.2,19.3
02/08/2019 14:30'00,20.2,19.3
02/08/2019 14:40'00,20.4,19.3
02/08/2019 14:50'00,21,19.4
02/08/2019 15:00'00,21.2,19.4
02/08/2019 15:10'00,20.6,19.4
02/08/2019 15:20'00,20.8,19.5
02/08/2019 15:30'00,20.4,19.5
02/08/2019 15:40'00,20.5,19.5
02/08/2019 15:50'00,19.9,19.5
02/08/2019 16:00'00,19.3,19.5
02/08/2019 16:10'00,18.8,19.5
02/08/2019 16:20'00,19.2,19.5
02/08/2019 16:30'00,18.2,19.4
02/08/2019 16:40'00,17.8,19.4
02/08/2019 16:50'00,17.3,19.4
02/08/2019 17:00'00,16.8,19.2
02/08/2019 17:10'00,16.3,19.2
02/08/2019 17:20'00,16,19.1
02/08/2019 17:30'00,15.7,19.1
02/08/2019 17:40'00,15.2,19
02/08/2019 17:50'00,14.9,18.9
02/08/2019 18:00'00,14.5,18.7
02/08/2019 18:10'00,14.3,18.7
02/08/2019 18:20'00,14.1,18.5
02/08/2019 18:30'00,13.8,18.4
02/08/2019 18:40'00,13.7,18.3
02/08/2019 18:50'00,13.5,18.2
02/08/2019 19:00'00,13.3,18.2
02/08/2019 19:10'00,13.1,18
02/08/2019 19:20'00,13.1,18
02/08/2019 19:30'00,13.1,17.9
02/08/2019 19:40'00,13.6,17.8
02/08/2019 19:50'00,13.4,17.7
02/08/2019 20:00'00,13,17.7
02/08/2019 20:10'00,12.8,17.6
02/08/2019 20:20'00,13.4,17.5
02/08/2019 20:30'00,13.4,17.4
02/08/2019 20:40'00,12.8,17.4
02/08/2019 20:50'00,12.6,17.3
02/08/2019 21:00'00,13.4,17.2
02/08/2019 21:10'00,13.4,17.2
02/08/2019 21:20'00,12.9,17.2
02/08/2019 21:30'00,12.7,17.1
02/08/2019 21:40'00,12.6,17.1
02/08/2019 21:50'00,13.9,17
02/08/2019 22:00'00,13,17
02/08/2019 22:10'00,12.7,17
02/08/2019 22:20'00,12.2,16.9
02/08/2019 22:30'00,13.9,16.9
02/08/2019 22:40'00,13.1,16.9
02/08/2019 22:50'00,12.8,16.8
02/08/2019 23:00'00,12.6,16.7
02/08/2019 23:10'00,12.7,16.7
02/08/2019 23:20'00,13.9,16.8
02/08/2019 23:30'00,13,16.6
02/08/2019 23:40'00,12.8,16.6
02/08/2019 23:50'00,12.6,16.6
02/09/2019 00:00'00,12.3,16.6
02/09/2019 00:10'00,14,16.6
02/09/2019 00:20'00,13.1,16.6
02/09/2019 00:30'00,12.7,16.5
02/09/2019 00:40'00,12.5,16.5
02/09/2019 00:50'00,12.3,16.5
02/09/2019 01:00'00,13.9,16.4
02/09/2019 01:10'00,13.1,16.4
02/09/2019 01:20'00,12.7,16.4
02/09/2019 01:30'00,12.5,16.4
02/09/2019 01:40'00,12.2,16.4
02/09/2019 01:50'00,13.9,16.3
02/09/2019 02:00'00,13.1,16.3
02/09/2019 02:10'00,12.7,16.3
02/09/2019 02:20'00,12.6,16.3
02/09/2019 02:30'00,12.8,16.3
02/09/2019 02:40'00,13.8,16.2
02/09/2019 02:50'00,12.8,16.2
02/09/2019 03:00'00,12.4,16.2
02/09/2019 03:10'00,12.9,16.2
02/09/2019 03:20'00,13.4,16.1
02/09/2019 03:30'00,12.5,16.1
02/09/2019 03:40'00,12.2,16.2
02/09/2019 03:50'00,13.6,16.1
02/09/2019 04:00'00,12.7,16.1
02/09/2019 04:10'00,12.1,16.1
02/09/2019 04:20'00,13.1,16
02/09/2019 04:30'00,12.8,16.1
02/09/2019 04:40'00,12,16
02/09/2019 04:50'00,13.1,16
02/09/2019 05:00'00,12.8,16
02/09/2019 05:10'00,12.1,16
02/09/2019 05:20'00,13,15.9
02/09/2019 05:30'00,12.8,15.9
02/09/2019 05:40'00,12,15.8
02/09/2019 05:50'00,13.3,15.9
02/09/2019 06:00'00,12.9,15.9
02/09/2019 06:10'00,12,15.9
02/09/2019 06:20'00,13,15.8
02/09/2019 06:30'00,12.7,15.8
02/09/2019 06:40'00,11.9,15.8
02/09/2019 06:50'00,13.4,15.7
02/09/2019 07:00'00,12.6,15.8
02/09/2019 07:10'00,11.9,15.7
02/09/2019 07:20'00,13.7,15.7
02/09/2019 07:30'00,12.8,15.7
02/09/2019 07:40'00,12.2,15.7
02/09/2019 07:50'00,13.3,15.7
02/09/2019 08:00'00,13.4,15.7
02/09/2019 08:10'00,12.6,15.7
02/09/2019 08:20'00,12.2,15.6
02/09/2019 08:30'00,13.5,15.6
02/09/2019 08:40'00,13.6,15.6
02/09/2019 08:50'00,12.8,15.7
02/09/2019 09:00'00,12.3,15.6
02/09/2019 09:10'00,12.2,15.6
02/09/2019 09:20'00,12.5,15.6
02/09/2019 09:30'00,12.4,15.7
02/09/2019 09:40'00,12.6,15.6
02/09/2019 09:50'00,12.8,15.6
02/09/2019 10:00'00,13.1,15.7
02/09/2019 10:10'00,13.3,15.7
02/09/2019 10:20'00,13.6,15.6
02/09/2019 10:30'00,14.2,15.7
02/09/2019 10:40'00,14.4,15.7
02/09/2019 10:50'00,14.8,15.7
02/09/2019 11:00'00,15.6,15.8
02/09/2019 11:10'00,15.9,15.9
02/09/2019 11:20'00,16.4,15.9
02/09/2019 11:30'00,17,16
02/09/2019 11:40'00,17,16.1
02/09/2019 11:50'00,17.6,16.2
02/09/2019 12:00'00,18.3,16.2
02/09/2019 12:10'00,19.5,16.4
02/09/2019 12:20'00,19.1,16.5
02/09/2019 12:30'00,18.8,16.6
02/09/2019 12:40'00,18.4,16.6
02/09/2019 12:50'00,18.5,16.7
02/09/2019 13:00'00,18.1,16.7
02/09/2019 13:10'00,18,16.8
02/09/2019 13:20'00,17.8,16.8
02/09/2019 13:30'00,17.7,16.9
02/09/2019 13:40'00,17.2,16.8
02/09/2019 13:50'00,16.8,16.9
02/09/2019 14:00'00,17.2,17
02/09/2019 14:10'00,17.7,16.9
02/09/2019 14:20'00,17.6,17
02/09/2019 14:30'00,16.6,17
02/09/2019 14:40'00,15.8,17
02/09/2019 14:50'00,15.1,17
