< Measurement Data Text Output >,,,,,,,,,
,,,,,,,,,
Date/Time,@date(),ch.1,ch.2,ch.3,ch.4,ch.5,ch.6,ch.7,ch.8
,,°C,°C,,,,,,
05/05/2020 18:20'00,43956.76389,21.5,22.2,,,,,,
05/05/2020 18:40'00,43956.77778,21,22,,,,,,
05/05/2020 19:00'00,43956.79167,20.5,21.9,,,,,,
05/05/2020 19:20'00,43956.80556,20.4,21.8,,,,,,
05/05/2020 19:40'00,43956.81944,20.3,21.7,,,,,,
05/05/2020 20:00'00,43956.83333,20,21.6,,,,,,
05/05/2020 20:20'00,43956.84722,19.6,21.5,,,,,,
05/05/2020 20:40'00,43956.86111,19.3,21.4,,,,,,
05/05/2020 21:00'00,43956.875,19.4,21.3,,,,,,
05/05/2020 21:20'00,43956.88889,19.2,21.2,,,,,,
05/05/2020 21:40'00,43956.90278,19.1,21.1,,,,,,
05/05/2020 22:00'00,43956.91667,19,21,,,,,,
05/05/2020 22:20'00,43956.93056,18.7,21,,,,,,
05/05/2020 22:40'00,43956.94444,18.4,20.9,,,,,,
05/05/2020 23:00'00,43956.95833,18.3,20.8,,,,,,
05/05/2020 23:20'00,43956.97222,18.4,20.7,,,,,,
05/05/2020 23:40'00,43956.98611,18.2,20.7,,,,,,
05/06/2020 00:00'00,43957,18,20.6,,,,,,
05/06/2020 00:20'00,43957.01389,18.9,20.5,,,,,,
05/06/2020 00:40'00,43957.02778,19.6,20.6,,,,,,
05/06/2020 01:00'00,43957.04167,19.7,20.6,,,,,,
05/06/2020 01:20'00,43957.05556,19.8,20.6,,,,,,
05/06/2020 01:40'00,43957.06944,19.8,20.7,,,,,,
05/06/2020 02:00'00,43957.08333,19.4,20.6,,,,,,
05/06/2020 02:20'00,43957.09722,19.5,20.6,,,,,,
05/06/2020 02:40'00,43957.11111,19.3,20.6,,,,,,
05/06/2020 03:00'00,43957.125,19,20.5,,,,,,
05/06/2020 03:20'00,43957.13889,18.7,20.5,,,,,,
05/06/2020 03:40'00,43957.15278,18.6,20.4,,,,,,
05/06/2020 04:00'00,43957.16667,19,20.4,,,,,,
05/06/2020 04:20'00,43957.18056,19.2,20.4,,,,,,
05/06/2020 04:40'00,43957.19444,19.3,20.4,,,,,,
05/06/2020 05:00'00,43957.20833,19.2,20.4,,,,,,
05/06/2020 05:20'00,43957.22222,19.3,20.4,,,,,,
05/06/2020 05:40'00,43957.23611,19.3,20.4,,,,,,
05/06/2020 06:00'00,43957.25,19.4,20.4,,,,,,
05/06/2020 06:20'00,43957.26389,19.6,20.4,,,,,,
05/06/2020 06:40'00,43957.27778,19.7,20.4,,,,,,
05/06/2020 07:00'00,43957.29167,19.6,20.4,,,,,,
05/06/2020 07:20'00,43957.30556,21.6,20.4,,,,,,
05/06/2020 07:40'00,43957.31944,21.7,20.5,,,,,,
05/06/2020 08:00'00,43957.33333,22.7,20.5,,,,,,
05/06/2020 08:20'00,43957.34722,22.4,20.5,,,,,,
05/06/2020 08:40'00,43957.36111,22.1,20.6,,,,,,
05/06/2020 09:00'00,43957.375,25.5,20.7,,,,,,
05/06/2020 09:20'00,43957.38889,27.1,21,,,,,,
05/06/2020 09:40'00,43957.40278,25.4,21.1,,,,,,
05/06/2020 10:00'00,43957.41667,19.9,21.2,,,,,,
05/06/2020 10:20'00,43957.43056,19.9,21.1,,,,,,
05/06/2020 10:40'00,43957.44444,20.4,21.1,,,,,,
05/06/2020 11:00'00,43957.45833,21.3,21.1,,,,,,
05/06/2020 11:20'00,43957.47222,22,21.1,,,,,,
05/06/2020 11:40'00,43957.48611,21.9,21,,,,,,
05/06/2020 12:00'00,43957.5,25.9,21.1,,,,,,
05/06/2020 12:20'00,43957.51389,25.6,21.2,,,,,,
05/06/2020 12:40'00,43957.52778,29.2,21.4,,,,,,
05/06/2020 13:00'00,43957.54167,26.1,21.6,,,,,,
05/06/2020 13:20'00,43957.55556,25.6,21.7,,,,,,
05/06/2020 13:40'00,43957.56944,23.9,21.7,,,,,,
05/06/2020 14:00'00,43957.58333,24.6,21.7,,,,,,
05/06/2020 14:20'00,43957.59722,22.8,21.6,,,,,,
05/06/2020 14:40'00,43957.61111,22.8,21.5,,,,,,
05/06/2020 15:00'00,43957.625,21.2,21.6,,,,,,
05/06/2020 15:20'00,43957.63889,20.5,21.6,,,,,,
05/06/2020 15:40'00,43957.65278,21.2,21.5,,,,,,
05/06/2020 16:00'00,43957.66667,22.4,21.5,,,,,,
05/06/2020 16:20'00,43957.68056,21,21.5,,,,,,
05/06/2020 16:40'00,43957.69444,21,21.4,,,,,,
05/06/2020 17:00'00,43957.70833,20.4,21.4,,,,,,
05/06/2020 17:20'00,43957.72222,20.2,21.3,,,,,,
05/06/2020 17:40'00,43957.73611,19.5,21.3,,,,,,
05/06/2020 18:00'00,43957.75,19.3,21.2,,,,,,
05/06/2020 18:20'00,43957.76389,19.1,21.1,,,,,,
05/06/2020 18:40'00,43957.77778,18.9,21,,,,,,
05/06/2020 19:00'00,43957.79167,18.7,20.9,,,,,,
05/06/2020 19:20'00,43957.80556,18.6,20.8,,,,,,
05/06/2020 19:40'00,43957.81944,18.3,20.7,,,,,,
05/06/2020 20:00'00,43957.83333,18,20.5,,,,,,
05/06/2020 20:20'00,43957.84722,17.9,20.5,,,,,,
05/06/2020 20:40'00,43957.86111,17.7,20.4,,,,,,
05/06/2020 21:00'00,43957.875,17.8,20.3,,,,,,
05/06/2020 21:20'00,43957.88889,17.8,20.2,,,,,,
05/06/2020 21:40'00,43957.90278,17.9,20.2,,,,,,
05/06/2020 22:00'00,43957.91667,17.7,20.2,,,,,,
05/06/2020 22:20'00,43957.93056,17.5,20.1,,,,,,
05/06/2020 22:40'00,43957.94444,17.5,20,,,,,,
05/06/2020 23:00'00,43957.95833,17.1,19.9,,,,,,
05/06/2020 23:20'00,43957.97222,16.9,19.8,,,,,,
05/06/2020 23:40'00,43957.98611,16.7,19.7,,,,,,
05/07/2020 00:00'00,43958,16.2,19.5,,,,,,
05/07/2020 00:20'00,43958.01389,15.7,19.4,,,,,,
05/07/2020 00:40'00,43958.02778,15.6,19.3,,,,,,
05/07/2020 01:00'00,43958.04167,15.5,19.2,,,,,,
05/07/2020 01:20'00,43958.05556,15.4,19,,,,,,
05/07/2020 01:40'00,43958.06944,14.9,19,,,,,,
05/07/2020 02:00'00,43958.08333,14.5,18.8,,,,,,
05/07/2020 02:20'00,43958.09722,14.3,18.7,,,,,,
05/07/2020 02:40'00,43958.11111,14.1,18.5,,,,,,
05/07/2020 03:00'00,43958.125,14.1,18.4,,,,,,
05/07/2020 03:20'00,43958.13889,13.5,18.3,,,,,,
05/07/2020 03:40'00,43958.15278,13.2,18.2,,,,,,
05/07/2020 04:00'00,43958.16667,13.6,18,,,,,,
05/07/2020 04:20'00,43958.18056,13.2,18,,,,,,
05/07/2020 04:40'00,43958.19444,12.9,17.9,,,,,,
05/07/2020 05:00'00,43958.20833,12.4,17.7,,,,,,
05/07/2020 05:20'00,43958.22222,12.9,17.6,,,,,,
05/07/2020 05:40'00,43958.23611,13.7,17.6,,,,,,
05/07/2020 06:00'00,43958.25,14.8,17.5,,,,,,
05/07/2020 06:20'00,43958.26389,15.7,17.6,,,,,,
05/07/2020 06:40'00,43958.27778,16.6,17.7,,,,,,
05/07/2020 07:00'00,43958.29167,17.8,17.7,,,,,,
05/07/2020 07:20'00,43958.30556,19.4,17.9,,,,,,
05/07/2020 07:40'00,43958.31944,24,18,,,,,,
05/07/2020 08:00'00,43958.33333,24.6,18.3,,,,,,
05/07/2020 08:20'00,43958.34722,20.7,18.4,,,,,,
05/07/2020 08:40'00,43958.36111,23.7,18.6,,,,,,
05/07/2020 09:00'00,43958.375,23.6,18.8,,,,,,
05/07/2020 09:20'00,43958.38889,24.7,19,,,,,,
05/07/2020 09:40'00,43958.40278,25.9,19.2,,,,,,
05/07/2020 10:00'00,43958.41667,27.1,19.4,,,,,,
05/07/2020 10:20'00,43958.43056,25.1,19.6,,,,,,
05/07/2020 10:40'00,43958.44444,25.6,19.7,,,,,,
05/07/2020 11:00'00,43958.45833,27.9,20,,,,,,
05/07/2020 11:20'00,43958.47222,28.9,20.4,,,,,,
05/07/2020 11:40'00,43958.48611,28.3,20.8,,,,,,
05/07/2020 12:00'00,43958.5,31.1,21.3,,,,,,
05/07/2020 12:20'00,43958.51389,31,21.5,,,,,,
05/07/2020 12:40'00,43958.52778,30.2,21.5,,,,,,
05/07/2020 13:00'00,43958.54167,28.8,21.4,,,,,,
05/07/2020 13:20'00,43958.55556,29.5,21.3,,,,,,
05/07/2020 13:40'00,43958.56944,29.8,21.3,,,,,,
05/07/2020 14:00'00,43958.58333,29.4,21.4,,,,,,
05/07/2020 14:20'00,43958.59722,29.7,21.6,,,,,,
05/07/2020 14:40'00,43958.61111,29.9,21.8,,,,,,
05/07/2020 15:00'00,43958.625,30.2,21.8,,,,,,
05/07/2020 15:20'00,43958.63889,29.3,21.8,,,,,,
05/07/2020 15:40'00,43958.65278,28.2,21.6,,,,,,
05/07/2020 16:00'00,43958.66667,27.6,21.6,,,,,,
05/07/2020 16:20'00,43958.68056,26.2,21.5,,,,,,
05/07/2020 16:40'00,43958.69444,29.7,21.7,,,,,,
05/07/2020 17:00'00,43958.70833,27.7,21.7,,,,,,
05/07/2020 17:20'00,43958.72222,25.8,21.6,,,,,,
05/07/2020 17:40'00,43958.73611,22.4,21.5,,,,,,
05/07/2020 18:00'00,43958.75,20.5,21.3,,,,,,
05/07/2020 18:20'00,43958.76389,19.2,21,,,,,,
05/07/2020 18:40'00,43958.77778,18.5,20.9,,,,,,
05/07/2020 19:00'00,43958.79167,17.9,20.6,,,,,,
05/07/2020 19:20'00,43958.80556,17.6,20.5,,,,,,
05/07/2020 19:40'00,43958.81944,17.5,20.3,,,,,,
05/07/2020 20:00'00,43958.83333,17.1,20.1,,,,,,
05/07/2020 20:20'00,43958.84722,17,20,,,,,,
05/07/2020 20:40'00,43958.86111,16.2,19.8,,,,,,
05/07/2020 21:00'00,43958.875,15.8,19.7,,,,,,
05/07/2020 21:20'00,43958.88889,15.5,19.6,,,,,,
05/07/2020 21:40'00,43958.90278,15.1,19.4,,,,,,
05/07/2020 22:00'00,43958.91667,15,19.3,,,,,,
05/07/2020 22:20'00,43958.93056,15.6,19.3,,,,,,
05/07/2020 22:40'00,43958.94444,15.3,19.2,,,,,,
05/07/2020 23:00'00,43958.95833,15.2,19.1,,,,,,
05/07/2020 23:20'00,43958.97222,14.5,19,,,,,,
05/07/2020 23:40'00,43958.98611,14,18.8,,,,,,
05/08/2020 00:00'00,43959,14.4,18.8,,,,,,
05/08/2020 00:20'00,43959.01389,14.6,18.7,,,,,,
05/08/2020 00:40'00,43959.02778,14.1,18.6,,,,,,
05/08/2020 01:00'00,43959.04167,13.9,18.5,,,,,,
05/08/2020 01:20'00,43959.05556,14,18.5,,,,,,
05/08/2020 01:40'00,43959.06944,13.8,18.3,,,,,,
05/08/2020 02:00'00,43959.08333,13.7,18.2,,,,,,
05/08/2020 02:20'00,43959.09722,13.8,18.2,,,,,,
05/08/2020 02:40'00,43959.11111,13.7,18.1,,,,,,
05/08/2020 03:00'00,43959.125,13.7,18,,,,,,
05/08/2020 03:20'00,43959.13889,13.8,17.9,,,,,,
05/08/2020 03:40'00,43959.15278,13.6,17.8,,,,,,
05/08/2020 04:00'00,43959.16667,13.4,17.8,,,,,,
05/08/2020 04:20'00,43959.18056,13.2,17.7,,,,,,
05/08/2020 04:40'00,43959.19444,13.1,17.6,,,,,,
05/08/2020 05:00'00,43959.20833,13,17.5,,,,,,
05/08/2020 05:20'00,43959.22222,13.4,17.4,,,,,,
05/08/2020 05:40'00,43959.23611,14.3,17.4,,,,,,
05/08/2020 06:00'00,43959.25,15.7,17.4,,,,,,
05/08/2020 06:20'00,43959.26389,17.7,17.5,,,,,,
05/08/2020 06:40'00,43959.27778,15.9,17.5,,,,,,
05/08/2020 07:00'00,43959.29167,16.6,17.5,,,,,,
05/08/2020 07:20'00,43959.30556,18.4,17.2,,,,,,
05/08/2020 07:40'00,43959.31944,20.7,17.6,,,,,,
05/08/2020 08:00'00,43959.33333,27.5,18.8,,,,,,
05/08/2020 08:20'00,43959.34722,26.1,19.2,,,,,,
05/08/2020 08:40'00,43959.36111,27.2,19.6,,,,,,
05/08/2020 09:00'00,43959.375,28.1,20,,,,,,
05/08/2020 09:20'00,43959.38889,30.5,20.3,,,,,,
05/08/2020 09:40'00,43959.40278,29.5,20.7,,,,,,
05/08/2020 10:00'00,43959.41667,30.3,21.1,,,,,,
05/08/2020 10:20'00,43959.43056,30,21.4,,,,,,
05/08/2020 10:40'00,43959.44444,29,21.8,,,,,,
05/08/2020 11:00'00,43959.45833,26.7,21.8,,,,,,
05/08/2020 11:20'00,43959.47222,27.8,21.7,,,,,,
05/08/2020 11:40'00,43959.48611,26.5,21.6,,,,,,
05/08/2020 12:00'00,43959.5,28,21.9,,,,,,
05/08/2020 12:20'00,43959.51389,29.7,22.1,,,,,,
05/08/2020 12:40'00,43959.52778,28.2,22.1,,,,,,
05/08/2020 13:00'00,43959.54167,27.4,22,,,,,,
05/08/2020 13:20'00,43959.55556,27.4,22,,,,,,
05/08/2020 13:40'00,43959.56944,27.1,21.9,,,,,,
05/08/2020 14:00'00,43959.58333,26.9,22.1,,,,,,
05/08/2020 14:20'00,43959.59722,26.6,22,,,,,,
05/08/2020 14:40'00,43959.61111,26.8,22.2,,,,,,
05/08/2020 15:00'00,43959.625,28.3,22.4,,,,,,
05/08/2020 15:20'00,43959.63889,28.1,22.3,,,,,,
05/08/2020 15:40'00,43959.65278,27.5,22.2,,,,,,
05/08/2020 16:00'00,43959.66667,24.9,21.8,,,,,,
05/08/2020 16:20'00,43959.68056,24.4,21.8,,,,,,
05/08/2020 16:40'00,43959.69444,26.2,21.6,,,,,,
05/08/2020 17:00'00,43959.70833,21.7,21.3,,,,,,
05/08/2020 17:20'00,43959.72222,21.8,21.2,,,,,,
05/08/2020 17:40'00,43959.73611,16.8,20.8,,,,,,
05/08/2020 18:00'00,43959.75,18.9,22.7,,,,,,
05/08/2020 18:20'00,43959.76389,18,22.1,,,,,,
05/08/2020 18:40'00,43959.77778,17.5,22.2,,,,,,
05/08/2020 19:00'00,43959.79167,18.1,22.5,,,,,,
05/08/2020 19:20'00,43959.80556,15.2,22.2,,,,,,
05/08/2020 19:40'00,43959.81944,15.7,22,,,,,,
05/08/2020 20:00'00,43959.83333,15.7,21.8,,,,,,
05/08/2020 20:20'00,43959.84722,16.3,21.7,,,,,,
05/08/2020 20:40'00,43959.86111,15.9,21,,,,,,
05/08/2020 21:00'00,43959.875,15.4,21,,,,,,
05/08/2020 21:20'00,43959.88889,15.2,20.9,,,,,,
05/08/2020 21:40'00,43959.90278,15,20.8,,,,,,
05/08/2020 22:00'00,43959.91667,14.7,20.7,,,,,,
05/08/2020 22:20'00,43959.93056,14.5,20.6,,,,,,
05/08/2020 22:40'00,43959.94444,14.4,20.5,,,,,,
05/08/2020 23:00'00,43959.95833,14.4,20.4,,,,,,
05/08/2020 23:20'00,43959.97222,14.2,20.4,,,,,,
05/08/2020 23:40'00,43959.98611,14.4,20.3,,,,,,
05/09/2020 00:00'00,43960,14.3,20.2,,,,,,
05/09/2020 00:20'00,43960.01389,14,20.1,,,,,,
05/09/2020 00:40'00,43960.02778,14,20.1,,,,,,
05/09/2020 01:00'00,43960.04167,13.8,20,,,,,,
05/09/2020 01:20'00,43960.05556,14.2,20,,,,,,
05/09/2020 01:40'00,43960.06944,14.7,20.1,,,,,,
05/09/2020 02:00'00,43960.08333,14.1,20,,,,,,
05/09/2020 02:20'00,43960.09722,13.6,19.9,,,,,,
05/09/2020 02:40'00,43960.11111,13.7,19.8,,,,,,
05/09/2020 03:00'00,43960.125,13.6,19.7,,,,,,
05/09/2020 03:20'00,43960.13889,13.5,19.6,,,,,,
05/09/2020 03:40'00,43960.15278,14.1,19.7,,,,,,
05/09/2020 04:00'00,43960.16667,14.4,19.7,,,,,,
05/09/2020 04:20'00,43960.18056,14.5,19.7,,,,,,
05/09/2020 04:40'00,43960.19444,14.6,19.8,,,,,,
05/09/2020 05:00'00,43960.20833,14.8,19.8,,,,,,
05/09/2020 05:20'00,43960.22222,15,19.8,,,,,,
05/09/2020 05:40'00,43960.23611,15.4,20,,,,,,
05/09/2020 06:00'00,43960.25,15.3,20,,,,,,
05/09/2020 06:20'00,43960.26389,15.8,20.1,,,,,,
05/09/2020 06:40'00,43960.27778,16,20.2,,,,,,
05/09/2020 07:00'00,43960.29167,17.5,20.4,,,,,,
05/09/2020 07:20'00,43960.30556,19.2,20.9,,,,,,
05/09/2020 07:40'00,43960.31944,18.9,21.1,,,,,,
05/09/2020 08:00'00,43960.33333,19.1,21.2,,,,,,
05/09/2020 08:20'00,43960.34722,20.4,21.5,,,,,,
05/09/2020 08:40'00,43960.36111,21.7,22.5,,,,,,
05/09/2020 09:00'00,43960.375,20.2,22.1,,,,,,
05/09/2020 09:20'00,43960.38889,20.1,22,,,,,,
05/09/2020 09:40'00,43960.40278,21.2,22.1,,,,,,
05/09/2020 10:00'00,43960.41667,25,22.7,,,,,,
05/09/2020 10:20'00,43960.43056,24.8,23.1,,,,,,
05/09/2020 10:40'00,43960.44444,26.8,23.5,,,,,,
05/09/2020 11:00'00,43960.45833,25.1,23.3,,,,,,
05/09/2020 11:20'00,43960.47222,26.8,23.5,,,,,,
05/09/2020 11:40'00,43960.48611,26.1,23.6,,,,,,
05/09/2020 12:00'00,43960.5,25,23.3,,,,,,
05/09/2020 12:20'00,43960.51389,24.5,23.3,,,,,,
05/09/2020 12:40'00,43960.52778,26.3,23.7,,,,,,
05/09/2020 13:00'00,43960.54167,27.8,24,,,,,,
05/09/2020 13:20'00,43960.55556,27.5,24.2,,,,,,
05/09/2020 13:40'00,43960.56944,25.6,24.1,,,,,,
05/09/2020 14:00'00,43960.58333,25.2,24,,,,,,
05/09/2020 14:20'00,43960.59722,24.6,24,,,,,,
05/09/2020 14:40'00,43960.61111,23.5,23.8,,,,,,
05/09/2020 15:00'00,43960.625,22.6,23.7,,,,,,
05/09/2020 15:20'00,43960.63889,22.1,23.6,,,,,,
05/09/2020 15:40'00,43960.65278,22.4,23.6,,,,,,
05/09/2020 16:00'00,43960.66667,19.6,23.3,,,,,,
05/09/2020 16:20'00,43960.68056,21.7,23.4,,,,,,
05/09/2020 16:40'00,43960.69444,21.1,23.3,,,,,,
05/09/2020 17:00'00,43960.70833,21.1,23.3,,,,,,
05/09/2020 17:20'00,43960.72222,21.1,23.3,,,,,,
05/09/2020 17:40'00,43960.73611,20.7,23.4,,,,,,
05/09/2020 18:00'00,43960.75,20.3,23.3,,,,,,
05/09/2020 18:20'00,43960.76389,19.7,23.2,,,,,,
05/09/2020 18:40'00,43960.77778,19.2,23.1,,,,,,
05/09/2020 19:00'00,43960.79167,18.8,22.9,,,,,,
05/09/2020 19:20'00,43960.80556,18.5,22.9,,,,,,
05/09/2020 19:40'00,43960.81944,18.1,22.8,,,,,,
05/09/2020 20:00'00,43960.83333,17.8,22.8,,,,,,
05/09/2020 20:20'00,43960.84722,17.8,22.7,,,,,,
05/09/2020 20:40'00,43960.86111,17.7,22.7,,,,,,
05/09/2020 21:00'00,43960.875,17.7,22.7,,,,,,
05/09/2020 21:20'00,43960.88889,17.5,22.7,,,,,,
05/09/2020 21:40'00,43960.90278,17.6,22.6,,,,,,
05/09/2020 22:00'00,43960.91667,17.4,22.6,,,,,,
05/09/2020 22:20'00,43960.93056,17.2,22.5,,,,,,
05/09/2020 22:40'00,43960.94444,17.2,22.5,,,,,,
05/09/2020 23:00'00,43960.95833,17.2,22.4,,,,,,
05/09/2020 23:20'00,43960.97222,17.2,22.4,,,,,,
05/09/2020 23:40'00,43960.98611,17.2,22.3,,,,,,
05/10/2020 00:00'00,43961,17,22.3,,,,,,
05/10/2020 00:20'00,43961.01389,17,22.3,,,,,,
05/10/2020 00:40'00,43961.02778,16.9,22.2,,,,,,
05/10/2020 01:00'00,43961.04167,16.9,22.2,,,,,,
05/10/2020 01:20'00,43961.05556,16.9,22.2,,,,,,
05/10/2020 01:40'00,43961.06944,16.9,22.1,,,,,,
05/10/2020 02:00'00,43961.08333,16.4,22.1,,,,,,
05/10/2020 02:20'00,43961.09722,16.1,22.1,,,,,,
05/10/2020 02:40'00,43961.11111,16.2,22.1,,,,,,
05/10/2020 03:00'00,43961.125,16.1,22,,,,,,
05/10/2020 03:20'00,43961.13889,16.1,22,,,,,,
05/10/2020 03:40'00,43961.15278,16,22,,,,,,
05/10/2020 04:00'00,43961.16667,16,21.9,,,,,,
05/10/2020 04:20'00,43961.18056,16.2,22,,,,,,
05/10/2020 04:40'00,43961.19444,16.3,21.9,,,,,,
05/10/2020 05:00'00,43961.20833,16.2,21.9,,,,,,
05/10/2020 05:20'00,43961.22222,16.2,21.9,,,,,,
05/10/2020 05:40'00,43961.23611,16.2,21.9,,,,,,
05/10/2020 06:00'00,43961.25,16.4,22,,,,,,
05/10/2020 06:20'00,43961.26389,16.6,22,,,,,,
05/10/2020 06:40'00,43961.27778,16.9,22,,,,,,
05/10/2020 07:00'00,43961.29167,16.9,22,,,,,,
05/10/2020 07:20'00,43961.30556,17,22,,,,,,
05/10/2020 07:40'00,43961.31944,17.9,22.1,,,,,,
05/10/2020 08:00'00,43961.33333,18,22.1,,,,,,
05/10/2020 08:20'00,43961.34722,18.9,22.3,,,,,,
05/10/2020 08:40'00,43961.36111,19.3,22.4,,,,,,
05/10/2020 09:00'00,43961.375,20.1,22.5,,,,,,
05/10/2020 09:20'00,43961.38889,19.6,22.5,,,,,,
05/10/2020 09:40'00,43961.40278,20.4,22.6,,,,,,
05/10/2020 10:00'00,43961.41667,22.6,22.8,,,,,,
05/10/2020 10:20'00,43961.43056,21,22.8,,,,,,
05/10/2020 10:40'00,43961.44444,23,23,,,,,,
05/10/2020 11:00'00,43961.45833,21.8,23.1,,,,,,
05/10/2020 11:20'00,43961.47222,21.7,23.1,,,,,,
05/10/2020 11:40'00,43961.48611,23.1,23.3,,,,,,
05/10/2020 12:00'00,43961.5,21.8,23.3,,,,,,
05/10/2020 12:20'00,43961.51389,22,23.4,,,,,,
05/10/2020 12:40'00,43961.52778,22.3,23.5,,,,,,
05/10/2020 13:00'00,43961.54167,23,23.5,,,,,,
05/10/2020 13:20'00,43961.55556,22.8,23.5,,,,,,
05/10/2020 13:40'00,43961.56944,21.7,23.6,,,,,,
05/10/2020 14:00'00,43961.58333,21.2,23.6,,,,,,
05/10/2020 14:20'00,43961.59722,22.2,23.7,,,,,,
05/10/2020 14:40'00,43961.61111,22.2,23.7,,,,,,
05/10/2020 15:00'00,43961.625,22.3,23.7,,,,,,
05/10/2020 15:20'00,43961.63889,22.4,23.7,,,,,,
05/10/2020 15:40'00,43961.65278,22.3,23.8,,,,,,
05/10/2020 16:00'00,43961.66667,22.1,23.7,,,,,,
05/10/2020 16:20'00,43961.68056,21.6,23.7,,,,,,
05/10/2020 16:40'00,43961.69444,21.7,23.7,,,,,,
05/10/2020 17:00'00,43961.70833,21.8,23.7,,,,,,
05/10/2020 17:20'00,43961.72222,21.8,23.9,,,,,,
05/10/2020 17:40'00,43961.73611,21.6,23.8,,,,,,
05/10/2020 18:00'00,43961.75,21.5,23.8,,,,,,
05/10/2020 18:20'00,43961.76389,21.2,23.8,,,,,,
05/10/2020 18:40'00,43961.77778,21,23.7,,,,,,
05/10/2020 19:00'00,43961.79167,20.8,23.7,,,,,,
05/10/2020 19:20'00,43961.80556,20.7,23.6,,,,,,
05/10/2020 19:40'00,43961.81944,20.7,23.6,,,,,,
05/10/2020 20:00'00,43961.83333,20.5,23.6,,,,,,
05/10/2020 20:20'00,43961.84722,20.5,23.6,,,,,,
05/10/2020 20:40'00,43961.86111,20.4,23.6,,,,,,
05/10/2020 21:00'00,43961.875,19.4,23.5,,,,,,
05/10/2020 21:20'00,43961.88889,19.3,23.4,,,,,,
05/10/2020 21:40'00,43961.90278,19.2,23.3,,,,,,
05/10/2020 22:00'00,43961.91667,19.1,23.3,,,,,,
05/10/2020 22:20'00,43961.93056,19.1,23.2,,,,,,
05/10/2020 22:40'00,43961.94444,19.3,23.2,,,,,,
05/10/2020 23:00'00,43961.95833,19.5,23.2,,,,,,
05/10/2020 23:20'00,43961.97222,19.5,23.1,,,,,,
05/10/2020 23:40'00,43961.98611,19.5,23.2,,,,,,
05/11/2020 00:00'00,43962,19.4,23.1,,,,,,
05/11/2020 00:20'00,43962.01389,19.3,23.1,,,,,,
05/11/2020 00:40'00,43962.02778,19.1,23.1,,,,,,
05/11/2020 01:00'00,43962.04167,18.9,22.9,,,,,,
05/11/2020 01:20'00,43962.05556,18.9,22.9,,,,,,
05/11/2020 01:40'00,43962.06944,18.9,22.9,,,,,,
05/11/2020 02:00'00,43962.08333,19.4,22.9,,,,,,
05/11/2020 02:20'00,43962.09722,19.3,22.9,,,,,,
05/11/2020 02:40'00,43962.11111,19.3,22.9,,,,,,
05/11/2020 03:00'00,43962.125,19.2,22.9,,,,,,
05/11/2020 03:20'00,43962.13889,18.9,22.8,,,,,,
05/11/2020 03:40'00,43962.15278,18.7,22.7,,,,,,
05/11/2020 04:00'00,43962.16667,18.6,22.7,,,,,,
05/11/2020 04:20'00,43962.18056,18.5,22.6,,,,,,
05/11/2020 04:40'00,43962.19444,18.4,22.6,,,,,,
05/11/2020 05:00'00,43962.20833,18.3,22.5,,,,,,
05/11/2020 05:20'00,43962.22222,18.5,22.4,,,,,,
05/11/2020 05:40'00,43962.23611,19,22.4,,,,,,
05/11/2020 06:00'00,43962.25,21.2,22.4,,,,,,
05/11/2020 06:20'00,43962.26389,22.5,22.5,,,,,,
05/11/2020 06:40'00,43962.27778,27.5,22.3,,,,,,
05/11/2020 07:00'00,43962.29167,28.7,22.3,,,,,,
05/11/2020 07:20'00,43962.30556,24.3,23,,,,,,
05/11/2020 07:40'00,43962.31944,24.5,23.2,,,,,,
05/11/2020 08:00'00,43962.33333,24.6,23.2,,,,,,
05/11/2020 08:20'00,43962.34722,25.4,23.3,,,,,,
05/11/2020 08:40'00,43962.36111,27.4,23.6,,,,,,
05/11/2020 09:00'00,43962.375,28.9,23.7,,,,,,
05/11/2020 09:20'00,43962.38889,29.5,23.7,,,,,,
05/11/2020 09:40'00,43962.40278,29.2,23.8,,,,,,
05/11/2020 10:00'00,43962.41667,28.7,23.5,,,,,,
05/11/2020 10:20'00,43962.43056,29.5,23.6,,,,,,
05/11/2020 10:40'00,43962.44444,29.5,23.7,,,,,,
05/11/2020 11:00'00,43962.45833,29.9,23.9,,,,,,
05/11/2020 11:20'00,43962.47222,29.9,24.2,,,,,,
05/11/2020 11:40'00,43962.48611,29.8,24.7,,,,,,
05/11/2020 12:00'00,43962.5,31.1,25.2,,,,,,
05/11/2020 12:20'00,43962.51389,31.5,25.2,,,,,,
05/11/2020 12:40'00,43962.52778,32.1,25.2,,,,,,
05/11/2020 13:00'00,43962.54167,31.2,25,,,,,,
05/11/2020 13:20'00,43962.55556,30.9,24.8,,,,,,
05/11/2020 13:40'00,43962.56944,31.4,24.8,,,,,,
05/11/2020 14:00'00,43962.58333,32.6,24.8,,,,,,
05/11/2020 14:20'00,43962.59722,31,24.7,,,,,,
05/11/2020 14:40'00,43962.61111,31.6,24.9,,,,,,
05/11/2020 15:00'00,43962.625,30.9,24.8,,,,,,
05/11/2020 15:20'00,43962.63889,30.7,24.8,,,,,,
05/11/2020 15:40'00,43962.65278,30.9,24.7,,,,,,
05/11/2020 16:00'00,43962.66667,30.2,24.6,,,,,,
05/11/2020 16:20'00,43962.68056,30.1,24.6,,,,,,
05/11/2020 16:40'00,43962.69444,32.3,24.5,,,,,,
