< Measurement Data Text Output >,,,,,,,,,
,,,,,,,,,
Date/Time,@date(),ch.1,ch.2,ch.3,ch.4,ch.5,ch.6,ch.7,ch.8
,,°C,°C,,,,,,
02/29/2020 19:20'00,43890.80556,13.8,16.6,,,,,,
02/29/2020 19:40'00,43890.81944,13.8,16.6,,,,,,
02/29/2020 20:00'00,43890.83333,13.7,16.4,,,,,,
02/29/2020 20:20'00,43890.84722,13.7,16.4,,,,,,
02/29/2020 20:40'00,43890.86111,13.7,16.3,,,,,,
02/29/2020 21:00'00,43890.875,13.7,16.3,,,,,,
02/29/2020 21:20'00,43890.88889,13.6,16.2,,,,,,
02/29/2020 21:40'00,43890.90278,13.5,16.1,,,,,,
02/29/2020 22:00'00,43890.91667,13.4,16,,,,,,
02/29/2020 22:20'00,43890.93056,13.4,16,,,,,,
02/29/2020 22:40'00,43890.94444,13.5,15.9,,,,,,
02/29/2020 23:00'00,43890.95833,13.5,15.9,,,,,,
02/29/2020 23:20'00,43890.97222,13.4,15.9,,,,,,
02/29/2020 23:40'00,43890.98611,13.2,15.8,,,,,,
03/01/2020 00:00'00,43891,13.1,15.8,,,,,,
03/01/2020 00:20'00,43891.01389,15,15.8,,,,,,
03/01/2020 00:40'00,43891.02778,13.8,15.7,,,,,,
03/01/2020 01:00'00,43891.04167,13.2,15.7,,,,,,
03/01/2020 01:20'00,43891.05556,14.4,15.6,,,,,,
03/01/2020 01:40'00,43891.06944,13.5,15.6,,,,,,
03/01/2020 02:00'00,43891.08333,13.8,15.5,,,,,,
03/01/2020 02:20'00,43891.09722,15.3,15.5,,,,,,
03/01/2020 02:40'00,43891.11111,13.2,15.4,,,,,,
03/01/2020 03:00'00,43891.125,14.2,15.4,,,,,,
03/01/2020 03:20'00,43891.13889,14.9,15.3,,,,,,
03/01/2020 03:40'00,43891.15278,13.2,15.3,,,,,,
03/01/2020 04:00'00,43891.16667,14.4,15.3,,,,,,
03/01/2020 04:20'00,43891.18056,14.6,15.3,,,,,,
03/01/2020 04:40'00,43891.19444,13.2,15.2,,,,,,
03/01/2020 05:00'00,43891.20833,14.3,15.2,,,,,,
03/01/2020 05:20'00,43891.22222,14.9,15.2,,,,,,
03/01/2020 05:40'00,43891.23611,13,15.2,,,,,,
03/01/2020 06:00'00,43891.25,13.9,15.1,,,,,,
03/01/2020 06:20'00,43891.26389,15.2,15.1,,,,,,
03/01/2020 06:40'00,43891.27778,13.5,15.1,,,,,,
03/01/2020 07:00'00,43891.29167,13.7,15.1,,,,,,
03/01/2020 07:20'00,43891.30556,13.7,15,,,,,,
03/01/2020 07:40'00,43891.31944,14.5,15.1,,,,,,
03/01/2020 08:00'00,43891.33333,15.5,15.2,,,,,,
03/01/2020 08:20'00,43891.34722,17.5,15.3,,,,,,
03/01/2020 08:40'00,43891.36111,22,15.7,,,,,,
03/01/2020 09:00'00,43891.375,23,16.2,,,,,,
03/01/2020 09:20'00,43891.38889,24,16.6,,,,,,
03/01/2020 09:40'00,43891.40278,27,17.1,,,,,,
03/01/2020 10:00'00,43891.41667,28,17.6,,,,,,
03/01/2020 10:20'00,43891.43056,27.8,18,,,,,,
03/01/2020 10:40'00,43891.44444,27.3,18.4,,,,,,
03/01/2020 11:00'00,43891.45833,27.5,18.8,,,,,,
03/01/2020 11:20'00,43891.47222,25.5,18.9,,,,,,
03/01/2020 11:40'00,43891.48611,24.4,18.9,,,,,,
03/01/2020 12:00'00,43891.5,24.6,19,,,,,,
03/01/2020 12:20'00,43891.51389,25.3,19.1,,,,,,
03/01/2020 12:40'00,43891.52778,27.1,19.4,,,,,,
03/01/2020 13:00'00,43891.54167,26.6,19.9,,,,,,
03/01/2020 13:20'00,43891.55556,27,20.2,,,,,,
03/01/2020 13:40'00,43891.56944,28.4,20.5,,,,,,
03/01/2020 14:00'00,43891.58333,26.7,20.6,,,,,,
03/01/2020 14:20'00,43891.59722,25.7,20.6,,,,,,
03/01/2020 14:40'00,43891.61111,26.4,20.7,,,,,,
03/01/2020 15:00'00,43891.625,26.9,20.7,,,,,,
03/01/2020 15:20'00,43891.63889,26.2,20.8,,,,,,
03/01/2020 15:40'00,43891.65278,25.8,21,,,,,,
03/01/2020 16:00'00,43891.66667,26,21,,,,,,
03/01/2020 16:20'00,43891.68056,24.3,21,,,,,,
03/01/2020 16:40'00,43891.69444,22.5,20.9,,,,,,
03/01/2020 17:00'00,43891.70833,21.5,20.7,,,,,,
03/01/2020 17:20'00,43891.72222,20.8,20.5,,,,,,
03/01/2020 17:40'00,43891.73611,19.6,20.4,,,,,,
03/01/2020 18:00'00,43891.75,18.7,20.1,,,,,,
03/01/2020 18:20'00,43891.76389,18,19.8,,,,,,
03/01/2020 18:40'00,43891.77778,17.2,19.6,,,,,,
03/01/2020 19:00'00,43891.79167,16.7,19.3,,,,,,
03/01/2020 19:20'00,43891.80556,16.4,19.1,,,,,,
03/01/2020 19:40'00,43891.81944,16.4,19,,,,,,
03/01/2020 20:00'00,43891.83333,16.2,18.7,,,,,,
03/01/2020 20:20'00,43891.84722,16.1,18.7,,,,,,
03/01/2020 20:40'00,43891.86111,16,18.5,,,,,,
03/01/2020 21:00'00,43891.875,15.9,18.4,,,,,,
03/01/2020 21:20'00,43891.88889,15.7,18.3,,,,,,
03/01/2020 21:40'00,43891.90278,15.7,18.1,,,,,,
03/01/2020 22:00'00,43891.91667,15.8,18,,,,,,
03/01/2020 22:20'00,43891.93056,15.8,18,,,,,,
03/01/2020 22:40'00,43891.94444,15.7,17.9,,,,,,
03/01/2020 23:00'00,43891.95833,15.6,17.8,,,,,,
03/01/2020 23:20'00,43891.97222,15.6,17.8,,,,,,
03/01/2020 23:40'00,43891.98611,15.6,17.7,,,,,,
03/02/2020 00:00'00,43892,15.5,17.6,,,,,,
03/02/2020 00:20'00,43892.01389,15.5,17.6,,,,,,
03/02/2020 00:40'00,43892.02778,15.3,17.5,,,,,,
03/02/2020 01:00'00,43892.04167,15.1,17.4,,,,,,
03/02/2020 01:20'00,43892.05556,15,17.4,,,,,,
03/02/2020 01:40'00,43892.06944,14.8,17.3,,,,,,
03/02/2020 02:00'00,43892.08333,14.6,17.2,,,,,,
03/02/2020 02:20'00,43892.09722,14.6,17.1,,,,,,
03/02/2020 02:40'00,43892.11111,14.6,17,,,,,,
03/02/2020 03:00'00,43892.125,14.5,16.9,,,,,,
03/02/2020 03:20'00,43892.13889,14.5,16.9,,,,,,
03/02/2020 03:40'00,43892.15278,14.5,16.9,,,,,,
03/02/2020 04:00'00,43892.16667,14.4,16.8,,,,,,
03/02/2020 04:20'00,43892.18056,14.3,16.7,,,,,,
03/02/2020 04:40'00,43892.19444,14.3,16.7,,,,,,
03/02/2020 05:00'00,43892.20833,14.2,16.6,,,,,,
03/02/2020 05:20'00,43892.22222,14.1,16.6,,,,,,
03/02/2020 05:40'00,43892.23611,14,16.6,,,,,,
03/02/2020 06:00'00,43892.25,13.9,16.5,,,,,,
03/02/2020 06:20'00,43892.26389,14,16.5,,,,,,
03/02/2020 06:40'00,43892.27778,14,16.5,,,,,,
03/02/2020 07:00'00,43892.29167,14.2,16.4,,,,,,
03/02/2020 07:20'00,43892.30556,14.7,16.5,,,,,,
03/02/2020 07:40'00,43892.31944,15.5,16.5,,,,,,
03/02/2020 08:00'00,43892.33333,15.9,16.5,,,,,,
03/02/2020 08:20'00,43892.34722,16.2,16.6,,,,,,
03/02/2020 08:40'00,43892.36111,17.8,16.7,,,,,,
03/02/2020 09:00'00,43892.375,23.8,17.1,,,,,,
03/02/2020 09:20'00,43892.38889,25.4,17.6,,,,,,
03/02/2020 09:40'00,43892.40278,24.6,18.1,,,,,,
03/02/2020 10:00'00,43892.41667,25,16.8,,,,,,
03/02/2020 10:20'00,43892.43056,30.3,17.7,,,,,,
03/02/2020 10:40'00,43892.44444,26,18.5,,,,,,
03/02/2020 11:00'00,43892.45833,24.7,18.9,,,,,,
03/02/2020 11:20'00,43892.47222,25.7,19.1,,,,,,
03/02/2020 11:40'00,43892.48611,25.8,19.4,,,,,,
03/02/2020 12:00'00,43892.5,26.4,19.6,,,,,,
03/02/2020 12:20'00,43892.51389,26,19.7,,,,,,
03/02/2020 12:40'00,43892.52778,25.8,19.9,,,,,,
03/02/2020 13:00'00,43892.54167,26.6,20.2,,,,,,
03/02/2020 13:20'00,43892.55556,25.6,20.5,,,,,,
03/02/2020 13:40'00,43892.56944,26.4,20.6,,,,,,
03/02/2020 14:00'00,43892.58333,27.4,20.7,,,,,,
03/02/2020 14:20'00,43892.59722,26.3,21,,,,,,
03/02/2020 14:40'00,43892.61111,26.8,21.1,,,,,,
03/02/2020 15:00'00,43892.625,31.1,21.4,,,,,,
03/02/2020 15:20'00,43892.63889,26.7,21.5,,,,,,
03/02/2020 15:40'00,43892.65278,26.1,21.2,,,,,,
03/02/2020 16:00'00,43892.66667,25.3,21.2,,,,,,
03/02/2020 16:20'00,43892.68056,30.2,21.3,,,,,,
03/02/2020 16:40'00,43892.69444,29.3,21.5,,,,,,
03/02/2020 17:00'00,43892.70833,27.9,21.5,,,,,,
03/02/2020 17:20'00,43892.72222,25.6,21.5,,,,,,
03/02/2020 17:40'00,43892.73611,22.7,21.4,,,,,,
03/02/2020 18:00'00,43892.75,20.5,21.2,,,,,,
03/02/2020 18:20'00,43892.76389,19.3,20.8,,,,,,
03/02/2020 18:40'00,43892.77778,18.5,20.5,,,,,,
03/02/2020 19:00'00,43892.79167,17.8,20.3,,,,,,
03/02/2020 19:20'00,43892.80556,17.4,20.1,,,,,,
03/02/2020 19:40'00,43892.81944,17,19.9,,,,,,
03/02/2020 20:00'00,43892.83333,16.7,19.6,,,,,,
03/02/2020 20:20'00,43892.84722,16.3,19.4,,,,,,
03/02/2020 20:40'00,43892.86111,16,19.2,,,,,,
03/02/2020 21:00'00,43892.875,15.6,18.9,,,,,,
03/02/2020 21:20'00,43892.88889,15.3,18.8,,,,,,
03/02/2020 21:40'00,43892.90278,14.9,18.6,,,,,,
03/02/2020 22:00'00,43892.91667,14.6,18.4,,,,,,
03/02/2020 22:20'00,43892.93056,14.4,18.3,,,,,,
03/02/2020 22:40'00,43892.94444,14.2,18.1,,,,,,
03/02/2020 23:00'00,43892.95833,14.1,18,,,,,,
03/02/2020 23:20'00,43892.97222,14,17.8,,,,,,
03/02/2020 23:40'00,43892.98611,13.8,17.6,,,,,,
03/03/2020 00:00'00,43893,13.6,17.5,,,,,,
03/03/2020 00:20'00,43893.01389,13.4,17.3,,,,,,
03/03/2020 00:40'00,43893.02778,13.2,17.2,,,,,,
03/03/2020 01:00'00,43893.04167,13,17.1,,,,,,
03/03/2020 01:20'00,43893.05556,14.8,17,,,,,,
03/03/2020 01:40'00,43893.06944,13.3,16.9,,,,,,
03/03/2020 02:00'00,43893.08333,14.7,16.8,,,,,,
03/03/2020 02:20'00,43893.09722,13.6,16.8,,,,,,
03/03/2020 02:40'00,43893.11111,14.5,16.7,,,,,,
03/03/2020 03:00'00,43893.125,13.6,16.7,,,,,,
03/03/2020 03:20'00,43893.13889,15.6,16.6,,,,,,
03/03/2020 03:40'00,43893.15278,13.2,16.6,,,,,,
03/03/2020 04:00'00,43893.16667,14.7,16.6,,,,,,
03/03/2020 04:20'00,43893.18056,13.6,16.5,,,,,,
03/03/2020 04:40'00,43893.19444,13.6,16.5,,,,,,
03/03/2020 05:00'00,43893.20833,15.2,16.4,,,,,,
03/03/2020 05:20'00,43893.22222,13.5,16.3,,,,,,
03/03/2020 05:40'00,43893.23611,13.6,16.3,,,,,,
03/03/2020 06:00'00,43893.25,15.5,16.2,,,,,,
03/03/2020 06:20'00,43893.26389,13.1,16.3,,,,,,
03/03/2020 06:40'00,43893.27778,14.3,16.2,,,,,,
03/03/2020 07:00'00,43893.29167,14,16.2,,,,,,
03/03/2020 07:20'00,43893.30556,15.5,16.3,,,,,,
03/03/2020 07:40'00,43893.31944,17.5,16.3,,,,,,
03/03/2020 08:00'00,43893.33333,21,16.6,,,,,,
03/03/2020 08:20'00,43893.34722,23.7,17,,,,,,
03/03/2020 08:40'00,43893.36111,25.7,17.4,,,,,,
03/03/2020 09:00'00,43893.375,23.3,17.8,,,,,,
03/03/2020 09:20'00,43893.38889,25.2,18.1,,,,,,
03/03/2020 09:40'00,43893.40278,26.5,18.4,,,,,,
03/03/2020 10:00'00,43893.41667,27.9,18.9,,,,,,
03/03/2020 10:20'00,43893.43056,29.7,19.2,,,,,,
03/03/2020 10:40'00,43893.44444,26.4,21.2,,,,,,
03/03/2020 11:00'00,43893.45833,28.6,21.7,,,,,,
03/03/2020 11:20'00,43893.47222,26.9,21.1,,,,,,
03/03/2020 11:40'00,43893.48611,26.7,21.6,,,,,,
03/03/2020 12:00'00,43893.5,25.8,21.7,,,,,,
03/03/2020 12:20'00,43893.51389,25,21.6,,,,,,
03/03/2020 12:40'00,43893.52778,24.9,21.8,,,,,,
03/03/2020 13:00'00,43893.54167,25.5,22.2,,,,,,
03/03/2020 13:20'00,43893.55556,27.4,23.1,,,,,,
03/03/2020 13:40'00,43893.56944,30.1,23.9,,,,,,
03/03/2020 14:00'00,43893.58333,28.8,23.6,,,,,,
03/03/2020 14:20'00,43893.59722,28.7,24,,,,,,
03/03/2020 14:40'00,43893.61111,22.9,21.4,,,,,,
03/03/2020 15:00'00,43893.625,29.1,21.6,,,,,,
03/03/2020 15:20'00,43893.63889,26.5,21.6,,,,,,
03/03/2020 15:40'00,43893.65278,27.6,21.4,,,,,,
03/03/2020 16:00'00,43893.66667,27,21.4,,,,,,
03/03/2020 16:20'00,43893.68056,27,21.5,,,,,,
03/03/2020 16:40'00,43893.69444,25.4,21.5,,,,,,
03/03/2020 17:00'00,43893.70833,24.5,21.5,,,,,,
03/03/2020 17:20'00,43893.72222,23.9,21.5,,,,,,
03/03/2020 17:40'00,43893.73611,21.2,21.3,,,,,,
03/03/2020 18:00'00,43893.75,19.5,21.1,,,,,,
03/03/2020 18:20'00,43893.76389,18.5,20.8,,,,,,
03/03/2020 18:40'00,43893.77778,17.8,20.5,,,,,,
03/03/2020 19:00'00,43893.79167,17.3,20.2,,,,,,
03/03/2020 19:20'00,43893.80556,16.7,20,,,,,,
03/03/2020 19:40'00,43893.81944,16.1,19.7,,,,,,
03/03/2020 20:00'00,43893.83333,15.7,19.4,,,,,,
03/03/2020 20:20'00,43893.84722,15.4,19.2,,,,,,
03/03/2020 20:40'00,43893.86111,15.2,19,,,,,,
03/03/2020 21:00'00,43893.875,15,18.8,,,,,,
03/03/2020 21:20'00,43893.88889,14.7,18.7,,,,,,
03/03/2020 21:40'00,43893.90278,14.3,18.5,,,,,,
03/03/2020 22:00'00,43893.91667,13.8,18.3,,,,,,
03/03/2020 22:20'00,43893.93056,13.5,18.1,,,,,,
03/03/2020 22:40'00,43893.94444,13.3,17.9,,,,,,
03/03/2020 23:00'00,43893.95833,13.3,17.7,,,,,,
03/03/2020 23:20'00,43893.97222,13.6,17.6,,,,,,
03/03/2020 23:40'00,43893.98611,13.6,17.5,,,,,,
03/04/2020 00:00'00,43894,13.6,17.4,,,,,,
03/04/2020 00:20'00,43894.01389,13.7,17.3,,,,,,
03/04/2020 00:40'00,43894.02778,13.7,17.2,,,,,,
03/04/2020 01:00'00,43894.04167,13.7,17.2,,,,,,
03/04/2020 01:20'00,43894.05556,13.7,17.1,,,,,,
03/04/2020 01:40'00,43894.06944,13.5,17,,,,,,
03/04/2020 02:00'00,43894.08333,13.3,16.9,,,,,,
03/04/2020 02:20'00,43894.09722,13.2,16.8,,,,,,
03/04/2020 02:40'00,43894.11111,13.5,16.7,,,,,,
03/04/2020 03:00'00,43894.125,14.4,16.7,,,,,,
03/04/2020 03:20'00,43894.13889,13.7,16.7,,,,,,
03/04/2020 03:40'00,43894.15278,13.5,16.7,,,,,,
03/04/2020 04:00'00,43894.16667,13.5,16.7,,,,,,
03/04/2020 04:20'00,43894.18056,13.6,16.6,,,,,,
03/04/2020 04:40'00,43894.19444,13.5,16.6,,,,,,
03/04/2020 05:00'00,43894.20833,13.4,16.5,,,,,,
03/04/2020 05:20'00,43894.22222,13.3,16.5,,,,,,
03/04/2020 05:40'00,43894.23611,13.3,16.5,,,,,,
03/04/2020 06:00'00,43894.25,13.2,16.4,,,,,,
03/04/2020 06:20'00,43894.26389,14.8,16.4,,,,,,
03/04/2020 06:40'00,43894.27778,13.8,16.4,,,,,,
03/04/2020 07:00'00,43894.29167,13.9,16.4,,,,,,
03/04/2020 07:20'00,43894.30556,15.5,16.4,,,,,,
03/04/2020 07:40'00,43894.31944,16.9,16.5,,,,,,
03/04/2020 08:00'00,43894.33333,17.8,16.7,,,,,,
03/04/2020 08:20'00,43894.34722,19.1,17,,,,,,
03/04/2020 08:40'00,43894.36111,20,17.2,,,,,,
03/04/2020 09:00'00,43894.375,20.7,14.7,,,,,,
03/04/2020 09:20'00,43894.38889,20.5,15.5,,,,,,
03/04/2020 09:40'00,43894.40278,21,16,,,,,,
03/04/2020 10:00'00,43894.41667,22.5,16.6,,,,,,
03/04/2020 10:20'00,43894.43056,24.6,17,,,,,,
03/04/2020 10:40'00,43894.44444,26,17.5,,,,,,
03/04/2020 11:00'00,43894.45833,26.1,18,,,,,,
03/04/2020 11:20'00,43894.47222,25.8,18.3,,,,,,
03/04/2020 11:40'00,43894.48611,26.4,18.7,,,,,,
03/04/2020 12:00'00,43894.5,25.9,19,,,,,,
03/04/2020 12:20'00,43894.51389,26,19.3,,,,,,
03/04/2020 12:40'00,43894.52778,25.3,19.5,,,,,,
03/04/2020 13:00'00,43894.54167,24.3,19.6,,,,,,
03/04/2020 13:20'00,43894.55556,23.7,19.7,,,,,,
03/04/2020 13:40'00,43894.56944,22,19.7,,,,,,
03/04/2020 14:00'00,43894.58333,20.7,19.6,,,,,,
03/04/2020 14:20'00,43894.59722,20.7,19.6,,,,,,
03/04/2020 14:40'00,43894.61111,18.8,19.5,,,,,,
03/04/2020 15:00'00,43894.625,16.7,19.2,,,,,,
03/04/2020 15:20'00,43894.63889,15.9,19,,,,,,
03/04/2020 15:40'00,43894.65278,15.2,18.7,,,,,,
03/04/2020 16:00'00,43894.66667,14.8,18.5,,,,,,
03/04/2020 16:20'00,43894.68056,14.2,18.3,,,,,,
03/04/2020 16:40'00,43894.69444,13.7,18.1,,,,,,
03/04/2020 17:00'00,43894.70833,13.4,17.9,,,,,,
03/04/2020 17:20'00,43894.72222,13.2,17.7,,,,,,
03/04/2020 17:40'00,43894.73611,16.2,17.5,,,,,,
03/04/2020 18:00'00,43894.75,15,17.5,,,,,,
03/04/2020 18:20'00,43894.76389,14.6,17.4,,,,,,
03/04/2020 18:40'00,43894.77778,14.4,17.4,,,,,,
03/04/2020 19:00'00,43894.79167,14.3,17.4,,,,,,
03/04/2020 19:20'00,43894.80556,14.3,17.3,,,,,,
03/04/2020 19:40'00,43894.81944,14.2,17.2,,,,,,
03/04/2020 20:00'00,43894.83333,14.1,17.2,,,,,,
03/04/2020 20:20'00,43894.84722,14.1,17.1,,,,,,
03/04/2020 20:40'00,43894.86111,14.1,17.1,,,,,,
03/04/2020 21:00'00,43894.875,14.1,17,,,,,,
03/04/2020 21:20'00,43894.88889,14,16.9,,,,,,
03/04/2020 21:40'00,43894.90278,13.9,16.9,,,,,,
03/04/2020 22:00'00,43894.91667,13.8,16.8,,,,,,
03/04/2020 22:20'00,43894.93056,13.7,16.8,,,,,,
03/04/2020 22:40'00,43894.94444,13.7,16.7,,,,,,
03/04/2020 23:00'00,43894.95833,13.7,16.6,,,,,,
03/04/2020 23:20'00,43894.97222,13.5,16.6,,,,,,
03/04/2020 23:40'00,43894.98611,13.3,16.5,,,,,,
03/05/2020 00:00'00,43895,15.4,16.4,,,,,,
03/05/2020 00:20'00,43895.01389,13.6,16.4,,,,,,
03/05/2020 00:40'00,43895.02778,13.2,16.4,,,,,,
03/05/2020 01:00'00,43895.04167,15.5,16.3,,,,,,
03/05/2020 01:20'00,43895.05556,13.5,16.3,,,,,,
03/05/2020 01:40'00,43895.06944,15.6,16.2,,,,,,
03/05/2020 02:00'00,43895.08333,13.4,16.1,,,,,,
03/05/2020 02:20'00,43895.09722,15,16.1,,,,,,
03/05/2020 02:40'00,43895.11111,15,16,,,,,,
03/05/2020 03:00'00,43895.125,13.1,16,,,,,,
03/05/2020 03:20'00,43895.13889,13.7,16,,,,,,
03/05/2020 03:40'00,43895.15278,15,15.9,,,,,,
03/05/2020 04:00'00,43895.16667,15.4,15.9,,,,,,
03/05/2020 04:20'00,43895.18056,13.5,15.9,,,,,,
03/05/2020 04:40'00,43895.19444,15.8,15.8,,,,,,
03/05/2020 05:00'00,43895.20833,13.1,15.9,,,,,,
03/05/2020 05:20'00,43895.22222,13.9,15.8,,,,,,
03/05/2020 05:40'00,43895.23611,15.4,15.8,,,,,,
03/05/2020 06:00'00,43895.25,15.3,15.7,,,,,,
03/05/2020 06:20'00,43895.26389,13.5,15.7,,,,,,
03/05/2020 06:40'00,43895.27778,13.5,15.7,,,,,,
03/05/2020 07:00'00,43895.29167,15.1,15.6,,,,,,
03/05/2020 07:20'00,43895.30556,14.4,15.7,,,,,,
03/05/2020 07:40'00,43895.31944,14.9,15.7,,,,,,
03/05/2020 08:00'00,43895.33333,17.1,15.8,,,,,,
03/05/2020 08:20'00,43895.34722,19.5,16,,,,,,
03/05/2020 08:40'00,43895.36111,22.4,16.6,,,,,,
03/05/2020 09:00'00,43895.375,21.6,16.9,,,,,,
03/05/2020 09:20'00,43895.38889,24,17.1,,,,,,
03/05/2020 09:40'00,43895.40278,26.7,17.5,,,,,,
03/05/2020 10:00'00,43895.41667,26,18.1,,,,,,
03/05/2020 10:20'00,43895.43056,27.4,18.6,,,,,,
03/05/2020 10:40'00,43895.44444,24.9,18.7,,,,,,
03/05/2020 11:00'00,43895.45833,28.2,19.1,,,,,,
03/05/2020 11:20'00,43895.47222,26.8,19.1,,,,,,
03/05/2020 11:40'00,43895.48611,25.8,19.1,,,,,,
03/05/2020 12:00'00,43895.5,23.8,19.2,,,,,,
03/05/2020 12:20'00,43895.51389,27.5,19.3,,,,,,
03/05/2020 12:40'00,43895.52778,26,19.5,,,,,,
03/05/2020 13:00'00,43895.54167,26.5,19.8,,,,,,
03/05/2020 13:20'00,43895.55556,24.2,19.7,,,,,,
03/05/2020 13:40'00,43895.56944,25.8,19.6,,,,,,
03/05/2020 14:00'00,43895.58333,25.2,19.6,,,,,,
03/05/2020 14:20'00,43895.59722,26.3,19.6,,,,,,
03/05/2020 14:40'00,43895.61111,26.6,19.8,,,,,,
03/05/2020 15:00'00,43895.625,31.6,20,,,,,,
03/05/2020 15:20'00,43895.63889,30.1,20.3,,,,,,
03/05/2020 15:40'00,43895.65278,28.6,20.5,,,,,,
03/05/2020 16:00'00,43895.66667,27.8,20.6,,,,,,
03/05/2020 16:20'00,43895.68056,26.6,20.7,,,,,,
03/05/2020 16:40'00,43895.69444,26.1,20.7,,,,,,
03/05/2020 17:00'00,43895.70833,22.8,20.5,,,,,,
03/05/2020 17:20'00,43895.72222,21.2,20.3,,,,,,
03/05/2020 17:40'00,43895.73611,18.8,20.2,,,,,,
03/05/2020 18:00'00,43895.75,16.4,19.8,,,,,,
03/05/2020 18:20'00,43895.76389,15.2,19.4,,,,,,
03/05/2020 18:40'00,43895.77778,14.4,19,,,,,,
03/05/2020 19:00'00,43895.79167,14.2,18.7,,,,,,
03/05/2020 19:20'00,43895.80556,13.9,18.4,,,,,,
03/05/2020 19:40'00,43895.81944,13.6,18.1,,,,,,
03/05/2020 20:00'00,43895.83333,13.3,18,,,,,,
03/05/2020 20:20'00,43895.84722,13,17.7,,,,,,
03/05/2020 20:40'00,43895.86111,12.8,17.5,,,,,,
03/05/2020 21:00'00,43895.875,14.5,17.3,,,,,,
03/05/2020 21:20'00,43895.88889,13,17.2,,,,,,
03/05/2020 21:40'00,43895.90278,15.1,17,,,,,,
03/05/2020 22:00'00,43895.91667,12.8,16.9,,,,,,
03/05/2020 22:20'00,43895.93056,14.1,16.8,,,,,,
03/05/2020 22:40'00,43895.94444,13.5,16.7,,,,,,
03/05/2020 23:00'00,43895.95833,13.1,16.6,,,,,,
03/05/2020 23:20'00,43895.97222,15.2,16.5,,,,,,
03/05/2020 23:40'00,43895.98611,12.9,16.5,,,,,,
03/06/2020 00:00'00,43896,13.4,16.4,,,,,,
03/06/2020 00:20'00,43896.01389,15.1,16.3,,,,,,
03/06/2020 00:40'00,43896.02778,14.1,16.2,,,,,,
03/06/2020 01:00'00,43896.04167,12.8,16.2,,,,,,
03/06/2020 01:20'00,43896.05556,13.9,16.1,,,,,,
03/06/2020 01:40'00,43896.06944,15.6,16.1,,,,,,
03/06/2020 02:00'00,43896.08333,13.9,16,,,,,,
03/06/2020 02:20'00,43896.09722,12.7,16,,,,,,
03/06/2020 02:40'00,43896.11111,13.4,16,,,,,,
03/06/2020 03:00'00,43896.125,14.5,15.9,,,,,,
03/06/2020 03:20'00,43896.13889,15.4,15.9,,,,,,
03/06/2020 03:40'00,43896.15278,14.5,15.8,,,,,,
03/06/2020 04:00'00,43896.16667,13,15.8,,,,,,
03/06/2020 04:20'00,43896.18056,12.9,15.7,,,,,,
03/06/2020 04:40'00,43896.19444,13.6,15.6,,,,,,
03/06/2020 05:00'00,43896.20833,14.7,15.6,,,,,,
03/06/2020 05:20'00,43896.22222,15.2,15.6,,,,,,
03/06/2020 05:40'00,43896.23611,14.7,15.5,,,,,,
03/06/2020 06:00'00,43896.25,13.4,15.5,,,,,,
03/06/2020 06:20'00,43896.26389,12.7,15.5,,,,,,
03/06/2020 06:40'00,43896.27778,13.6,15.4,,,,,,
03/06/2020 07:00'00,43896.29167,15.2,15.4,,,,,,
03/06/2020 07:20'00,43896.30556,13.9,15.5,,,,,,
03/06/2020 07:40'00,43896.31944,14.8,15.5,,,,,,
03/06/2020 08:00'00,43896.33333,16.2,15.6,,,,,,
03/06/2020 08:20'00,43896.34722,17.8,15.8,,,,,,
03/06/2020 08:40'00,43896.36111,24.2,16.1,,,,,,
03/06/2020 09:00'00,43896.375,23.1,16.8,,,,,,
03/06/2020 09:20'00,43896.38889,23.4,11.9,,,,,,
03/06/2020 09:40'00,43896.40278,26.8,14.1,,,,,,
03/06/2020 10:00'00,43896.41667,25.9,15.4,,,,,,
03/06/2020 10:20'00,43896.43056,28.2,16.4,,,,,,
03/06/2020 10:40'00,43896.44444,26.8,17.1,,,,,,
03/06/2020 11:00'00,43896.45833,29.1,17.9,,,,,,
03/06/2020 11:20'00,43896.47222,25.4,18.1,,,,,,
03/06/2020 11:40'00,43896.48611,22.9,18.1,,,,,,
03/06/2020 12:00'00,43896.5,23.9,18.1,,,,,,
03/06/2020 12:20'00,43896.51389,25.1,18.1,,,,,,
03/06/2020 12:40'00,43896.52778,23.1,18.2,,,,,,
03/06/2020 13:00'00,43896.54167,23,18.5,,,,,,
03/06/2020 13:20'00,43896.55556,24,18.7,,,,,,
03/06/2020 13:40'00,43896.56944,23,18.9,,,,,,
03/06/2020 14:00'00,43896.58333,26.8,19,,,,,,
03/06/2020 14:20'00,43896.59722,23.3,19.1,,,,,,
03/06/2020 14:40'00,43896.61111,23.6,19.2,,,,,,
03/06/2020 15:00'00,43896.625,31.1,19.4,,,,,,
03/06/2020 15:20'00,43896.63889,27.9,19.7,,,,,,
03/06/2020 15:40'00,43896.65278,28.4,19.8,,,,,,
03/06/2020 16:00'00,43896.66667,25.4,19.7,,,,,,
03/06/2020 16:20'00,43896.68056,26.3,19.9,,,,,,
03/06/2020 16:40'00,43896.69444,28.9,20.1,,,,,,
03/06/2020 17:00'00,43896.70833,26.3,20.2,,,,,,
03/06/2020 17:20'00,43896.72222,23.6,20.1,,,,,,
03/06/2020 17:40'00,43896.73611,21.8,20.1,,,,,,
